"datum_vysledku";"okres";"orp";"pohlavi";"vek_kat";"pocet_pozitivni_primarni";"pocet_testu_u_pozitivnich";"pocet_opakovanych"
"2020-09-28";"CZ0635";"VelkÈ Mezi¯ÌËÌ";"Z";"0-19";"1";"2";"1"
"2020-03-11";"CZ0722";"Uhersk˝ Brod";"M";"0-19";"";"2";""
"2020-06-15";"CZ0411";"Aö";"Z";"20-64";"";"1";""
"2020-07-04";"CZ0803";"Orlov·";"M";"20-64";"3";"11";"8"
"2020-04-18";"CZ0203";"Slan˝";"Z";"65+";"";"1";""
"2020-09-23";"CZ0645";"VeselÌ nad Moravou";"M";"20-64";"5";"13";"8"
"2020-10-03";"CZ099Y";"N/A";"Z";"20-64";"3";"3";"0"
"2020-10-07";"CZ0802";"Jablunkov";"Z";"65+";"1";"2";"1"
"2020-04-14";"CZ0208";"Lys· nad Labem";"Z";"20-64";"";"6";""
"2020-09-19";"CZ0714";"P¯erov";"M";"20-64";"2";"5";"3"
"2020-09-07";"CZ0512";"Jablonec nad Nisou";"M";"20-64";"1";"2";"1"
"2020-09-11";"CZ0532";"Pardubice";"Z";"65+";"1";"2";"1"
"2020-03-27";"CZ0209";"ÿÌËany";"M";"0-19";"2";"3";"1"
"2020-09-29";"CZ0323";"PlzeÚ";"M";"0-19";"3";"8";"5"
"2020-04-29";"CZ0802";"Jablunkov";"Z";"65+";"";"1";""
"2020-04-27";"CZ0206";"Neratovice";"M";"65+";"";"1";""
"2020-08-12";"CZ0207";"Mlad· Boleslav";"M";"0-19";"";"1";""
"2020-09-22";"CZ0317";"T·bor";"Z";"0-19";"1";"1";"0"
"2020-04-29";"CZ0523";"Broumov";"M";"20-64";"";"1";""
"2020-03-13";"CZ0315";"Prachatice";"Z";"20-64";"";"2";""
"2020-08-18";"CZ0803";"»esk˝ TÏöÌn";"Z";"20-64";"";"1";""
"2020-05-16";"CZ0724";"Otrokovice";"M";"65+";"";"4";""
"2020-09-11";"CZ0712";"äternberk";"M";"65+";"";"2";""
"2020-10-06";"CZ0514";"Turnov";"Z";"20-64";"5";"14";"9"
"2020-03-30";"CZ0323";"PlzeÚ";"M";"20-64";"";"9";""
"2020-08-24";"CZ0635";"éÔ·r nad S·zavou";"Z";"20-64";"3";"6";"3"
"2020-10-10";"CZ0512";"Tanvald";"M";"20-64";"3";"6";"3"
"2020-09-12";"CZ0805";"Opava";"M";"65+";"";"1";""
"2020-09-23";"CZ0513";"Liberec";"M";"20-64";"14";"36";"22"
"2020-09-16";"CZ0714";"Hranice";"Z";"20-64";"";"2";""
"2020-09-08";"CZ0511";"»esk· LÌpa";"M";"0-19";"1";"2";"1"
"2020-07-15";"CZ0803";"Orlov·";"Z";"20-64";"2";"3";"1"
"2020-10-14";"CZ0423";"Lovosice";"Z";"0-19";"2";"4";"2"
"2020-07-04";"CZ0423";"Lovosice";"Z";"65+";"";"2";""
"2020-04-19";"CZ0413";"Kraslice";"Z";"20-64";"";"1";""
"2020-09-24";"CZ020A";"»ernoöice";"Z";"20-64";"15";"33";"18"
"2020-10-06";"CZ0314";"Milevsko";"Z";"0-19";"1";"2";"1"
"2020-09-07";"CZ0533";"Litomyöl";"M";"0-19";"1";"4";"3"
"2020-05-13";"CZ0209";"ÿÌËany";"Z";"20-64";"";"4";""
"2020-04-07";"CZ0721";"KromÏ¯Ìû";"M";"20-64";"";"6";""
"2020-04-16";"CZ0532";"Pardubice";"M";"0-19";"1";"8";"7"
"2020-03-23";"CZ0712";"Olomouc";"M";"20-64";"1";"3";"2"
"2020-04-07";"CZ0201";"Beneöov";"Z";"20-64";"3";"6";"3"
"2020-09-04";"CZ0803";"Karvin·";"M";"20-64";"";"2";""
"2020-09-11";"CZ0643";"älapanice";"Z";"65+";"1";"2";"1"
"2020-06-03";"CZ0426";"Teplice";"M";"20-64";"";"3";""
"2020-10-10";"CZ0801";"Brunt·l";"M";"65+";"1";"2";"1"
"2020-05-22";"CZ0714";"P¯erov";"Z";"20-64";"";"2";""
"2020-10-16";"CZ0805";"Krava¯e";"M";"0-19";"2";"3";"1"
"2020-03-30";"CZ0311";"»eskÈ BudÏjovice";"Z";"20-64";"";"3";""
"2020-06-09";"CZ0203";"Kladno";"Z";"65+";"";"1";""
"2020-09-17";"CZ0525";"N/A";"M";"20-64";"1";"1";"0"
"2020-09-15";"CZ0645";"HodonÌn";"Z";"20-64";"4";"8";"4"
"2020-10-01";"CZ0327";"Tachov";"M";"0-19";"1";"2";"1"
"2020-09-10";"CZ0208";"Nymburk";"Z";"65+";"1";"2";"1"
"2020-05-11";"CZ0317";"T·bor";"M";"20-64";"";"2";""
"2020-07-21";"CZ0804";"BÌlovec";"Z";"20-64";"";"3";""
"2020-05-05";"CZ0322";"HoraûÔovice";"M";"65+";"";"2";""
"2020-09-18";"CZ0647";"Znojmo";"M";"20-64";"2";"8";"6"
"2020-09-24";"CZ0423";"N/A";"M";"20-64";"5";"5";"0"
"2020-10-02";"CZ0524";"Kostelec nad OrlicÌ";"M";"65+";"";"2";""
"2020-08-26";"CZ0802";"T¯inec";"M";"0-19";"";"1";""
"2020-10-14";"CZ0723";"Roûnov pod RadhoötÏm";"M";"20-64";"9";"18";"9"
"2020-04-17";"CZ020B";"P¯Ìbram";"Z";"20-64";"";"3";""
"2020-09-19";"CZ0723";"Roûnov pod RadhoötÏm";"M";"20-64";"";"1";""
"2020-10-01";"CZ0633";"Pacov";"M";"20-64";"1";"2";"1"
"2020-10-16";"CZ0421";"Rumburk";"M";"65+";"1";"2";"1"
"2020-08-26";"CZ0314";"PÌsek";"Z";"20-64";"";"3";""
"2020-07-20";"CZ0806";"Ostrava";"M";"65+";"1";"3";"2"
"2020-05-16";"CZ0511";"»esk· LÌpa";"M";"20-64";"";"1";""
"2020-04-22";"CZ0804";"Nov˝ JiËÌn";"Z";"65+";"";"1";""
"2020-07-31";"CZ0202";"Beroun";"M";"20-64";"";"1";""
"2020-09-14";"CZ0100";"Praha";"Z";"65+";"7";"23";"16"
"2020-09-10";"CZ0327";"Tachov";"Z";"20-64";"";"2";""
"2020-05-11";"CZ0532";"N/A";"Z";"20-64";"";"1";""
"2020-08-26";"CZ099Y";"N/A";"Z";"65+";"2";"2";"0"
"2020-04-01";"CZ0715";"äumperk";"Z";"20-64";"";"1";""
"2020-10-13";"CZ0805";"Krava¯e";"Z";"20-64";"3";"6";"3"
"2020-05-01";"CZ0426";"Teplice";"M";"65+";"";"3";""
"2020-10-01";"CZ0805";"VÌtkov";"M";"20-64";"1";"2";"1"
"2020-10-09";"CZ0202";"Ho¯ovice";"Z";"20-64";"10";"17";"7"
"2020-09-17";"CZ020C";"N/A";"M";"20-64";"1";"1";"0"
"2020-09-08";"CZ0323";"PlzeÚ";"Z";"20-64";"6";"32";"26"
"2020-09-07";"CZ020A";"»ernoöice";"Z";"0-19";"1";"2";"1"
"2020-09-21";"CZ0204";"KolÌn";"Z";"20-64";"3";"16";"13"
"2020-05-04";"CZ0511";"Nov˝ Bor";"Z";"20-64";"";"1";""
"2020-08-26";"CZ0803";"N/A";"M";"20-64";"";"2";""
"2020-05-01";"CZ0523";"JaromÏ¯";"Z";"20-64";"";"2";""
"2020-05-16";"CZ0201";"Votice";"Z";"20-64";"";"1";""
"2020-08-28";"CZ0642";"Brno";"M";"65+";"";"4";""
"2020-09-22";"CZ020B";"SedlËany";"Z";"65+";"1";"2";"1"
"2020-04-23";"CZ0422";"Chomutov";"M";"65+";"";"1";""
"2020-11-09";"CZ0712";"Olomouc";"M";"0-19";"";"2";""
"2020-07-22";"CZ0804";"BÌlovec";"M";"20-64";"";"2";""
"2020-07-30";"CZ0206";"Kralupy nad Vltavou";"Z";"20-64";"1";"2";"1"
"2020-06-21";"CZ0805";"Krava¯e";"Z";"20-64";"";"1";""
"2020-05-17";"CZ0209";"ÿÌËany";"Z";"20-64";"";"2";""
"2020-04-20";"CZ0411";"Aö";"Z";"65+";"";"1";""
"2020-03-29";"CZ0513";"Liberec";"M";"20-64";"2";"2";"0"
"2020-06-15";"CZ0427";"⁄stÌ nad Labem";"Z";"20-64";"";"1";""
"2020-03-10";"CZ0635";"éÔ·r nad S·zavou";"M";"20-64";"1";"1";"0"
"2020-03-20";"CZ0412";"Karlovy Vary";"Z";"20-64";"2";"4";"2"
"2020-09-13";"CZ0426";"Teplice";"M";"20-64";"1";"3";"2"
"2020-09-24";"CZ0325";"N˝¯any";"Z";"65+";"1";"2";"1"
"2020-10-14";"CZ0512";"Turnov";"M";"0-19";"1";"2";"1"
"2020-05-27";"CZ0724";"ZlÌn";"Z";"20-64";"";"4";""
"2020-04-23";"CZ0723";"ValaöskÈ Mezi¯ÌËÌ";"Z";"65+";"";"5";""
"2020-04-29";"CZ0643";"IvanËice";"Z";"20-64";"";"1";""
"2020-08-13";"CZ0534";"VysokÈ M˝to";"Z";"20-64";"1";"4";"3"
"2020-09-15";"CZ0643";"IvanËice";"M";"20-64";"1";"2";"1"
"2020-04-01";"CZ0724";"ZlÌn";"Z";"65+";"1";"6";"5"
"2020-10-12";"CZ0645";"VeselÌ nad Moravou";"M";"20-64";"6";"12";"6"
"2020-04-03";"CZ0715";"äumperk";"Z";"20-64";"5";"14";"9"
"2020-04-21";"CZ0713";"ProstÏjov";"Z";"20-64";"";"6";""
"2020-09-27";"CZ0524";"Rychnov nad KnÏûnou";"Z";"0-19";"1";"2";"1"
"2020-07-11";"CZ0645";"Kyjov";"M";"20-64";"1";"2";"1"
"2020-09-07";"CZ0411";"Cheb";"M";"20-64";"";"1";""
"2020-05-17";"CZ0524";"Kostelec nad OrlicÌ";"M";"20-64";"";"1";""
"2020-09-30";"CZ0206";"Neratovice";"Z";"65+";"1";"2";"1"
"2020-09-27";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"20-64";"9";"16";"7"
"2020-09-19";"CZ0803";"Karvin·";"Z";"65+";"";"1";""
"2020-10-04";"CZ099Y";"N/A";"Z";"65+";"1";"1";"0"
"2020-04-10";"CZ0802";"Fr˝dek-MÌstek";"M";"0-19";"";"1";""
"2020-09-23";"CZ0803";"Karvin·";"Z";"0-19";"1";"2";"1"
"2020-10-08";"CZ0534";"VysokÈ M˝to";"Z";"65+";"2";"4";"2"
"2020-09-28";"CZ0424";"éatec";"M";"20-64";"";"1";""
"2020-10-09";"CZ0316";"VodÚany";"M";"0-19";"";"1";""
"2020-10-05";"CZ0646";"Slavkov u Brna";"Z";"0-19";"1";"2";"1"
"2020-03-31";"CZ0531";"Chrudim";"Z";"65+";"";"2";""
"2020-09-30";"CZ0533";"PoliËka";"Z";"20-64";"5";"9";"4"
"2020-10-01";"CZ0643";"Rosice";"Z";"65+";"1";"2";"1"
"2020-08-27";"CZ0631";"HavlÌËk˘v Brod";"M";"0-19";"1";"5";"4"
"2020-08-21";"CZ0513";"Liberec";"Z";"0-19";"";"2";""
"2020-04-04";"CZ0631";"SvÏtl· nad S·zavou";"M";"20-64";"1";"2";"1"
"2020-10-09";"CZ0806";"N/A";"Z";"20-64";"20";"30";"10"
"2020-05-27";"CZ0713";"ProstÏjov";"M";"0-19";"";"5";""
"2020-04-02";"CZ0647";"Znojmo";"M";"20-64";"2";"8";"6"
"2020-06-17";"CZ0315";"Prachatice";"Z";"20-64";"";"2";""
"2020-09-24";"CZ0721";"Byst¯ice pod Host˝nem";"M";"20-64";"5";"9";"4"
"2020-10-16";"CZ0206";"N/A";"Z";"20-64";"6";"6";"0"
"2020-09-30";"CZ0643";"IvanËice";"M";"20-64";"2";"2";"0"
"2020-03-29";"CZ0722";"Uhersk˝ Brod";"M";"0-19";"2";"4";"2"
"2020-06-10";"CZ0323";"PlzeÚ";"M";"0-19";"";"1";""
"2020-04-07";"CZ0411";"Mari·nskÈ L·znÏ";"M";"20-64";"";"2";""
"2020-06-25";"CZ020A";"»ernoöice";"M";"0-19";"";"3";""
"2020-06-08";"CZ0724";"Otrokovice";"Z";"65+";"";"2";""
"2020-10-12";"CZ0714";"Hranice";"Z";"65+";"1";"2";"1"
"2020-10-12";"CZ0712";"Litovel";"M";"20-64";"11";"24";"13"
"2020-10-07";"CZ0513";"Liberec";"M";"65+";"4";"5";"1"
"2020-09-15";"CZ0531";"N/A";"M";"20-64";"2";"3";"1"
"2020-07-02";"CZ0525";"Trutnov";"M";"20-64";"";"2";""
"2020-10-05";"CZ0206";"Neratovice";"Z";"20-64";"1";"3";"2"
"2020-03-07";"CZ0423";"LitomÏ¯ice";"Z";"20-64";"";"2";""
"2020-09-07";"CZ0514";"Semily";"M";"20-64";"1";"2";"1"
"2020-09-13";"CZ0513";"Liberec";"M";"20-64";"1";"4";"3"
"2020-07-22";"CZ0205";"Kutn· Hora";"Z";"20-64";"1";"2";"1"
"2020-07-31";"CZ0715";"äumperk";"Z";"20-64";"1";"5";"4"
"2020-10-14";"CZ0427";"N/A";"Z";"20-64";"1";"1";"0"
"2020-09-21";"CZ0525";"Dv˘r Kr·lovÈ nad Labem";"Z";"20-64";"2";"5";"3"
"2020-03-18";"CZ020A";"»ernoöice";"Z";"65+";"1";"2";"1"
"2020-10-05";"CZ0724";"ValaöskÈ Klobouky";"Z";"20-64";"3";"6";"3"
"2020-10-13";"CZ0523";"N·chod";"Z";"20-64";"23";"46";"23"
"2020-07-10";"CZ0803";"BohumÌn";"Z";"20-64";"1";"6";"5"
"2020-04-10";"CZ0721";"KromÏ¯Ìû";"M";"65+";"";"2";""
"2020-09-20";"CZ0524";"Rychnov nad KnÏûnou";"Z";"20-64";"2";"4";"2"
"2020-04-14";"CZ0521";"Hradec Kr·lovÈ";"Z";"20-64";"1";"10";"9"
"2020-03-16";"CZ0712";"UniËov";"Z";"65+";"2";"6";"4"
"2020-09-29";"CZ0641";"Boskovice";"M";"65+";"2";"6";"4"
"2020-09-12";"CZ0412";"Karlovy Vary";"M";"0-19";"2";"4";"2"
"2020-10-16";"CZ0316";"Strakonice";"Z";"65+";"1";"2";"1"
"2020-07-12";"CZ0803";"Orlov·";"Z";"20-64";"1";"3";"2"
"2020-08-18";"CZ0647";"Znojmo";"M";"0-19";"1";"2";"1"
"2020-09-08";"CZ0202";"N/A";"Z";"0-19";"1";"1";"0"
"2020-10-15";"CZ0424";"Podbo¯any";"Z";"20-64";"5";"8";"3"
"2020-06-25";"";"";"";"";"";"1";""
"2020-07-07";"CZ0714";"Hranice";"Z";"20-64";"";"2";""
"2020-09-24";"CZ0311";"TrhovÈ Sviny";"M";"0-19";"1";"2";"1"
"2020-08-04";"CZ0534";"⁄stÌ nad OrlicÌ";"M";"0-19";"";"1";""
"2020-09-14";"CZ0425";"LitvÌnov";"M";"20-64";"1";"2";"1"
"2020-04-04";"CZ0206";"Kralupy nad Vltavou";"Z";"65+";"1";"3";"2"
"2020-08-05";"CZ0802";"Jablunkov";"Z";"0-19";"1";"2";"1"
"2020-04-08";"CZ0311";"»eskÈ BudÏjovice";"M";"65+";"";"2";""
"2020-09-28";"CZ0532";"Pardubice";"Z";"0-19";"1";"2";"1"
"2020-07-16";"CZ0802";"Fr˝dek-MÌstek";"Z";"65+";"";"2";""
"2020-09-26";"CZ0715";"Mohelnice";"M";"20-64";"2";"2";"0"
"2020-04-05";"CZ020A";"»ernoöice";"Z";"20-64";"";"6";""
"2020-09-14";"CZ0423";"Roudnice nad Labem";"Z";"0-19";"1";"2";"1"
"2020-08-28";"CZ0802";"Fr˝dlant nad OstravicÌ";"M";"0-19";"";"1";""
"2020-10-08";"CZ0313";"Jind¯ich˘v Hradec";"M";"20-64";"13";"20";"7"
"2020-10-05";"CZ0715";"Mohelnice";"Z";"65+";"1";"2";"1"
"2020-04-28";"CZ0531";"Hlinsko";"Z";"65+";"";"2";""
"2020-07-13";"CZ0805";"HluËÌn";"M";"65+";"";"1";""
"2020-06-17";"CZ0713";"ProstÏjov";"Z";"20-64";"";"2";""
"2020-08-28";"CZ0646";"Vyökov";"M";"20-64";"1";"2";"1"
"2020-10-01";"CZ0202";"Ho¯ovice";"M";"20-64";"1";"3";"2"
"2020-09-12";"CZ0208";"»esk˝ Brod";"Z";"20-64";"";"2";""
"2020-09-16";"CZ0204";"»esk˝ Brod";"Z";"0-19";"";"1";""
"2020-08-26";"CZ0645";"VeselÌ nad Moravou";"Z";"20-64";"1";"5";"4"
"2020-10-01";"CZ0523";"N·chod";"M";"65+";"";"6";""
"2020-05-26";"CZ0724";"ZlÌn";"M";"20-64";"";"2";""
"2020-08-31";"CZ0209";"ÿÌËany";"Z";"20-64";"";"2";""
"2020-07-08";"CZ0326";"Rokycany";"Z";"20-64";"";"2";""
"2020-06-27";"CZ0802";"Jablunkov";"Z";"20-64";"2";"5";"3"
"2020-04-23";"CZ0422";"Chomutov";"Z";"65+";"";"3";""
"2020-10-11";"CZ0533";"Svitavy";"Z";"20-64";"1";"1";"0"
"2020-09-22";"CZ0721";"KromÏ¯Ìû";"Z";"65+";"";"1";""
"2020-06-02";"CZ0206";"Neratovice";"Z";"0-19";"";"2";""
"2020-09-11";"CZ0806";"Ostrava";"M";"65+";"1";"6";"5"
"2020-05-27";"CZ0802";"Jablunkov";"Z";"20-64";"";"2";""
"2020-06-10";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"20-64";"3";"8";"5"
"2020-09-22";"CZ0802";"Jablunkov";"Z";"20-64";"1";"2";"1"
"2020-04-20";"CZ0522";"Nov· Paka";"Z";"0-19";"";"1";""
"2020-10-03";"CZ0533";"Svitavy";"Z";"65+";"1";"2";"1"
"2020-04-20";"CZ0532";"Holice";"M";"20-64";"";"1";""
"2020-10-13";"CZ0514";"Turnov";"Z";"0-19";"1";"2";"1"
"2020-08-10";"CZ0804";"Kop¯ivnice";"Z";"65+";"";"1";""
"2020-06-03";"CZ0641";"Blansko";"M";"20-64";"";"5";""
"2020-09-05";"CZ0202";"Beroun";"M";"20-64";"4";"8";"4"
"2020-05-08";"CZ0806";"Ostrava";"M";"0-19";"2";"1";"-1"
"2020-09-21";"CZ0413";"Sokolov";"M";"0-19";"3";"6";"3"
"2020-04-11";"CZ0207";"Mlad· Boleslav";"M";"20-64";"";"1";""
"2020-06-10";"CZ0803";"HavÌ¯ov";"Z";"20-64";"2";"8";"6"
"2020-08-24";"CZ0522";"Nov· Paka";"Z";"65+";"";"6";""
"2020-04-29";"CZ0100";"Praha";"Z";"0-19";"";"2";""
"2020-10-01";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"65+";"2";"4";"2"
"2020-04-03";"CZ0532";"Holice";"M";"20-64";"2";"6";"4"
"2020-10-07";"CZ0322";"Klatovy";"M";"65+";"1";"2";"1"
"2020-03-24";"CZ0531";"Chrudim";"Z";"20-64";"";"2";""
"2020-09-12";"CZ0712";"Olomouc";"M";"0-19";"2";"3";"1"
"2020-09-25";"CZ0721";"Byst¯ice pod Host˝nem";"M";"65+";"";"2";""
"2020-04-09";"CZ0204";"KolÌn";"M";"20-64";"";"4";""
"2020-10-13";"CZ0422";"N/A";"Z";"65+";"1";"1";"0"
"2020-07-31";"CZ0533";"Litomyöl";"Z";"20-64";"1";"4";"3"
"2020-09-25";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"65+";"4";"10";"6"
"2020-10-16";"CZ0534";"»esk· T¯ebov·";"M";"65+";"2";"4";"2"
"2020-09-18";"CZ0714";"P¯erov";"Z";"0-19";"2";"4";"2"
"2020-05-20";"CZ099Y";"N/A";"Z";"20-64";"1";"2";"1"
"2020-09-08";"CZ0801";"R˝ma¯ov";"M";"20-64";"";"1";""
"2020-08-21";"CZ0524";"Dobruöka";"Z";"20-64";"";"1";""
"2020-04-22";"CZ0411";"Cheb";"Z";"65+";"";"3";""
"2020-09-12";"CZ0513";"Liberec";"M";"65+";"1";"2";"1"
"2020-09-03";"CZ0715";"äumperk";"M";"20-64";"1";"2";"1"
"2020-10-09";"CZ0714";"P¯erov";"M";"65+";"7";"17";"10"
"2020-07-12";"CZ0803";"Karvin·";"Z";"0-19";"2";"1";"-1"
"2020-08-23";"CZ0642";"Brno";"Z";"20-64";"1";"4";"3"
"2020-10-02";"CZ0803";"HavÌ¯ov";"Z";"65+";"1";"2";"1"
"2020-07-09";"";"";"";"";"";"4";""
"2020-09-18";"CZ0421";"Rumburk";"M";"0-19";"1";"8";"7"
"2020-09-12";"CZ0324";"Stod";"M";"0-19";"1";"2";"1"
"2020-08-10";"CZ0642";"Brno";"M";"0-19";"";"2";""
"2020-10-13";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"0-19";"5";"12";"7"
"2020-09-12";"CZ0206";"MÏlnÌk";"Z";"0-19";"1";"4";"3"
"2020-09-22";"CZ0514";"Turnov";"Z";"0-19";"";"2";""
"2020-04-02";"CZ0646";"Vyökov";"Z";"65+";"1";"2";"1"
"2020-10-15";"CZ0421";"Rumburk";"M";"65+";"1";"14";"13"
"2020-04-15";"CZ0427";"⁄stÌ nad Labem";"Z";"20-64";"";"2";""
"2020-07-08";"CZ0642";"Brno";"M";"20-64";"2";"31";"29"
"2020-10-16";"CZ0522";"Nov· Paka";"Z";"65+";"1";"1";"0"
"2020-04-16";"CZ0411";"Mari·nskÈ L·znÏ";"M";"65+";"";"1";""
"2020-08-10";"CZ0205";"»·slav";"Z";"20-64";"";"1";""
"2020-08-28";"CZ0723";"ValaöskÈ Mezi¯ÌËÌ";"Z";"20-64";"";"1";""
"2020-10-02";"CZ0203";"Slan˝";"M";"20-64";"4";"10";"6"
"2020-09-05";"CZ0643";"Rosice";"M";"20-64";"";"1";""
"2020-04-29";"CZ0712";"Olomouc";"Z";"65+";"";"4";""
"2020-07-28";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"20-64";"3";"5";"2"
"2020-04-27";"CZ0423";"Roudnice nad Labem";"Z";"20-64";"";"5";""
"2020-07-12";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"0-19";"1";"2";"1"
"2020-06-14";"CZ0806";"Ostrava";"M";"20-64";"";"4";""
"2020-09-26";"CZ0721";"Byst¯ice pod Host˝nem";"M";"0-19";"2";"4";"2"
"2020-08-26";"CZ0511";"»esk· LÌpa";"Z";"20-64";"1";"2";"1"
"2020-10-08";"CZ0715";"äumperk";"Z";"20-64";"14";"42";"28"
"2020-06-07";"CZ0315";"Vimperk";"Z";"20-64";"";"1";""
"2020-06-19";"CZ0802";"T¯inec";"M";"20-64";"3";"2";"-1"
"2020-09-14";"CZ0314";"PÌsek";"Z";"20-64";"2";"6";"4"
"2020-09-16";"CZ0804";"BÌlovec";"M";"20-64";"";"2";""
"2020-04-23";"CZ0631";"HavlÌËk˘v Brod";"Z";"20-64";"1";"17";"16"
"2020-07-31";"CZ0207";"Mnichovo HradiötÏ";"Z";"20-64";"1";"3";"2"
"2020-04-26";"CZ0201";"Vlaöim";"Z";"20-64";"";"1";""
"2020-09-12";"CZ0633";"Pelh¯imov";"M";"65+";"1";"3";"2"
"2020-08-13";"CZ0100";"Praha";"M";"20-64";"52";"155";"103"
"2020-09-10";"CZ0422";"Chomutov";"M";"20-64";"1";"2";"1"
"2020-04-18";"CZ0722";"Uhersk˝ Brod";"M";"20-64";"";"10";""
"2020-06-06";"CZ0647";"Znojmo";"Z";"0-19";"";"1";""
"2020-04-10";"CZ0635";"éÔ·r nad S·zavou";"M";"20-64";"";"4";""
"2020-09-10";"CZ0312";"Kaplice";"M";"20-64";"1";"2";"1"
"2020-06-03";"CZ0803";"BohumÌn";"Z";"65+";"";"2";""
"2020-09-29";"CZ0411";"Mari·nskÈ L·znÏ";"M";"65+";"1";"2";"1"
"2020-05-12";"CZ0531";"Chrudim";"Z";"20-64";"";"2";""
"2020-04-17";"CZ0712";"Litovel";"M";"65+";"";"6";""
"2020-05-02";"CZ0642";"Brno";"M";"0-19";"";"2";""
"2020-10-10";"CZ0531";"Hlinsko";"Z";"65+";"1";"2";"1"
"2020-08-14";"CZ0208";"PodÏbrady";"Z";"0-19";"";"1";""
"2020-04-30";"CZ0411";"Cheb";"Z";"0-19";"";"2";""
"2020-07-16";"CZ0317";"SobÏslav";"Z";"0-19";"";"1";""
"2020-09-02";"CZ0411";"Cheb";"M";"20-64";"1";"3";"2"
"2020-09-05";"CZ0326";"Rokycany";"M";"0-19";"";"2";""
"2020-09-15";"CZ0317";"T·bor";"Z";"20-64";"9";"15";"6"
"2020-04-15";"CZ0714";"Hranice";"M";"20-64";"1";"5";"4"
"2020-10-16";"CZ0204";"»esk˝ Brod";"Z";"20-64";"2";"2";"0"
"2020-05-05";"CZ0805";"HluËÌn";"M";"65+";"";"1";""
"2020-10-02";"CZ0317";"T·bor";"Z";"65+";"5";"11";"6"
"2020-09-13";"CZ0315";"Vimperk";"Z";"20-64";"1";"4";"3"
"2020-09-11";"CZ0533";"Svitavy";"Z";"0-19";"";"3";""
"2020-09-06";"CZ0100";"Praha";"Z";"65+";"6";"14";"8"
"2020-10-11";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"0-19";"3";"6";"3"
"2020-04-16";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"0-19";"";"1";""
"2020-04-14";"CZ0313";"Jind¯ich˘v Hradec";"Z";"20-64";"";"1";""
"2020-09-21";"CZ0314";"PÌsek";"Z";"20-64";"1";"4";"3"
"2020-04-06";"CZ0327";"St¯Ìbro";"M";"20-64";"";"1";""
"2020-10-08";"CZ0412";"Karlovy Vary";"Z";"65+";"2";"4";"2"
"2020-04-17";"CZ0525";"Trutnov";"Z";"20-64";"";"4";""
"2020-05-25";"CZ0721";"Byst¯ice pod Host˝nem";"M";"20-64";"";"2";""
"2020-10-07";"CZ0202";"Beroun";"Z";"20-64";"16";"30";"14"
"2020-10-05";"CZ0715";"Z·b¯eh";"M";"20-64";"4";"11";"7"
"2020-08-25";"CZ0323";"PlzeÚ";"Z";"65+";"1";"1";"0"
"2020-09-05";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"20-64";"1";"11";"10"
"2020-04-16";"CZ020B";"P¯Ìbram";"Z";"20-64";"";"2";""
"2020-03-15";"CZ0803";"HavÌ¯ov";"Z";"20-64";"1";"3";"2"
"2020-04-05";"CZ0327";"Tachov";"Z";"20-64";"";"4";""
"2020-09-16";"CZ0645";"Kyjov";"Z";"0-19";"4";"13";"9"
"2020-05-04";"CZ0322";"Suöice";"Z";"20-64";"";"2";""
"2020-09-13";"CZ0525";"Trutnov";"Z";"0-19";"";"2";""
"2020-07-18";"CZ020A";"»ernoöice";"Z";"0-19";"";"1";""
"2020-10-12";"CZ0512";"Jablonec nad Nisou";"Z";"0-19";"3";"6";"3"
"2020-08-20";"CZ0804";"Nov˝ JiËÌn";"M";"20-64";"";"1";""
"2020-07-23";"CZ0803";"Orlov·";"M";"0-19";"";"1";""
"2020-08-31";"CZ0205";"N/A";"M";"20-64";"1";"1";"0"
"2020-05-08";"CZ0321";"Horöovsk˝ T˝n";"M";"65+";"";"1";""
"2020-08-04";"CZ0635";"Byst¯ice nad Pernötejnem";"M";"20-64";"1";"2";"1"
"2020-10-13";"CZ0317";"T·bor";"M";"0-19";"2";"4";"2"
"2020-07-03";"CZ0712";"Litovel";"M";"65+";"";"4";""
"2020-10-04";"CZ0316";"VodÚany";"M";"20-64";"";"4";""
"2020-10-11";"CZ0645";"VeselÌ nad Moravou";"Z";"20-64";"5";"10";"5"
"2020-09-22";"CZ0514";"Semily";"Z";"0-19";"";"1";""
"2020-09-12";"CZ0643";"IvanËice";"Z";"20-64";"1";"2";"1"
"2020-07-07";"CZ0723";"ValaöskÈ Mezi¯ÌËÌ";"Z";"20-64";"";"4";""
"2020-05-07";"CZ0806";"Ostrava";"Z";"20-64";"1";"19";"18"
"2020-04-23";"CZ020B";"P¯Ìbram";"M";"0-19";"";"2";""
"2020-09-01";"CZ0805";"Krava¯e";"M";"65+";"";"1";""
