"datum_vysledku";"okres";"orp";"pohlavi";"vek_kat";"pocet_pozitivni_primarni";"pocet_testu_u_pozitivnich";"pocet_opakovanych"
"2020-04-01";"CZ0423";"LitomÏ¯ice";"Z";"65+";"";"2";""
"2020-10-09";"CZ0804";"Odry";"M";"20-64";"6";"13";"7"
"2020-10-09";"CZ020A";"»ernoöice";"M";"65+";"4";"8";"4"
"2020-06-29";"CZ0423";"LitomÏ¯ice";"Z";"65+";"";"2";""
"2020-10-14";"CZ0209";"ÿÌËany";"M";"65+";"2";"5";"3"
"2020-09-19";"CZ0532";"Pardubice";"Z";"65+";"1";"1";"0"
"2020-07-23";"CZ0533";"Litomyöl";"M";"20-64";"";"1";""
"2020-07-11";"CZ0323";"PlzeÚ";"M";"20-64";"";"1";""
"2020-04-16";"CZ0209";"ÿÌËany";"Z";"0-19";"1";"1";"0"
"2020-10-12";"CZ0323";"N/A";"Z";"20-64";"2";"2";"0"
"2020-03-18";"CZ0202";"Beroun";"M";"20-64";"1";"2";"1"
"2020-04-09";"CZ0724";"ZlÌn";"Z";"0-19";"";"2";""
"2020-08-27";"CZ0643";"älapanice";"M";"65+";"1";"3";"2"
"2020-03-27";"CZ0631";"HavlÌËk˘v Brod";"Z";"20-64";"4";"11";"7"
"2020-04-27";"CZ0534";"»esk· T¯ebov·";"M";"0-19";"";"1";""
"2020-08-07";"CZ0644";"B¯eclav";"Z";"20-64";"";"1";""
"2020-09-05";"CZ0632";"TelË";"Z";"20-64";"";"1";""
"2020-04-05";"CZ0411";"Cheb";"M";"20-64";"";"3";""
"2020-05-13";"CZ0522";"JiËÌn";"M";"65+";"";"2";""
"2020-09-17";"CZ0324";"Nepomuk";"M";"65+";"2";"2";"0"
"2020-04-20";"CZ0322";"Klatovy";"M";"20-64";"";"4";""
"2020-09-30";"CZ0632";"Jihlava";"M";"0-19";"4";"12";"8"
"2020-05-25";"CZ0327";"Tachov";"Z";"20-64";"";"1";""
"2020-10-11";"CZ0524";"Kostelec nad OrlicÌ";"M";"20-64";"5";"10";"5"
"2020-05-07";"CZ0523";"N·chod";"M";"20-64";"";"2";""
"2020-04-16";"CZ0643";"älapanice";"M";"20-64";"";"2";""
"2020-09-18";"CZ0633";"Humpolec";"M";"20-64";"";"1";""
"2020-09-16";"CZ0203";"Kladno";"Z";"0-19";"";"2";""
"2020-10-13";"CZ0632";"Jihlava";"Z";"20-64";"21";"37";"16"
"2020-03-15";"CZ099Y";"N/A";"M";"20-64";"";"2";""
"2020-10-12";"CZ0644";"B¯eclav";"Z";"20-64";"2";"8";"6"
"2020-04-03";"CZ0203";"Kladno";"Z";"0-19";"1";"2";"1"
"2020-08-18";"CZ0646";"Vyökov";"Z";"20-64";"1";"2";"1"
"2020-05-05";"CZ0805";"HluËÌn";"M";"0-19";"";"2";""
"2020-07-13";"CZ0204";"KolÌn";"M";"20-64";"1";"2";"1"
"2020-10-15";"CZ0313";"T¯eboÚ";"M";"65+";"1";"1";"0"
"2020-09-12";"CZ0412";"Ostrov";"Z";"65+";"1";"2";"1"
"2020-04-05";"CZ0805";"HluËÌn";"Z";"20-64";"";"2";""
"2020-10-15";"CZ0315";"Vimperk";"M";"65+";"11";"17";"6"
"2020-03-17";"CZ0643";"älapanice";"Z";"65+";"1";"1";"0"
"2020-10-05";"CZ0209";"N/A";"Z";"20-64";"2";"6";"4"
"2020-06-02";"CZ0203";"Kladno";"Z";"20-64";"";"1";""
"2020-07-14";"CZ0714";"LipnÌk nad BeËvou";"Z";"20-64";"";"2";""
"2020-05-17";"CZ020B";"P¯Ìbram";"M";"20-64";"";"3";""
"2020-08-11";"CZ0803";"HavÌ¯ov";"M";"20-64";"";"3";""
"2020-03-08";"CZ0712";"Olomouc";"M";"20-64";"1";"4";"3"
"2020-09-24";"CZ0532";"Holice";"M";"20-64";"1";"4";"3"
"2020-09-16";"CZ0802";"Fr˝dek-MÌstek";"Z";"65+";"1";"2";"1"
"2020-04-15";"CZ0201";"Beneöov";"Z";"20-64";"1";"10";"9"
"2020-09-23";"CZ0804";"Kop¯ivnice";"M";"20-64";"1";"2";"1"
"2020-09-16";"CZ0641";"Boskovice";"Z";"65+";"";"2";""
"2020-09-04";"CZ0631";"SvÏtl· nad S·zavou";"M";"20-64";"";"2";""
"2020-09-07";"CZ0312";"Kaplice";"M";"65+";"1";"2";"1"
"2020-09-29";"CZ0204";"KolÌn";"M";"0-19";"1";"4";"3"
"2020-09-17";"CZ0633";"Humpolec";"Z";"65+";"";"2";""
"2020-08-03";"CZ0802";"Fr˝dek-MÌstek";"M";"65+";"1";"3";"2"
"2020-07-01";"CZ0634";"MoravskÈ BudÏjovice";"Z";"20-64";"";"1";""
"2020-09-15";"CZ0644";"HustopeËe";"M";"20-64";"2";"2";"0"
"2020-10-04";"CZ0315";"Prachatice";"M";"20-64";"2";"4";"2"
"2020-09-04";"CZ0632";"N/A";"M";"65+";"1";"1";"0"
"2020-07-28";"CZ0207";"Mlad· Boleslav";"Z";"20-64";"2";"4";"2"
"2020-10-06";"CZ0322";"HoraûÔovice";"Z";"65+";"";"2";""
"2020-09-18";"CZ0533";"Litomyöl";"M";"20-64";"2";"3";"1"
"2020-07-15";"CZ0722";"Uhersk˝ Brod";"Z";"0-19";"";"8";""
"2020-08-08";"CZ0643";"älapanice";"Z";"20-64";"";"1";""
"2020-08-23";"CZ0201";"N/A";"M";"20-64";"1";"1";"0"
"2020-10-13";"CZ0714";"Hranice";"M";"0-19";"";"8";""
"2020-09-15";"CZ0316";"Blatn·";"M";"20-64";"";"1";""
"2020-06-15";"CZ0712";"äternberk";"M";"20-64";"";"1";""
"2020-10-15";"CZ0802";"T¯inec";"Z";"65+";"2";"17";"15"
"2020-08-08";"CZ0806";"Ostrava";"Z";"65+";"2";"4";"2"
"2020-05-04";"CZ0635";"éÔ·r nad S·zavou";"M";"20-64";"";"1";""
"2020-10-08";"CZ0201";"Votice";"Z";"65+";"";"6";""
"2020-04-24";"CZ0412";"Ostrov";"M";"20-64";"";"2";""
"2020-09-14";"CZ0207";"Mlad· Boleslav";"Z";"0-19";"3";"6";"3"
"2020-09-18";"CZ0532";"Pardubice";"Z";"65+";"1";"2";"1"
"2020-06-01";"CZ0803";"Karvin·";"M";"65+";"";"1";""
"2020-04-05";"CZ0207";"Mlad· Boleslav";"M";"0-19";"";"2";""
"2020-10-02";"CZ0201";"Vlaöim";"Z";"65+";"3";"6";"3"
"2020-06-08";"CZ0203";"Slan˝";"Z";"20-64";"";"1";""
"2020-09-08";"CZ0642";"Brno";"Z";"0-19";"3";"3";"0"
"2020-09-14";"CZ0802";"Fr˝dek-MÌstek";"M";"65+";"";"2";""
"2020-10-01";"CZ0411";"Cheb";"Z";"20-64";"5";"17";"12"
"2020-10-02";"CZ0802";"Jablunkov";"M";"65+";"2";"4";"2"
"2020-10-14";"CZ0321";"Domaûlice";"M";"0-19";"2";"5";"3"
"2020-10-16";"CZ0523";"N/A";"Z";"20-64";"4";"4";"0"
"2020-10-10";"CZ0715";"Mohelnice";"M";"20-64";"2";"4";"2"
"2020-04-08";"CZ0203";"Kladno";"M";"65+";"";"2";""
"2020-09-15";"CZ0803";"Karvin·";"M";"20-64";"6";"16";"10"
"2020-03-25";"CZ0425";"Most";"Z";"65+";"";"3";""
"2020-06-08";"CZ0806";"Ostrava";"M";"20-64";"1";"9";"8"
"2020-10-14";"CZ0635";"NovÈ MÏsto na MoravÏ";"Z";"20-64";"9";"17";"8"
"2020-03-28";"CZ0532";"Holice";"Z";"20-64";"";"1";""
"2020-09-25";"CZ0805";"Opava";"Z";"20-64";"6";"15";"9"
"2020-04-07";"CZ0427";"⁄stÌ nad Labem";"Z";"20-64";"";"3";""
"2020-08-07";"CZ099Y";"N/A";"Z";"20-64";"4";"3";"-1"
"2020-07-09";"CZ0413";"Sokolov";"M";"65+";"";"1";""
"2020-04-12";"CZ0641";"Blansko";"Z";"20-64";"1";"5";"4"
"2020-10-04";"CZ0411";"Cheb";"M";"0-19";"1";"2";"1"
"2020-05-28";"CZ0524";"Kostelec nad OrlicÌ";"M";"0-19";"";"1";""
"2020-09-16";"CZ020C";"RakovnÌk";"Z";"0-19";"2";"5";"3"
"2020-04-11";"CZ0805";"Opava";"Z";"0-19";"";"1";""
"2020-10-01";"CZ0313";"T¯eboÚ";"Z";"65+";"1";"2";"1"
"2020-09-25";"CZ0422";"Chomutov";"M";"20-64";"3";"6";"3"
"2020-03-27";"CZ0412";"Karlovy Vary";"M";"65+";"1";"2";"1"
"2020-10-15";"CZ0534";"Kr·lÌky";"Z";"20-64";"1";"2";"1"
"2020-10-04";"CZ020B";"SedlËany";"Z";"20-64";"6";"11";"5"
"2020-08-04";"CZ0715";"äumperk";"Z";"20-64";"";"1";""
"2020-03-18";"CZ0100";"Praha";"M";"65+";"3";"9";"6"
"2020-08-14";"CZ0423";"LitomÏ¯ice";"Z";"20-64";"1";"2";"1"
"2020-09-26";"CZ0523";"Broumov";"M";"20-64";"1";"2";"1"
"2020-07-17";"CZ0315";"Vimperk";"Z";"20-64";"";"2";""
"2020-04-20";"CZ0321";"Domaûlice";"M";"65+";"";"7";""
"2020-10-16";"CZ0723";"ValaöskÈ Mezi¯ÌËÌ";"M";"65+";"3";"6";"3"
"2020-06-09";"CZ0532";"Pardubice";"Z";"20-64";"";"8";""
"2020-07-21";"CZ0803";"Karvin·";"Z";"20-64";"1";"19";"18"
"2020-09-29";"CZ0317";"T·bor";"Z";"0-19";"";"2";""
"2020-08-10";"CZ0533";"Litomyöl";"Z";"20-64";"";"1";""
"2020-08-04";"CZ0100";"Praha";"Z";"0-19";"5";"12";"7"
"2020-08-06";"CZ0202";"N/A";"Z";"20-64";"";"1";""
"2020-10-12";"CZ0643";"Rosice";"Z";"65+";"";"2";""
"2020-05-02";"CZ0204";"»esk˝ Brod";"Z";"20-64";"";"1";""
"2020-04-22";"CZ0632";"Jihlava";"Z";"20-64";"";"1";""
"2020-05-02";"CZ099Y";"N/A";"M";"0-19";"";"23";""
"2020-03-20";"CZ0802";"Fr˝dek-MÌstek";"Z";"0-19";"2";"4";"2"
"2020-04-28";"CZ0427";"⁄stÌ nad Labem";"Z";"20-64";"";"2";""
"2020-06-10";"CZ0205";"Kutn· Hora";"Z";"65+";"";"1";""
"2020-10-05";"CZ0524";"Dobruöka";"M";"20-64";"2";"4";"2"
"2020-03-28";"CZ0522";"JiËÌn";"Z";"20-64";"1";"2";"1"
"2020-09-15";"CZ0803";"HavÌ¯ov";"Z";"0-19";"";"1";""
"2020-06-09";"CZ0724";"ValaöskÈ Klobouky";"Z";"20-64";"";"1";""
"2020-07-23";"CZ0425";"LitvÌnov";"M";"20-64";"1";"3";"2"
"2020-06-06";"CZ0805";"Krava¯e";"M";"0-19";"";"1";""
"2020-08-29";"CZ0715";"äumperk";"Z";"20-64";"";"2";""
"2020-09-13";"CZ0323";"PlzeÚ";"M";"65+";"3";"5";"2"
"2020-09-08";"CZ0317";"N/A";"Z";"20-64";"1";"1";"0"
"2020-04-13";"CZ0201";"Beneöov";"M";"20-64";"";"1";""
"2020-08-07";"CZ0324";"P¯eötice";"Z";"65+";"1";"3";"2"
"2020-09-25";"CZ0322";"Suöice";"Z";"20-64";"1";"2";"1"
"2020-04-14";"CZ0634";"T¯ebÌË";"Z";"20-64";"";"4";""
"2020-08-29";"CZ0312";"»esk˝ Krumlov";"Z";"20-64";"";"2";""
"2020-06-29";"CZ0803";"Karvin·";"M";"0-19";"2";"6";"4"
"2020-07-16";"CZ0421";"Rumburk";"M";"20-64";"";"1";""
"2020-10-14";"CZ0323";"PlzeÚ";"Z";"20-64";"86";"185";"99"
"2020-09-02";"CZ0523";"N·chod";"M";"65+";"1";"3";"2"
"2020-09-30";"CZ0326";"Rokycany";"M";"20-64";"1";"3";"2"
"2020-07-25";"CZ0803";"HavÌ¯ov";"M";"20-64";"";"2";""
"2020-09-26";"CZ0646";"Vyökov";"M";"20-64";"2";"6";"4"
"2020-10-05";"CZ0317";"SobÏslav";"Z";"65+";"";"2";""
"2020-06-16";"CZ0524";"Dobruöka";"M";"20-64";"";"1";""
"2020-09-29";"CZ0322";"Klatovy";"Z";"0-19";"1";"2";"1"
"2020-07-01";"CZ0202";"Beroun";"Z";"20-64";"";"2";""
"2020-10-08";"CZ0634";"T¯ebÌË";"M";"0-19";"1";"2";"1"
"2020-09-30";"CZ0201";"Vlaöim";"M";"65+";"";"5";""
"2020-06-05";"CZ0317";"T·bor";"Z";"20-64";"";"1";""
"2020-06-05";"CZ0312";"Kaplice";"Z";"20-64";"";"1";""
"2020-07-17";"CZ0534";"VysokÈ M˝to";"M";"0-19";"2";"4";"2"
"2020-09-10";"CZ0533";"Litomyöl";"M";"0-19";"9";"14";"5"
"2020-07-25";"CZ0100";"Praha";"Z";"65+";"3";"5";"2"
"2020-10-10";"CZ0313";"N/A";"Z";"0-19";"1";"2";"1"
"2020-08-03";"CZ0645";"HodonÌn";"Z";"65+";"1";"4";"3"
"2020-05-12";"CZ0423";"LitomÏ¯ice";"Z";"65+";"";"1";""
"2020-08-20";"CZ0722";"Uhersk˝ Brod";"Z";"65+";"";"1";""
"2020-09-14";"CZ0521";"Hradec Kr·lovÈ";"M";"20-64";"4";"25";"21"
"2020-06-10";"CZ0532";"P¯elouË";"M";"65+";"";"1";""
"2020-10-08";"CZ0523";"N·chod";"M";"20-64";"13";"28";"15"
"2020-04-25";"CZ0100";"Praha";"Z";"65+";"1";"24";"23"
"2020-10-11";"CZ0644";"HustopeËe";"Z";"20-64";"5";"10";"5"
"2020-09-02";"CZ0645";"HodonÌn";"M";"20-64";"1";"2";"1"
"2020-10-02";"CZ020B";"Dob¯Ìö";"M";"65+";"1";"2";"1"
"2020-10-13";"CZ0645";"Kyjov";"M";"0-19";"3";"8";"5"
"2020-10-01";"CZ0201";"Vlaöim";"Z";"65+";"4";"9";"5"
"2020-09-02";"CZ0645";"Kyjov";"M";"0-19";"1";"8";"7"
"2020-10-05";"CZ0646";"Slavkov u Brna";"Z";"20-64";"1";"2";"1"
"2020-06-02";"CZ0712";"äternberk";"Z";"20-64";"";"2";""
"2020-08-28";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"0-19";"";"1";""
"2020-04-27";"CZ0634";"N·mÏöù nad Oslavou";"M";"20-64";"";"2";""
"2020-08-27";"CZ0322";"HoraûÔovice";"Z";"20-64";"";"2";""
"2020-09-12";"CZ0534";"éamberk";"Z";"0-19";"";"2";""
"2020-10-14";"CZ0327";"Tachov";"Z";"65+";"1";"2";"1"
"2020-05-03";"CZ0521";"N/A";"M";"65+";"";"1";""
"2020-06-27";"CZ0209";"ÿÌËany";"M";"65+";"";"1";""
"2020-04-04";"CZ0208";"Lys· nad Labem";"M";"65+";"1";"2";"1"
"2020-10-08";"CZ0208";"Lys· nad Labem";"Z";"0-19";"5";"8";"3"
"2020-03-23";"CZ0724";"LuhaËovice";"Z";"20-64";"";"1";""
"2020-08-04";"CZ0634";"T¯ebÌË";"M";"20-64";"";"1";""
"2020-03-26";"CZ0534";"⁄stÌ nad OrlicÌ";"M";"20-64";"1";"2";"1"
"2020-03-25";"CZ0806";"Ostrava";"M";"65+";"1";"2";"1"
"2020-09-21";"CZ0203";"Kladno";"M";"20-64";"3";"9";"6"
"2020-03-26";"CZ0327";"Tachov";"Z";"65+";"1";"2";"1"
"2020-04-01";"CZ0523";"N·chod";"Z";"20-64";"";"1";""
"2020-07-27";"CZ020C";"RakovnÌk";"M";"20-64";"";"1";""
"2020-04-26";"CZ0712";"Olomouc";"M";"65+";"";"6";""
"2020-03-28";"CZ020A";"»ernoöice";"M";"65+";"";"1";""
"2020-05-12";"CZ0802";"Fr˝dek-MÌstek";"Z";"0-19";"";"1";""
"2020-08-20";"CZ0524";"Kostelec nad OrlicÌ";"M";"20-64";"";"3";""
"2020-08-06";"CZ0323";"PlzeÚ";"Z";"20-64";"2";"5";"3"
"2020-09-21";"CZ0209";"N/A";"Z";"20-64";"3";"4";"1"
"2020-09-05";"CZ0645";"Kyjov";"M";"20-64";"4";"8";"4"
"2020-05-07";"CZ0803";"HavÌ¯ov";"M";"0-19";"";"1";""
"2020-09-26";"CZ0633";"Pacov";"Z";"20-64";"1";"2";"1"
"2020-04-14";"CZ0642";"Brno";"Z";"65+";"1";"4";"3"
"2020-05-18";"CZ0642";"Brno";"Z";"65+";"";"4";""
"2020-10-06";"CZ0204";"KolÌn";"M";"65+";"5";"12";"7"
"2020-10-16";"CZ0425";"Most";"M";"65+";"3";"3";"0"
"2020-06-21";"CZ0803";"Karvin·";"Z";"65+";"";"2";""
"2020-05-07";"CZ020B";"Dob¯Ìö";"Z";"20-64";"";"1";""
"2020-06-02";"CZ0204";"KolÌn";"M";"20-64";"";"6";""
"2020-10-03";"CZ020B";"Dob¯Ìö";"Z";"65+";"1";"3";"2"
"2020-10-06";"CZ020B";"N/A";"Z";"20-64";"2";"3";"1"
"2020-07-21";"CZ0412";"Karlovy Vary";"M";"20-64";"2";"5";"3"
"2020-10-15";"CZ0803";"BohumÌn";"Z";"65+";"1";"1";"0"
"2020-07-10";"CZ0632";"Jihlava";"M";"0-19";"";"2";""
"2020-06-09";"CZ0803";"BohumÌn";"M";"0-19";"";"1";""
"2020-10-10";"CZ0644";"HustopeËe";"M";"20-64";"1";"2";"1"
"2020-09-14";"CZ0427";"⁄stÌ nad Labem";"M";"20-64";"3";"14";"11"
"2020-09-26";"CZ0533";"Moravsk· T¯ebov·";"M";"0-19";"2";"4";"2"
"2020-09-25";"CZ0511";"Nov˝ Bor";"M";"20-64";"2";"3";"1"
"2020-08-26";"CZ0802";"T¯inec";"M";"20-64";"1";"2";"1"
"2020-03-19";"CZ0804";"Odry";"Z";"20-64";"";"1";""
"2020-10-16";"CZ0531";"Hlinsko";"Z";"20-64";"6";"10";"4"
"2020-10-03";"CZ0644";"B¯eclav";"Z";"20-64";"3";"6";"3"
"2020-05-18";"CZ0525";"VrchlabÌ";"Z";"0-19";"";"1";""
"2020-05-13";"CZ0722";"UherskÈ HradiötÏ";"M";"65+";"";"2";""
"2020-05-22";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"0-19";"";"2";""
"2020-03-30";"CZ0645";"HodonÌn";"Z";"20-64";"1";"3";"2"
"2020-09-12";"CZ0712";"äternberk";"Z";"20-64";"3";"2";"-1"
"2020-10-02";"CZ0532";"Pardubice";"M";"65+";"2";"5";"3"
"2020-05-19";"CZ0315";"Prachatice";"Z";"20-64";"";"2";""
"2020-09-17";"CZ0513";"Liberec";"Z";"0-19";"7";"16";"9"
"2020-06-05";"CZ0803";"HavÌ¯ov";"M";"65+";"";"2";""
"2020-09-10";"CZ0534";"VysokÈ M˝to";"M";"0-19";"";"5";""
"2020-06-22";"CZ0424";"Louny";"Z";"0-19";"";"1";""
"2020-03-25";"CZ0804";"Nov˝ JiËÌn";"Z";"20-64";"1";"2";"1"
"2020-09-23";"CZ0534";"Kr·lÌky";"Z";"20-64";"";"1";""
"2020-10-01";"CZ0424";"Louny";"M";"65+";"1";"3";"2"
"2020-10-11";"CZ020B";"P¯Ìbram";"M";"65+";"2";"7";"5"
"2020-09-21";"CZ0806";"Ostrava";"M";"0-19";"6";"10";"4"
"2020-04-06";"CZ0533";"Litomyöl";"M";"20-64";"";"1";""
"2020-04-20";"CZ0803";"Orlov·";"M";"65+";"";"1";""
"2020-09-17";"CZ0209";"N/A";"Z";"20-64";"9";"8";"-1"
"2020-07-30";"CZ099Y";"N/A";"M";"20-64";"";"5";""
"2020-09-22";"CZ0805";"Krava¯e";"Z";"20-64";"";"2";""
"2020-03-16";"CZ0427";"⁄stÌ nad Labem";"Z";"20-64";"1";"4";"3"
"2020-10-01";"CZ0635";"NovÈ MÏsto na MoravÏ";"Z";"0-19";"2";"4";"2"
"2020-05-10";"CZ0804";"Kop¯ivnice";"Z";"20-64";"";"2";""
"2020-08-11";"CZ020C";"RakovnÌk";"Z";"20-64";"2";"4";"2"
"2020-09-27";"CZ0802";"T¯inec";"Z";"65+";"";"1";""
"2020-04-01";"CZ0514";"Semily";"Z";"65+";"1";"3";"2"
"2020-05-08";"CZ0206";"MÏlnÌk";"M";"20-64";"";"2";""
"2020-05-12";"CZ0632";"Jihlava";"Z";"65+";"";"1";""
"2020-04-14";"CZ0203";"Kladno";"Z";"0-19";"";"2";""
"2020-04-12";"CZ0643";"älapanice";"M";"65+";"";"2";""
"2020-05-06";"CZ0424";"Podbo¯any";"M";"20-64";"1";"2";"1"
"2020-09-29";"CZ0801";"R˝ma¯ov";"Z";"65+";"";"1";""
"2020-09-11";"CZ0631";"SvÏtl· nad S·zavou";"M";"0-19";"2";"5";"3"
"2020-03-14";"CZ0802";"Fr˝dek-MÌstek";"M";"20-64";"";"4";""
"2020-05-10";"CZ0513";"Liberec";"M";"20-64";"";"4";""
"2020-04-03";"CZ0531";"Hlinsko";"Z";"20-64";"3";"6";"3"
"2020-09-24";"CZ0805";"HluËÌn";"Z";"20-64";"1";"3";"2"
"2020-08-01";"CZ0513";"Liberec";"M";"0-19";"";"9";""
"2020-10-14";"CZ0715";"äumperk";"M";"65+";"6";"10";"4"
"2020-09-10";"CZ0512";"Jablonec nad Nisou";"M";"20-64";"2";"12";"10"
"2020-08-14";"CZ0423";"LitomÏ¯ice";"M";"0-19";"";"2";""
"2020-10-14";"CZ0531";"Chrudim";"Z";"20-64";"22";"46";"24"
"2020-08-20";"CZ0533";"Moravsk· T¯ebov·";"M";"20-64";"";"1";""
"2020-04-19";"CZ0206";"Neratovice";"M";"20-64";"";"5";""
"2020-09-30";"CZ0324";"Stod";"M";"0-19";"";"1";""
"2020-05-05";"CZ0533";"Litomyöl";"Z";"20-64";"";"1";""
"2020-07-30";"CZ0722";"Uhersk˝ Brod";"M";"20-64";"1";"5";"4"
"2020-10-15";"CZ0203";"N/A";"Z";"65+";"1";"1";"0"
"2020-06-09";"CZ0423";"LitomÏ¯ice";"M";"20-64";"";"2";""
"2020-10-14";"CZ0512";"éelezn˝ Brod";"M";"20-64";"3";"6";"3"
"2020-09-11";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"65+";"1";"5";"4"
"2020-09-12";"CZ0533";"Litomyöl";"M";"65+";"1";"2";"1"
"2020-05-23";"CZ0100";"Praha";"Z";"65+";"";"13";""
"2020-07-31";"CZ0205";"»·slav";"M";"20-64";"";"1";""
"2020-04-29";"CZ0425";"LitvÌnov";"Z";"20-64";"1";"2";"1"
"2020-06-18";"CZ0712";"Litovel";"Z";"20-64";"";"12";""
"2020-09-16";"CZ0722";"Uhersk˝ Brod";"M";"65+";"1";"2";"1"
"2020-05-22";"CZ0724";"Otrokovice";"M";"20-64";"";"2";""
"2020-05-20";"CZ0803";"»esk˝ TÏöÌn";"Z";"20-64";"1";"4";"3"
"2020-07-19";"CZ0206";"MÏlnÌk";"Z";"65+";"";"1";""
"2020-09-30";"CZ0322";"Klatovy";"M";"20-64";"3";"6";"3"
"2020-09-08";"CZ0203";"Kladno";"M";"65+";"3";"6";"3"
"2020-08-12";"CZ0531";"Chrudim";"M";"20-64";"2";"5";"3"
"2020-08-04";"CZ0712";"Olomouc";"Z";"20-64";"";"4";""
"2020-09-29";"CZ0412";"Ostrov";"M";"65+";"1";"2";"1"
"2020-04-08";"CZ0203";"Slan˝";"Z";"65+";"1";"2";"1"
"2020-09-23";"CZ0723";"ValaöskÈ Mezi¯ÌËÌ";"M";"20-64";"2";"4";"2"
"2020-10-08";"CZ0715";"Mohelnice";"M";"65+";"";"2";""
"2020-09-08";"CZ0712";"Olomouc";"Z";"20-64";"10";"13";"3"
"2020-09-10";"CZ0534";"»esk· T¯ebov·";"M";"65+";"1";"2";"1"
"2020-10-02";"CZ0422";"Chomutov";"M";"20-64";"7";"16";"9"
"2020-05-01";"CZ0802";"Fr˝dek-MÌstek";"M";"65+";"1";"5";"4"
"2020-06-13";"CZ0642";"Brno";"Z";"20-64";"1";"15";"14"
"2020-05-25";"CZ0635";"éÔ·r nad S·zavou";"M";"20-64";"";"1";""
"2020-09-13";"CZ0421";"DÏËÌn";"Z";"0-19";"";"1";""
"2020-10-07";"CZ0633";"Humpolec";"M";"20-64";"4";"19";"15"
"2020-10-10";"CZ0643";"Poho¯elice";"M";"20-64";"3";"6";"3"
"2020-08-05";"CZ0204";"»esk˝ Brod";"M";"20-64";"";"2";""
"2020-06-29";"CZ0641";"Blansko";"Z";"20-64";"";"3";""
"2020-07-02";"CZ0209";"ÿÌËany";"M";"0-19";"";"2";""
"2020-10-14";"CZ0511";"Nov˝ Bor";"M";"20-64";"11";"22";"11"
"2020-09-10";"CZ0202";"N/A";"Z";"20-64";"1";"3";"2"
"2020-08-09";"CZ0521";"Hradec Kr·lovÈ";"Z";"20-64";"1";"4";"3"
"2020-04-30";"CZ0422";"Chomutov";"Z";"20-64";"";"1";""
"2020-09-04";"CZ0645";"HodonÌn";"M";"0-19";"1";"2";"1"
"2020-04-27";"CZ0412";"Karlovy Vary";"Z";"0-19";"";"2";""
"2020-06-27";"CZ0323";"PlzeÚ";"M";"65+";"";"1";""
"2020-10-10";"CZ0209";"ÿÌËany";"M";"0-19";"4";"8";"4"
"2020-09-26";"CZ020C";"RakovnÌk";"Z";"20-64";"4";"9";"5"
"2020-09-15";"CZ0423";"Roudnice nad Labem";"M";"20-64";"";"1";""
"2020-09-22";"CZ0100";"Praha";"M";"20-64";"160";"427";"267"
"2020-05-30";"CZ0805";"Opava";"Z";"20-64";"";"3";""
"2020-09-03";"CZ0316";"Strakonice";"M";"0-19";"1";"2";"1"
"2020-08-27";"CZ0802";"Fr˝dek-MÌstek";"M";"65+";"";"2";""
"2020-07-16";"CZ0206";"Neratovice";"Z";"65+";"";"2";""
"2020-10-06";"CZ0424";"Podbo¯any";"M";"20-64";"1";"2";"1"
"2020-10-01";"CZ0805";"HluËÌn";"M";"0-19";"3";"4";"1"
"2020-06-10";"CZ0631";"HavlÌËk˘v Brod";"Z";"65+";"";"2";""
"2020-09-15";"CZ0512";"Jablonec nad Nisou";"M";"0-19";"";"5";""
"2020-10-04";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"20-64";"9";"17";"8"
"2020-10-14";"CZ0715";"äumperk";"M";"0-19";"3";"6";"3"
"2020-09-20";"CZ0804";"BÌlovec";"Z";"20-64";"1";"2";"1"
"2020-09-21";"CZ0525";"Trutnov";"M";"20-64";"4";"9";"5"
"2020-10-02";"CZ0423";"Roudnice nad Labem";"M";"65+";"3";"7";"4"
"2020-10-16";"CZ0646";"BuËovice";"Z";"0-19";"1";"1";"0"
"2020-05-29";"CZ0643";"éidlochovice";"Z";"20-64";"";"1";""
"2020-09-25";"CZ020B";"P¯Ìbram";"Z";"20-64";"5";"13";"8"
"2020-04-03";"CZ0722";"UherskÈ HradiötÏ";"Z";"20-64";"2";"10";"8"
"2020-04-16";"CZ0803";"HavÌ¯ov";"M";"20-64";"";"6";""
"2020-10-04";"CZ0805";"HluËÌn";"Z";"65+";"1";"2";"1"
"2020-06-11";"CZ0206";"Neratovice";"M";"20-64";"";"3";""
"2020-09-28";"CZ0721";"Holeöov";"M";"20-64";"2";"4";"2"
"2020-05-06";"CZ0724";"ZlÌn";"M";"65+";"";"2";""
"2020-06-06";"CZ0804";"Kop¯ivnice";"M";"65+";"";"1";""
"2020-09-04";"CZ0633";"Pelh¯imov";"M";"0-19";"";"1";""
"2020-10-12";"CZ0634";"N·mÏöù nad Oslavou";"Z";"65+";"2";"4";"2"
"2020-09-19";"CZ0804";"Frenöt·t pod RadhoötÏm";"Z";"20-64";"3";"7";"4"
"2020-09-19";"CZ0645";"Kyjov";"M";"0-19";"2";"7";"5"
"2020-07-10";"CZ0513";"Liberec";"M";"20-64";"";"3";""
