"datum";"okres";"orp";"pohlavi";"vek_kat";"pocet_pozitivni";"pocet_vyleceni";"pocet_zemreli";"pocet_umrti_hospitalizace";"pocet_umrti_komplikovany"
"2020-04-24";"CZ0323";"3209";"Z";"20-64";"";"2";"";"";""
"2020-04-24";"CZ0325";"3208";"Z";"20-64";"1";"";"";"";""
"2020-04-23";"CZ0712";"7107";"Z";"20-64";"";"5";"";"";""
"2020-04-23";"CZ0715";"7106";"M";"20-64";"";"1";"";"";""
"2020-04-23";"CZ0804";"8012";"M";"20-64";"";"1";"";"";""
"2020-04-23";"CZ0805";"8013";"M";"0-19";"";"1";"";"";""
"2020-04-23";"CZ0805";"8017";"M";"20-64";"";"1";"";"";""
"2020-04-23";"CZ0806";"8019";"Z";"0-19";"1";"1";"";"";""
"2020-04-24";"CZ0100";"0";"M";"0-19";"1";"1";"";"";""
"2020-04-24";"CZ0100";"0";"M";"20-64";"5";"18";"";"";""
"2020-04-24";"CZ0202";"2008";"M";"0-19";"1";"";"";"";""
"2020-04-24";"CZ0202";"2008";"M";"20-64";"";"1";"";"";""
"2020-04-24";"CZ0204";"2006";"M";"20-64";"";"1";"";"";""
"2020-04-24";"CZ0207";"2015";"M";"20-64";"";"1";"";"";""
"2020-04-24";"CZ0209";"2003";"Z";"65+";"";"1";"";"";""
"2020-04-24";"CZ020A";"2005";"Z";"0-19";"";"1";"";"";""
"2020-04-24";"CZ020A";"2005";"Z";"20-64";"";"2";"";"";""
"2020-04-24";"CZ0315";"3109";"Z";"65+";"1";"";"";"";""
"2020-04-24";"CZ0315";"3116";"Z";"20-64";"";"2";"";"";""
"2020-04-24";"CZ0321";"3202";"M";"0-19";"";"1";"";"";""
"2020-04-24";"CZ0321";"3202";"M";"20-64";"1";"2";"";"";""
"2020-04-24";"CZ0411";"4102";"M";"65+";"1";"";"";"";""
"2020-04-24";"CZ0411";"4105";"Z";"20-64";"2";"1";"";"";""
"2020-04-24";"CZ0523";"5209";"M";"20-64";"";"2";"";"";""
"2020-04-24";"CZ0634";"6307";"Z";"20-64";"";"1";"";"";""
"2020-04-24";"CZ0635";"6301";"Z";"0-19";"";"2";"";"";""
"2020-04-24";"CZ0635";"6301";"Z";"20-64";"";"2";"";"";""
"2020-04-24";"CZ0642";"6403";"Z";"20-64";"1";"8";"";"";""
"2020-04-24";"CZ0712";"7107";"Z";"20-64";"1";"8";"";"";""
"2020-04-24";"CZ0724";"7209";"Z";"20-64";"";"2";"";"";""
"2020-04-24";"CZ0802";"8006";"M";"20-64";"";"1";"";"";""
"2020-04-24";"CZ0805";"8022";"Z";"20-64";"1";"";"";"";""
"2020-04-24";"CZ0806";"8019";"M";"65+";"4";"";"";"";""
"2020-04-25";"CZ0201";"2001";"Z";"65+";"";"1";"";"";""
"2020-04-25";"CZ0311";"3102";"M";"65+";"";"1";"";"";""
"2020-04-25";"CZ0322";"3205";"M";"0-19";"";"1";"";"";""
"2020-04-25";"CZ0322";"3214";"Z";"20-64";"";"1";"";"";""
"2020-04-25";"CZ0324";"3210";"Z";"65+";"";"1";"";"";""
"2020-04-25";"CZ0413";"4107";"Z";"20-64";"1";"1";"";"";""
"2020-04-25";"CZ0426";"4201";"Z";"20-64";"";"1";"";"";""
"2020-04-25";"CZ0532";"5309";"M";"20-64";"";"2";"";"";""
"2020-04-25";"CZ0533";"5307";"Z";"0-19";"1";"";"";"";""
"2020-04-25";"CZ0642";"6403";"Z";"0-19";"1";"";"";"";""
"2020-04-25";"CZ0721";"7203";"Z";"65+";"1";"";"";"";""
"2020-04-25";"CZ0805";"8009";"Z";"20-64";"";"2";"";"";""
"2020-04-25";"CZ0806";"8019";"Z";"20-64";"1";"1";"";"";""
"2020-04-26";"CZ0203";"2024";"Z";"20-64";"1";"";"";"";""
"2020-04-26";"CZ020A";"2005";"M";"0-19";"1";"";"";"";""
"2020-04-26";"CZ020A";"2005";"M";"20-64";"";"1";"";"";""
"2020-04-26";"CZ0311";"3102";"Z";"20-64";"";"1";"";"";""
"2020-04-26";"CZ0411";"4102";"M";"20-64";"";"2";"";"";""
"2020-04-26";"CZ0411";"4105";"M";"20-64";"3";"";"";"";""
"2020-04-26";"CZ0413";"4107";"M";"65+";"";"1";"";"";""
"2020-04-26";"CZ0413";"4107";"Z";"20-64";"1";"2";"";"";""
"2020-04-26";"CZ0512";"5110";"M";"20-64";"";"1";"";"";""
"2020-04-26";"CZ0722";"7207";"Z";"65+";"";"1";"";"";""
"2020-04-26";"CZ0722";"7208";"M";"65+";"1";"";"";"";""
"2020-04-26";"CZ0804";"8001";"Z";"20-64";"1";"";"";"";""
"2020-04-26";"CZ0806";"8019";"Z";"20-64";"";"1";"";"";""
"2020-04-27";"CZ0100";"0";"M";"20-64";"2";"11";"";"";""
"2020-04-27";"CZ0100";"0";"Z";"65+";"";"3";"";"";""
"2020-04-27";"CZ0202";"2008";"Z";"65+";"1";"";"";"";""
"2020-04-27";"CZ0321";"3204";"Z";"20-64";"";"2";"";"";""
"2020-04-27";"CZ0411";"4102";"M";"0-19";"";"1";"";"";""
"2020-04-27";"CZ0412";"4103";"Z";"0-19";"";"1";"";"";""
"2020-04-27";"CZ0423";"4211";"M";"65+";"";"1";"";"";""
"2020-04-27";"CZ0424";"4210";"M";"20-64";"";"1";"";"";""
"2020-04-27";"CZ0521";"5205";"Z";"20-64";"";"1";"";"";""
"2020-04-27";"CZ0531";"5302";"M";"20-64";"";"1";"";"";""
"2020-04-27";"CZ0631";"6304";"Z";"65+";"";"1";"";"";""
"2020-04-27";"CZ0642";"6403";"Z";"20-64";"1";"2";"";"";""
"2020-04-27";"CZ0644";"6404";"Z";"20-64";"2";"1";"";"";""
"2020-04-27";"CZ0712";"7107";"Z";"20-64";"1";"7";"";"";""
"2020-04-27";"CZ0712";"7110";"Z";"20-64";"";"3";"";"";""
"2020-04-27";"CZ0715";"7111";"Z";"20-64";"";"1";"";"";""
"2020-04-27";"CZ0802";"8006";"M";"20-64";"";"6";"";"";""
"2020-04-27";"CZ0802";"8006";"Z";"65+";"";"1";"";"";""
"2020-04-28";"CZ0100";"0";"Z";"65+";"4";"4";"";"";""
"2020-04-28";"CZ0202";"2008";"Z";"65+";"1";"";"";"";""
"2020-04-28";"CZ0203";"2009";"M";"20-64";"";"1";"";"";""
"2020-04-28";"CZ0206";"2017";"M";"65+";"";"1";"";"";""
"2020-04-28";"CZ0316";"3117";"Z";"65+";"1";"";"";"";""
"2020-04-28";"CZ0321";"3202";"Z";"65+";"";"1";"";"";""
"2020-04-28";"CZ0322";"3205";"Z";"65+";"";"1";"";"";""
"2020-04-28";"CZ0323";"3209";"Z";"0-19";"";"1";"";"";""
"2020-04-28";"CZ0323";"3209";"Z";"20-64";"1";"";"";"";""
"2020-04-28";"CZ0413";"4107";"M";"20-64";"1";"";"";"";""
"2020-04-28";"CZ0424";"4216";"M";"20-64";"";"1";"";"";""
"2020-04-28";"CZ0427";"4214";"M";"20-64";"";"2";"";"";""
"2020-04-28";"CZ0512";"5103";"M";"0-19";"";"1";"";"";""
"2020-04-28";"CZ0513";"5105";"Z";"20-64";"";"1";"";"";""
"2020-04-28";"CZ0521";"5205";"Z";"20-64";"";"1";"";"";""
"2020-04-28";"CZ0524";"5208";"M";"20-64";"";"1";"";"";""
"2020-04-28";"CZ0634";"6313";"Z";"20-64";"";"1";"";"";""
"2020-04-28";"CZ0643";"6413";"Z";"20-64";"1";"";"";"";""
"2020-04-29";"CZ0412";"4103";"M";"20-64";"";"2";"";"";""
"2020-04-29";"CZ0422";"4204";"M";"65+";"";"1";"";"";""
"2020-04-29";"CZ0426";"4213";"M";"20-64";"";"4";"";"";""
"2020-04-29";"CZ0524";"5213";"Z";"20-64";"";"1";"";"";""
"2020-04-29";"CZ0634";"6313";"M";"20-64";"";"1";"";"";""
"2020-04-29";"CZ0643";"6416";"M";"20-64";"";"1";"";"";""
"2020-04-29";"CZ0644";"6404";"M";"20-64";"";"1";"";"";""
"2020-04-29";"CZ0644";"6404";"Z";"65+";"1";"";"";"";""
"2020-04-29";"CZ0712";"7105";"M";"0-19";"";"1";"";"";""
"2020-04-29";"CZ0723";"7210";"Z";"65+";"";"1";"";"";""
"2020-04-29";"CZ0802";"8006";"M";"0-19";"";"1";"";"";""
"2020-04-29";"CZ0803";"8018";"Z";"20-64";"";"1";"";"";""
"2020-04-29";"CZ0804";"8012";"Z";"20-64";"1";"";"";"";""
"2020-04-29";"CZ0805";"8017";"Z";"20-64";"1";"2";"";"";""
"2020-04-29";"CZ0806";"8019";"Z";"65+";"";"2";"";"";""
"2020-04-30";"CZ0203";"2024";"Z";"20-64";"";"2";"";"";""
"2020-04-30";"CZ0205";"2012";"Z";"0-19";"";"1";"";"";""
"2020-04-30";"CZ0209";"2022";"Z";"0-19";"";"1";"";"";""
"2020-04-30";"CZ0209";"2022";"Z";"65+";"";"1";"";"";""
"2020-04-30";"CZ020A";"2005";"M";"20-64";"2";"5";"";"";""
"2020-04-30";"CZ0321";"3202";"M";"20-64";"";"3";"";"";""
"2020-04-30";"CZ0321";"3202";"Z";"0-19";"1";"";"";"";""
"2020-04-30";"CZ0321";"3202";"Z";"65+";"1";"1";"";"";""
"2020-04-30";"CZ0322";"3203";"M";"65+";"1";"";"";"";""
"2020-04-30";"CZ0322";"3205";"M";"20-64";"";"2";"";"";""
"2020-04-30";"CZ0423";"4205";"M";"65+";"";"1";"";"";""
"2020-04-30";"CZ0423";"4208";"M";"0-19";"";"1";"";"";""
"2020-04-30";"CZ0631";"6302";"Z";"20-64";"";"1";"";"";""
"2020-04-30";"CZ0635";"6315";"Z";"65+";"";"1";"";"";""
"2020-04-30";"CZ0712";"7105";"Z";"65+";"";"1";"";"";""
"2020-04-30";"CZ0712";"7107";"Z";"20-64";"1";"3";"";"";""
"2020-04-30";"CZ0715";"7111";"Z";"20-64";"";"1";"";"";""
"2020-04-30";"CZ0724";"7213";"M";"20-64";"";"2";"";"";""
"2020-04-30";"CZ0802";"8006";"M";"20-64";"2";"";"";"";""
"2020-04-30";"CZ0803";"8004";"M";"20-64";"1";"1";"";"";""
"2020-04-30";"CZ0804";"8012";"Z";"65+";"1";"";"";"";""
"2020-04-30";"CZ099Y";"9999";"Z";"65+";"2";"";"";"";""
"2020-05-01";"CZ0100";"0";"M";"65+";"";"5";"";"";""
"2020-05-01";"CZ0208";"2018";"Z";"20-64";"";"2";"";"";""
"2020-05-01";"CZ0321";"3202";"Z";"20-64";"";"3";"";"";""
"2020-05-01";"CZ0412";"4103";"M";"20-64";"";"1";"";"";""
"2020-05-01";"CZ0521";"5205";"Z";"0-19";"1";"";"";"";""
"2020-05-01";"CZ0802";"8006";"Z";"20-64";"3";"1";"";"";""
"2020-05-01";"CZ0804";"8015";"Z";"20-64";"1";"";"";"";""
"2020-05-01";"CZ0804";"8016";"M";"20-64";"1";"";"";"";""
"2020-05-01";"CZ0805";"8017";"Z";"20-64";"1";"3";"";"";""
"2020-05-01";"CZ0806";"8019";"Z";"65+";"2";"1";"";"";""
"2020-05-02";"CZ0321";"3202";"Z";"65+";"";"1";"";"";""
"2020-05-02";"CZ0322";"3203";"M";"65+";"";"1";"";"";""
"2020-05-02";"CZ0322";"3214";"M";"20-64";"";"1";"";"";""
"2020-05-02";"CZ0323";"3209";"Z";"20-64";"1";"";"";"";""
"2020-05-02";"CZ0521";"5205";"Z";"20-64";"";"1";"";"";""
"2020-05-02";"CZ0531";"5304";"Z";"20-64";"";"1";"";"";""
"2020-05-02";"CZ0714";"7101";"Z";"0-19";"";"1";"";"";""
"2020-05-02";"CZ0715";"7111";"Z";"20-64";"";"1";"";"";""
"2020-05-02";"CZ0805";"8009";"M";"20-64";"";"1";"";"";""
"2020-05-03";"CZ0321";"3202";"Z";"20-64";"";"2";"";"";""
"2020-05-03";"CZ0423";"4205";"M";"20-64";"";"1";"";"";""
"2020-05-03";"CZ0423";"4205";"Z";"65+";"";"34";"";"";""
"2020-05-03";"CZ0643";"6421";"Z";"20-64";"";"1";"";"";""
"2020-05-03";"CZ0712";"7105";"Z";"20-64";"";"1";"";"";""
"2020-05-03";"CZ0802";"8006";"Z";"20-64";"1";"";"";"";""
"2020-05-04";"CZ020A";"2005";"M";"20-64";"";"2";"";"";""
"2020-05-04";"CZ020A";"2005";"Z";"0-19";"1";"1";"";"";""
"2020-05-04";"CZ0321";"3212";"M";"0-19";"";"1";"";"";""
"2020-05-04";"CZ0411";"4101";"M";"20-64";"1";"";"";"";""
"2020-05-04";"CZ0413";"4107";"M";"20-64";"";"2";"";"";""
"2020-05-04";"CZ0513";"5105";"M";"65+";"";"1";"";"";""
"2020-05-04";"CZ0531";"5302";"Z";"65+";"";"1";"";"";""
"2020-05-04";"CZ0642";"6403";"M";"20-64";"2";"";"";"";""
"2020-05-04";"CZ0644";"6404";"M";"20-64";"1";"1";"";"";""
"2020-05-04";"CZ0647";"6420";"Z";"20-64";"";"2";"";"";""
"2020-05-04";"CZ0802";"8021";"M";"20-64";"";"1";"";"";""
"2020-05-04";"CZ0803";"8011";"M";"65+";"";"1";"";"";""
"2020-05-04";"CZ0806";"8019";"M";"20-64";"1";"3";"";"";""
"2020-05-05";"CZ0202";"2002";"M";"20-64";"";"1";"";"";""
"2020-05-05";"CZ0202";"2008";"M";"20-64";"";"1";"";"";""
"2020-05-05";"CZ0207";"2015";"M";"20-64";"1";"";"";"";""
"2020-05-05";"CZ0209";"2003";"M";"20-64";"";"2";"";"";""
"2020-05-05";"CZ020A";"2005";"Z";"20-64";"1";"1";"";"";""
"2020-05-05";"CZ0317";"3112";"M";"20-64";"";"1";"";"";""
"2020-05-05";"CZ0321";"3204";"M";"65+";"";"1";"";"";""
"2020-05-05";"CZ0413";"4104";"M";"65+";"";"1";"";"";""
"2020-05-05";"CZ0423";"4208";"Z";"65+";"";"1";"";"";""
"2020-05-05";"CZ0424";"4207";"Z";"20-64";"1";"";"";"";""
"2020-05-05";"CZ0532";"5303";"M";"20-64";"";"1";"";"";""
"2020-05-05";"CZ0532";"5309";"M";"20-64";"";"1";"";"";""
"2020-05-05";"CZ0631";"6304";"M";"20-64";"";"1";"";"";""
"2020-05-05";"CZ0641";"6401";"M";"20-64";"1";"";"";"";""
"2020-05-05";"CZ0712";"7110";"M";"65+";"";"1";"";"";""
"2020-05-05";"CZ0714";"7101";"Z";"20-64";"1";"1";"";"";""
"2020-05-05";"CZ0803";"8004";"Z";"20-64";"1";"";"";"";""
"2020-05-05";"CZ0804";"8001";"Z";"20-64";"";"1";"";"";""
"2020-05-06";"CZ0100";"0";"M";"0-19";"";"2";"";"";""
"2020-05-06";"CZ0100";"0";"M";"65+";"";"3";"";"";""
"2020-04-18";"CZ0724";"7205";"Z";"0-19";"1";"";"";"";""
"2020-04-18";"CZ0805";"8017";"M";"20-64";"2";"2";"";"";""
"2020-04-19";"CZ0100";"0";"M";"0-19";"";"4";"";"";""
"2020-04-19";"CZ0209";"2003";"Z";"20-64";"";"2";"";"";""
"2020-04-19";"CZ0321";"3202";"M";"0-19";"1";"";"";"";""
"2020-04-19";"CZ0321";"3204";"Z";"0-19";"";"1";"";"";""
"2020-04-19";"CZ0323";"3209";"Z";"20-64";"1";"";"";"";""
"2020-04-19";"CZ0422";"4204";"M";"65+";"1";"";"";"";""
"2020-04-19";"CZ0512";"5103";"M";"20-64";"1";"";"";"";""
"2020-04-19";"CZ0512";"5108";"Z";"20-64";"";"1";"";"";""
"2020-04-19";"CZ0523";"5201";"M";"20-64";"";"1";"";"";""
"2020-04-19";"CZ0532";"5311";"Z";"65+";"";"1";"";"";""
"2020-04-19";"CZ0643";"6417";"M";"20-64";"";"1";"";"";""
"2020-04-19";"CZ0643";"6417";"Z";"65+";"";"1";"";"";""
"2020-04-19";"CZ0712";"7107";"Z";"0-19";"";"2";"";"";""
"2020-04-19";"CZ0713";"7108";"Z";"0-19";"";"1";"";"";""
"2020-04-19";"CZ0723";"7206";"Z";"20-64";"";"1";"";"";""
"2020-04-19";"CZ0723";"7212";"Z";"20-64";"";"1";"";"";""
"2020-04-19";"CZ0804";"8001";"Z";"65+";"1";"";"";"";""
"2020-04-19";"CZ0804";"8012";"M";"0-19";"";"2";"";"";""
"2020-04-19";"CZ0805";"8009";"M";"20-64";"";"1";"";"";""
"2020-04-19";"CZ0806";"8019";"M";"20-64";"2";"4";"";"";""
"2020-04-20";"CZ0209";"2022";"M";"20-64";"";"1";"";"";""
"2020-04-20";"CZ0209";"2022";"Z";"65+";"";"1";"";"";""
"2020-04-20";"CZ020B";"2020";"M";"20-64";"";"1";"";"";""
"2020-04-20";"CZ020B";"2023";"M";"20-64";"";"1";"";"";""
"2020-04-20";"CZ0311";"3102";"Z";"20-64";"";"1";"";"";""
"2020-04-20";"CZ0323";"3209";"M";"65+";"";"2";"";"";""
"2020-04-20";"CZ0324";"3201";"Z";"65+";"1";"";"";"";""
"2020-04-20";"CZ0412";"4103";"M";"0-19";"1";"";"";"";""
"2020-04-20";"CZ0413";"4107";"M";"65+";"1";"";"";"";""
"2020-04-20";"CZ0413";"4107";"Z";"20-64";"1";"1";"";"";""
"2020-04-20";"CZ0422";"4203";"Z";"20-64";"1";"1";"";"";""
"2020-04-20";"CZ0423";"4205";"M";"0-19";"1";"";"";"";""
"2020-04-20";"CZ0423";"4208";"Z";"65+";"";"1";"";"";""
"2020-04-20";"CZ0427";"4214";"Z";"20-64";"1";"";"";"";""
"2020-04-20";"CZ0512";"5103";"Z";"20-64";"";"2";"";"";""
"2020-04-20";"CZ0513";"5105";"Z";"65+";"";"1";"";"";""
"2020-04-20";"CZ0524";"5208";"Z";"20-64";"";"1";"";"";""
"2020-04-20";"CZ0531";"5302";"Z";"20-64";"";"1";"";"";""
"2020-04-20";"CZ0532";"5309";"M";"20-64";"1";"3";"";"";""
"2020-04-20";"CZ0532";"5309";"Z";"65+";"";"1";"";"";""
"2020-04-20";"CZ0532";"5311";"Z";"20-64";"";"1";"";"";""
"2020-04-20";"CZ0634";"6313";"M";"65+";"1";"";"";"";""
"2020-04-20";"CZ0643";"6414";"Z";"20-64";"";"1";"";"";""
"2020-04-20";"CZ0643";"6421";"M";"20-64";"1";"";"";"";""
"2020-04-20";"CZ0644";"6404";"M";"65+";"1";"";"";"";""
"2020-04-20";"CZ0712";"7112";"Z";"65+";"2";"";"";"";""
"2020-04-20";"CZ0715";"7111";"M";"65+";"";"1";"";"";""
"2020-04-20";"CZ0724";"7205";"M";"0-19";"1";"";"";"";""
"2020-04-20";"CZ0803";"8018";"Z";"0-19";"";"1";"";"";""
"2020-04-20";"CZ0804";"8001";"Z";"20-64";"";"1";"";"";""
"2020-04-20";"CZ0805";"8009";"Z";"20-64";"";"1";"";"";""
"2020-04-20";"CZ0805";"8017";"Z";"0-19";"2";"";"";"";""
"2020-04-20";"CZ0806";"8019";"Z";"20-64";"3";"2";"";"";""
"2020-04-21";"CZ0100";"0";"M";"65+";"";"7";"";"";""
"2020-04-21";"CZ0201";"2001";"Z";"20-64";"1";"";"";"";""
"2020-04-21";"CZ0204";"2010";"Z";"20-64";"";"2";"";"";""
"2020-04-21";"CZ0205";"2004";"M";"20-64";"1";"";"";"";""
"2020-04-21";"CZ0209";"2022";"Z";"20-64";"3";"";"";"";""
"2020-04-21";"CZ020B";"2020";"Z";"20-64";"";"1";"";"";""
"2020-04-21";"CZ0312";"3103";"Z";"20-64";"";"1";"";"";""
"2020-04-21";"CZ0317";"3112";"Z";"20-64";"";"2";"";"";""
"2020-04-21";"CZ0321";"3202";"M";"65+";"1";"";"";"";""
"2020-04-21";"CZ0321";"3212";"Z";"20-64";"";"1";"";"";""
"2020-04-21";"CZ0323";"3209";"M";"20-64";"3";"";"";"";""
"2020-04-21";"CZ0325";"3208";"M";"20-64";"1";"";"";"";""
"2020-04-21";"CZ0522";"5207";"Z";"20-64";"";"1";"";"";""
"2020-04-21";"CZ0532";"5309";"Z";"20-64";"";"3";"";"";""
"2020-04-21";"CZ0642";"6403";"Z";"65+";"";"1";"";"";""
"2020-04-21";"CZ0644";"6404";"M";"20-64";"";"1";"";"";""
"2020-04-21";"CZ0712";"7105";"M";"65+";"1";"";"";"";""
"2020-04-21";"CZ0712";"7110";"Z";"65+";"1";"";"";"";""
"2020-04-21";"CZ0712";"7112";"Z";"20-64";"";"1";"";"";""
"2020-04-21";"CZ0715";"7111";"M";"20-64";"";"2";"";"";""
"2020-04-21";"CZ0715";"7113";"Z";"20-64";"";"1";"";"";""
"2020-04-21";"CZ0801";"8003";"Z";"20-64";"";"1";"";"";""
"2020-04-21";"CZ0802";"8006";"M";"65+";"1";"2";"";"";""
"2020-04-21";"CZ0802";"8007";"Z";"20-64";"2";"";"";"";""
"2020-04-21";"CZ0803";"8011";"Z";"20-64";"";"1";"";"";""
"2020-04-21";"CZ0804";"8015";"M";"65+";"1";"";"";"";""
"2020-04-21";"CZ0805";"8022";"Z";"65+";"1";"";"";"";""
"2020-04-22";"CZ0100";"0";"M";"20-64";"3";"19";"";"";""
"2020-04-22";"CZ0201";"2025";"Z";"20-64";"";"1";"";"";""
"2020-04-22";"CZ0203";"2009";"M";"20-64";"";"1";"";"";""
"2020-04-22";"CZ0204";"2006";"M";"20-64";"";"1";"";"";""
"2020-04-22";"CZ0316";"3111";"Z";"65+";"";"1";"";"";""
"2020-04-22";"CZ0321";"3202";"M";"20-64";"";"3";"";"";""
"2020-04-22";"CZ0327";"3215";"M";"65+";"";"1";"";"";""
"2020-04-22";"CZ0425";"4209";"Z";"20-64";"";"1";"";"";""
"2020-04-22";"CZ0427";"4214";"M";"20-64";"";"1";"";"";""
"2020-04-22";"CZ0521";"5205";"Z";"20-64";"";"2";"";"";""
"2020-04-22";"CZ0523";"5209";"Z";"65+";"";"1";"";"";""
"2020-04-22";"CZ0523";"5211";"Z";"20-64";"";"1";"";"";""
"2020-04-22";"CZ0531";"5302";"M";"20-64";"1";"2";"";"";""
"2020-04-22";"CZ0532";"5309";"Z";"0-19";"1";"";"";"";""
"2020-04-22";"CZ0533";"5307";"Z";"20-64";"";"1";"";"";""
"2020-04-22";"CZ0533";"5310";"Z";"20-64";"";"1";"";"";""
"2020-04-22";"CZ0641";"6401";"Z";"65+";"";"1";"";"";""
"2020-04-22";"CZ0642";"6403";"Z";"20-64";"2";"1";"";"";""
"2020-04-22";"CZ0644";"6404";"Z";"20-64";"";"2";"";"";""
"2020-04-22";"CZ0644";"6407";"Z";"20-64";"";"1";"";"";""
"2020-04-22";"CZ0647";"6420";"M";"65+";"";"1";"";"";""
"2020-04-22";"CZ0712";"7105";"Z";"65+";"";"1";"";"";""
"2020-04-22";"CZ0712";"7107";"Z";"20-64";"";"5";"";"";""
"2020-04-22";"CZ0712";"7110";"Z";"20-64";"";"2";"";"";""
"2020-04-22";"CZ0713";"7108";"Z";"20-64";"";"1";"";"";""
"2020-04-22";"CZ0714";"7101";"M";"20-64";"";"1";"";"";""
"2020-04-22";"CZ0715";"7111";"Z";"20-64";"";"1";"";"";""
"2020-04-22";"CZ0721";"7202";"M";"20-64";"1";"";"";"";""
"2020-04-22";"CZ0724";"7205";"M";"65+";"1";"";"";"";""
"2020-04-22";"CZ0724";"7213";"M";"20-64";"1";"";"";"";""
"2020-04-22";"CZ0802";"8006";"M";"20-64";"";"4";"";"";""
"2020-04-23";"CZ0100";"0";"Z";"20-64";"";"8";"";"";""
"2020-04-23";"CZ0204";"2006";"Z";"20-64";"";"1";"";"";""
"2020-04-23";"CZ0204";"2010";"M";"20-64";"";"2";"";"";""
"2020-04-23";"CZ0206";"2014";"M";"20-64";"";"2";"";"";""
"2020-04-23";"CZ020A";"2005";"M";"65+";"";"1";"";"";""
"2020-04-23";"CZ0316";"3117";"M";"20-64";"";"1";"";"";""
"2020-04-23";"CZ0321";"3202";"Z";"20-64";"3";"7";"";"";""
"2020-04-23";"CZ0322";"3205";"Z";"20-64";"";"3";"";"";""
"2020-04-23";"CZ0327";"3215";"M";"20-64";"";"1";"";"";""
"2020-04-23";"CZ0411";"4105";"Z";"65+";"1";"";"";"";""
"2020-04-23";"CZ0412";"4106";"M";"20-64";"";"1";"";"";""
"2020-04-23";"CZ0423";"4205";"M";"20-64";"";"1";"";"";""
"2020-04-23";"CZ0423";"4208";"M";"20-64";"";"1";"";"";""
"2020-04-23";"CZ0424";"4207";"Z";"20-64";"";"1";"";"";""
"2020-04-23";"CZ0426";"4213";"Z";"65+";"";"1";"";"";""
"2020-04-23";"CZ0523";"5209";"Z";"20-64";"";"1";"";"";""
"2020-04-23";"CZ0643";"6417";"M";"0-19";"";"1";"";"";""
"2020-04-23";"CZ0712";"7105";"Z";"20-64";"";"2";"";"";""
"2020-04-23";"CZ0712";"7112";"M";"20-64";"";"1";"";"";""
"2020-04-23";"CZ0802";"8006";"Z";"20-64";"";"1";"";"";""
"2020-04-23";"CZ0802";"8007";"M";"20-64";"1";"";"";"";""
"2020-04-23";"CZ0803";"8002";"M";"20-64";"1";"";"";"";""
"2020-04-23";"CZ0804";"8012";"Z";"20-64";"";"1";"";"";""
"2020-04-24";"CZ0100";"0";"Z";"0-19";"";"3";"";"";""
"2020-04-24";"CZ0201";"2001";"Z";"65+";"";"1";"";"";""
"2020-04-24";"CZ0205";"2012";"Z";"65+";"";"1";"";"";""
"2020-04-24";"CZ0207";"2016";"Z";"20-64";"";"1";"";"";""
"2020-04-24";"CZ020A";"2005";"M";"20-64";"1";"2";"";"";""
"2020-04-24";"CZ0315";"3116";"M";"20-64";"";"3";"";"";""
"2020-04-24";"CZ0316";"3111";"Z";"20-64";"";"1";"";"";""
"2020-04-24";"CZ0327";"3215";"Z";"20-64";"";"2";"";"";""
"2020-04-24";"CZ0411";"4102";"M";"20-64";"";"2";"";"";""
"2020-04-24";"CZ0411";"4105";"M";"20-64";"";"1";"";"";""
"2020-04-24";"CZ0421";"4212";"M";"65+";"";"1";"";"";""
"2020-04-24";"CZ0426";"4213";"Z";"20-64";"";"2";"";"";""
"2020-04-24";"CZ0523";"5211";"M";"20-64";"";"1";"";"";""
"2020-04-24";"CZ0642";"6403";"M";"20-64";"";"4";"";"";""
"2020-04-24";"CZ0712";"7107";"M";"20-64";"1";"5";"";"";""
"2020-04-24";"CZ0713";"7108";"M";"20-64";"";"1";"";"";""
"2020-04-24";"CZ0714";"7101";"Z";"0-19";"";"1";"";"";""
"2020-04-24";"CZ0722";"7208";"M";"65+";"";"1";"";"";""
"2020-04-24";"CZ0724";"7205";"Z";"20-64";"1";"";"";"";""
"2020-04-24";"CZ0802";"8006";"Z";"0-19";"";"2";"";"";""
"2020-04-24";"CZ0803";"8004";"Z";"0-19";"";"1";"";"";""
"2020-04-24";"CZ0805";"8017";"M";"65+";"";"1";"";"";""
"2020-04-24";"CZ099Y";"9999";"Z";"20-64";"1";"";"";"";""
"2020-04-25";"CZ0202";"2002";"M";"20-64";"";"1";"";"";""
"2020-04-25";"CZ0204";"2010";"Z";"0-19";"1";"";"";"";""
"2020-04-25";"CZ0206";"2014";"Z";"0-19";"";"1";"";"";""
"2020-04-25";"CZ0208";"2019";"Z";"65+";"";"1";"";"";""
"2020-04-25";"CZ0411";"4101";"Z";"65+";"1";"";"";"";""
"2020-04-25";"CZ0411";"4102";"M";"65+";"2";"";"";"";""
"2020-04-25";"CZ0411";"4102";"Z";"20-64";"3";"";"";"";""
"2020-04-25";"CZ0411";"4105";"Z";"20-64";"3";"1";"";"";""
"2020-04-25";"CZ0531";"5304";"Z";"65+";"";"1";"";"";""
"2020-04-25";"CZ0722";"7208";"Z";"65+";"1";"1";"";"";""
"2020-04-25";"CZ0723";"7212";"M";"20-64";"";"1";"";"";""
"2020-04-25";"CZ0724";"7211";"Z";"0-19";"";"1";"";"";""
"2020-04-25";"CZ0805";"8017";"M";"20-64";"1";"";"";"";""
