"datum_vysledku";"okres";"orp";"pohlavi";"vek_kat";"pocet_pozitivni_primarni";"pocet_testu_u_pozitivnich";"pocet_opakovanych"
"2020-03-25";"CZ0421";"DÏËÌn";"Z";"20-64";"";"1";""
"2020-08-20";"CZ0323";"PlzeÚ";"M";"20-64";"1";"7";"6"
"2020-09-30";"CZ0642";"Brno";"Z";"65+";"8";"17";"9"
"2020-04-26";"CZ0100";"Praha";"Z";"0-19";"";"4";""
"2020-09-01";"CZ0205";"Kutn· Hora";"M";"20-64";"";"2";""
"2020-05-14";"CZ0327";"Tachov";"M";"20-64";"";"4";""
"2020-05-17";"CZ0423";"LitomÏ¯ice";"M";"65+";"";"1";""
"2020-10-01";"CZ0208";"PodÏbrady";"M";"65+";"";"1";""
"2020-04-05";"CZ0202";"Ho¯ovice";"M";"20-64";"";"4";""
"2020-09-14";"CZ0411";"Cheb";"Z";"0-19";"1";"3";"2"
"2020-06-24";"CZ0208";"PodÏbrady";"M";"20-64";"";"2";""
"2020-07-04";"CZ0423";"Lovosice";"M";"20-64";"";"2";""
"2020-06-19";"CZ0803";"Karvin·";"Z";"20-64";"3";"9";"6"
"2020-05-10";"CZ0411";"Mari·nskÈ L·znÏ";"M";"65+";"";"2";""
"2020-04-09";"CZ0804";"Kop¯ivnice";"Z";"0-19";"";"3";""
"2020-09-22";"CZ0523";"NovÈ MÏsto nad MetujÌ";"M";"65+";"";"1";""
"2020-07-03";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"20-64";"";"4";""
"2020-06-17";"CZ0724";"Vizovice";"Z";"65+";"";"2";""
"2020-10-02";"CZ0205";"Kutn· Hora";"Z";"65+";"1";"2";"1"
"2020-05-13";"CZ0641";"Blansko";"M";"20-64";"";"2";""
"2020-05-04";"CZ0314";"PÌsek";"Z";"20-64";"";"1";""
"2020-08-24";"CZ0712";"äternberk";"Z";"20-64";"1";"2";"1"
"2020-08-19";"CZ0631";"ChotÏbo¯";"M";"65+";"1";"2";"1"
"2020-05-25";"CZ0643";"IvanËice";"Z";"20-64";"";"2";""
"2020-09-26";"CZ0641";"Boskovice";"Z";"65+";"";"2";""
"2020-08-07";"CZ0802";"T¯inec";"M";"20-64";"3";"20";"17"
"2020-09-24";"CZ0645";"Kyjov";"Z";"0-19";"3";"6";"3"
"2020-08-25";"CZ0632";"TelË";"M";"20-64";"1";"2";"1"
"2020-04-10";"CZ0642";"Brno";"Z";"20-64";"1";"4";"3"
"2020-09-15";"CZ0202";"N/A";"Z";"0-19";"";"1";""
"2020-08-20";"CZ0322";"Klatovy";"Z";"20-64";"1";"4";"3"
"2020-07-30";"CZ0805";"Krava¯e";"Z";"20-64";"1";"2";"1"
"2020-10-05";"CZ0803";"»esk˝ TÏöÌn";"M";"65+";"";"2";""
"2020-04-30";"CZ0100";"Praha";"Z";"20-64";"9";"77";"68"
"2020-09-17";"CZ0524";"Rychnov nad KnÏûnou";"M";"65+";"1";"2";"1"
"2020-03-17";"CZ0100";"Praha";"M";"20-64";"5";"21";"16"
"2020-09-09";"CZ0523";"JaromÏ¯";"Z";"20-64";"1";"2";"1"
"2020-03-20";"CZ0647";"Znojmo";"M";"20-64";"";"2";""
"2020-04-04";"CZ0421";"DÏËÌn";"Z";"65+";"";"1";""
"2020-09-18";"CZ0642";"Brno";"Z";"20-64";"17";"54";"37"
"2020-09-20";"CZ0324";"P¯eötice";"Z";"20-64";"1";"2";"1"
"2020-09-09";"CZ0202";"Beroun";"M";"0-19";"3";"6";"3"
"2020-10-12";"CZ0531";"Chrudim";"M";"20-64";"12";"24";"12"
"2020-04-16";"CZ0203";"Kladno";"M";"20-64";"";"4";""
"2020-09-30";"CZ0532";"Pardubice";"M";"20-64";"18";"36";"18"
"2020-08-04";"CZ0513";"Liberec";"M";"20-64";"";"1";""
"2020-05-15";"CZ0803";"»esk˝ TÏöÌn";"M";"65+";"";"1";""
"2020-10-02";"CZ0722";"Uhersk˝ Brod";"M";"20-64";"17";"32";"15"
"2020-08-04";"CZ0427";"⁄stÌ nad Labem";"Z";"65+";"1";"5";"4"
"2020-10-06";"CZ0208";"Nymburk";"Z";"20-64";"9";"22";"13"
"2020-10-04";"CZ0100";"Praha";"M";"65+";"33";"33";"0"
"2020-09-17";"CZ0712";"äternberk";"M";"20-64";"2";"2";"0"
"2020-03-26";"CZ0712";"Olomouc";"M";"65+";"1";"2";"1"
"2020-10-09";"CZ0413";"Kraslice";"M";"65+";"1";"3";"2"
"2020-09-27";"CZ020A";"N/A";"M";"0-19";"1";"3";"2"
"2020-04-06";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"65+";"";"3";""
"2020-06-12";"CZ0100";"Praha";"Z";"20-64";"7";"36";"29"
"2020-10-02";"CZ0715";"Z·b¯eh";"Z";"20-64";"12";"24";"12"
"2020-09-16";"CZ0514";"Semily";"M";"0-19";"1";"2";"1"
"2020-07-06";"CZ0803";"HavÌ¯ov";"M";"65+";"1";"3";"2"
"2020-09-17";"CZ0532";"Pardubice";"Z";"20-64";"6";"11";"5"
"2020-10-03";"CZ0534";"éamberk";"M";"65+";"1";"2";"1"
"2020-04-01";"CZ0644";"B¯eclav";"Z";"20-64";"4";"12";"8"
"2020-09-26";"CZ0513";"Fr˝dlant";"Z";"20-64";"3";"6";"3"
"2020-07-11";"CZ0204";"KolÌn";"Z";"20-64";"";"2";""
"2020-08-22";"CZ0635";"éÔ·r nad S·zavou";"Z";"65+";"2";"7";"5"
"2020-09-19";"CZ0206";"Neratovice";"M";"0-19";"1";"2";"1"
"2020-07-07";"CZ0206";"MÏlnÌk";"Z";"20-64";"";"1";""
"2020-04-22";"CZ0804";"BÌlovec";"Z";"20-64";"";"2";""
"2020-04-05";"CZ0202";"Beroun";"M";"20-64";"";"1";""
"2020-04-27";"CZ0712";"äternberk";"M";"0-19";"";"16";""
"2020-06-22";"CZ0803";"HavÌ¯ov";"M";"20-64";"3";"36";"33"
"2020-10-08";"CZ0207";"Mnichovo HradiötÏ";"Z";"65+";"2";"4";"2"
"2020-09-23";"CZ0201";"Beneöov";"M";"65+";"";"3";""
"2020-05-22";"CZ0722";"UherskÈ HradiötÏ";"Z";"20-64";"";"2";""
"2020-09-24";"CZ0643";"Poho¯elice";"Z";"20-64";"6";"8";"2"
"2020-09-11";"CZ0424";"Louny";"Z";"65+";"";"2";""
"2020-04-28";"CZ020C";"RakovnÌk";"Z";"20-64";"";"1";""
"2020-07-29";"CZ0644";"Mikulov";"Z";"65+";"1";"2";"1"
"2020-10-04";"CZ0801";"Krnov";"M";"65+";"3";"6";"3"
"2020-05-03";"CZ0201";"Vlaöim";"Z";"20-64";"";"1";""
"2020-03-17";"CZ0647";"Znojmo";"M";"20-64";"";"2";""
"2020-04-17";"CZ0532";"Pardubice";"Z";"20-64";"";"13";""
"2020-09-20";"CZ0722";"Uhersk˝ Brod";"Z";"20-64";"2";"4";"2"
"2020-04-24";"CZ0646";"Vyökov";"Z";"20-64";"1";"2";"1"
"2020-09-11";"CZ0206";"N/A";"Z";"20-64";"";"1";""
"2020-08-28";"CZ0803";"HavÌ¯ov";"Z";"20-64";"";"2";""
"2020-09-03";"CZ0422";"N/A";"Z";"20-64";"1";"2";"1"
"2020-06-12";"CZ0426";"Teplice";"Z";"20-64";"";"2";""
"2020-09-12";"CZ0802";"Fr˝dek-MÌstek";"M";"20-64";"2";"6";"4"
"2020-05-13";"CZ0532";"P¯elouË";"M";"20-64";"";"2";""
"2020-09-25";"CZ0724";"ValaöskÈ Klobouky";"Z";"20-64";"4";"8";"4"
"2020-08-11";"CZ0723";"VsetÌn";"M";"0-19";"";"2";""
"2020-07-04";"CZ0322";"Klatovy";"M";"20-64";"";"1";""
"2020-08-09";"CZ0712";"Litovel";"Z";"65+";"";"1";""
"2020-09-01";"CZ099Y";"N/A";"Z";"0-19";"1";"1";"0"
"2020-09-29";"CZ0803";"Karvin·";"Z";"65+";"";"1";""
"2020-10-06";"CZ0412";"Karlovy Vary";"Z";"0-19";"";"1";""
"2020-09-16";"CZ0644";"HustopeËe";"Z";"20-64";"1";"3";"2"
"2020-10-10";"CZ0642";"Brno";"M";"0-19";"9";"18";"9"
"2020-09-18";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"0-19";"6";"17";"11"
"2020-09-21";"CZ0646";"Slavkov u Brna";"M";"20-64";"";"2";""
"2020-09-09";"CZ0634";"T¯ebÌË";"M";"20-64";"2";"4";"2"
"2020-10-10";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"0-19";"4";"8";"4"
"2020-10-11";"CZ020B";"Dob¯Ìö";"Z";"20-64";"4";"8";"4"
"2020-09-12";"CZ0411";"Cheb";"Z";"20-64";"7";"15";"8"
"2020-09-27";"CZ0412";"Karlovy Vary";"M";"20-64";"";"6";""
"2020-09-03";"CZ0523";"N·chod";"M";"65+";"";"1";""
"2020-09-17";"CZ0714";"P¯erov";"Z";"65+";"";"1";""
"2020-08-07";"CZ0513";"Liberec";"M";"20-64";"1";"6";"5"
"2020-09-09";"CZ0422";"Chomutov";"M";"0-19";"";"1";""
"2020-09-26";"CZ0534";"VysokÈ M˝to";"M";"20-64";"1";"2";"1"
"2020-10-02";"CZ0316";"Strakonice";"Z";"65+";"2";"4";"2"
"2020-07-02";"CZ0100";"Praha";"Z";"0-19";"1";"12";"11"
"2020-08-18";"CZ0644";"B¯eclav";"M";"20-64";"1";"2";"1"
"2020-10-06";"CZ0206";"Kralupy nad Vltavou";"M";"20-64";"11";"25";"14"
"2020-09-08";"CZ0317";"SobÏslav";"M";"0-19";"1";"3";"2"
"2020-09-28";"CZ0533";"Litomyöl";"M";"65+";"2";"5";"3"
"2020-08-18";"CZ0100";"Praha";"M";"65+";"2";"4";"2"
"2020-09-08";"CZ020C";"RakovnÌk";"Z";"0-19";"";"1";""
"2020-08-19";"CZ0645";"VeselÌ nad Moravou";"M";"20-64";"1";"2";"1"
"2020-08-03";"CZ0803";"»esk˝ TÏöÌn";"Z";"20-64";"3";"6";"3"
"2020-03-27";"CZ0206";"Neratovice";"M";"20-64";"2";"4";"2"
"2020-05-20";"CZ0724";"LuhaËovice";"M";"20-64";"";"2";""
"2020-09-19";"CZ0311";"»eskÈ BudÏjovice";"Z";"0-19";"9";"18";"9"
"2020-06-16";"CZ0806";"Ostrava";"M";"20-64";"";"14";""
"2020-09-28";"CZ0427";"⁄stÌ nad Labem";"Z";"20-64";"2";"5";"3"
"2020-03-25";"CZ0531";"Chrudim";"M";"20-64";"3";"4";"1"
"2020-07-29";"CZ0715";"äumperk";"M";"20-64";"2";"5";"3"
"2020-06-04";"CZ0712";"UniËov";"Z";"20-64";"";"1";""
"2020-10-10";"CZ0317";"T·bor";"Z";"20-64";"6";"12";"6"
"2020-07-30";"CZ0208";"Lys· nad Labem";"M";"20-64";"";"1";""
"2020-10-10";"CZ0208";"PodÏbrady";"M";"20-64";"3";"8";"5"
"2020-09-11";"CZ020A";"N/A";"M";"20-64";"1";"1";"0"
"2020-09-15";"CZ0202";"Ho¯ovice";"Z";"20-64";"1";"1";"0"
"2020-09-24";"CZ0724";"Otrokovice";"Z";"20-64";"2";"5";"3"
"2020-05-27";"CZ0326";"Rokycany";"M";"20-64";"";"1";""
"2020-04-19";"CZ0512";"Jablonec nad Nisou";"M";"65+";"";"2";""
"2020-09-30";"CZ0423";"Roudnice nad Labem";"M";"20-64";"6";"16";"10"
"2020-06-30";"CZ0100";"Praha";"Z";"0-19";"1";"8";"7"
"2020-07-28";"CZ0715";"äumperk";"M";"0-19";"1";"4";"3"
"2020-04-27";"CZ0805";"Opava";"Z";"20-64";"2";"8";"6"
"2020-10-06";"CZ0521";"Nov˝ Bydûov";"M";"20-64";"1";"2";"1"
"2020-09-26";"CZ0806";"N/A";"M";"20-64";"3";"6";"3"
"2020-07-29";"CZ0714";"P¯erov";"M";"0-19";"";"2";""
"2020-09-26";"CZ0206";"MÏlnÌk";"M";"0-19";"1";"3";"2"
"2020-03-14";"CZ0411";"Mari·nskÈ L·znÏ";"Z";"0-19";"1";"4";"3"
"2020-10-09";"CZ0513";"Liberec";"Z";"20-64";"80";"124";"44"
"2020-09-28";"CZ0641";"Boskovice";"M";"20-64";"1";"11";"10"
"2020-07-02";"CZ0803";"Karvin·";"M";"65+";"";"2";""
"2020-03-27";"CZ0712";"Olomouc";"M";"65+";"1";"2";"1"
"2020-09-04";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"20-64";"3";"8";"5"
"2020-09-29";"CZ0207";"Mlad· Boleslav";"Z";"20-64";"10";"20";"10"
"2020-04-30";"CZ0411";"Mari·nskÈ L·znÏ";"Z";"65+";"";"4";""
"2020-07-09";"CZ0804";"Nov˝ JiËÌn";"Z";"20-64";"";"6";""
"2020-05-02";"CZ0806";"Ostrava";"Z";"65+";"";"5";""
"2020-07-28";"CZ0714";"Hranice";"Z";"20-64";"";"1";""
"2020-09-15";"CZ0803";"HavÌ¯ov";"M";"20-64";"3";"8";"5"
"2020-07-10";"CZ0202";"Beroun";"M";"20-64";"";"2";""
"2020-10-09";"CZ0427";"⁄stÌ nad Labem";"Z";"20-64";"38";"58";"20"
"2020-09-30";"CZ0100";"Praha";"M";"65+";"21";"63";"42"
"2020-05-06";"CZ0100";"Praha";"M";"65+";"";"29";""
"2020-10-06";"CZ0316";"Strakonice";"M";"20-64";"7";"16";"9"
"2020-10-02";"CZ0804";"Frenöt·t pod RadhoötÏm";"Z";"65+";"1";"2";"1"
"2020-09-29";"CZ0633";"Humpolec";"M";"0-19";"4";"8";"4"
"2020-04-27";"CZ0712";"Litovel";"M";"0-19";"";"15";""
"2020-08-01";"CZ0202";"Ho¯ovice";"Z";"20-64";"";"1";""
"2020-03-11";"CZ0423";"LitomÏ¯ice";"M";"20-64";"";"1";""
"2020-07-08";"CZ0533";"Moravsk· T¯ebov·";"M";"20-64";"";"2";""
"2020-10-06";"CZ0511";"»esk· LÌpa";"M";"20-64";"10";"18";"8"
"2020-03-31";"CZ0322";"Klatovy";"Z";"0-19";"1";"2";"1"
"2020-10-10";"CZ0806";"N/A";"Z";"20-64";"9";"19";"10"
"2020-07-04";"CZ0209";"ÿÌËany";"Z";"20-64";"";"2";""
"2020-09-23";"CZ020A";"N/A";"Z";"20-64";"7";"7";"0"
"2020-04-21";"CZ0714";"P¯erov";"M";"20-64";"";"4";""
"2020-06-10";"CZ0712";"Litovel";"Z";"0-19";"";"1";""
"2020-09-15";"CZ0511";"Nov˝ Bor";"Z";"0-19";"1";"2";"1"
"2020-08-29";"CZ0806";"Ostrava";"Z";"65+";"1";"4";"3"
"2020-05-25";"CZ0207";"Mlad· Boleslav";"M";"20-64";"";"1";""
"2020-09-28";"CZ0642";"Brno";"Z";"20-64";"15";"77";"62"
"2020-09-05";"CZ0723";"Roûnov pod RadhoötÏm";"M";"20-64";"1";"2";"1"
"2020-04-20";"CZ0201";"Vlaöim";"Z";"20-64";"";"1";""
"2020-04-12";"CZ020A";"»ernoöice";"M";"65+";"";"2";""
"2020-09-23";"CZ0724";"ValaöskÈ Klobouky";"M";"0-19";"";"1";""
"2020-09-11";"CZ0722";"Uhersk˝ Brod";"Z";"0-19";"2";"4";"2"
"2020-09-04";"CZ0643";"Rosice";"Z";"20-64";"1";"2";"1"
"2020-10-06";"CZ0804";"Odry";"M";"20-64";"4";"8";"4"
"2020-10-12";"CZ0324";"P¯eötice";"Z";"20-64";"2";"3";"1"
"2020-10-09";"CZ0714";"N/A";"Z";"0-19";"2";"2";"0"
"2020-09-08";"CZ0422";"Chomutov";"M";"20-64";"1";"3";"2"
"2020-10-05";"CZ0713";"Konice";"M";"65+";"1";"2";"1"
"2020-09-08";"CZ0534";"⁄stÌ nad OrlicÌ";"Z";"0-19";"";"1";""
"2020-05-16";"CZ0724";"ZlÌn";"M";"20-64";"";"2";""
"2020-09-09";"CZ0803";"Karvin·";"M";"20-64";"";"4";""
"2020-09-20";"CZ0724";"ZlÌn";"Z";"20-64";"1";"2";"1"
"2020-10-04";"CZ0803";"HavÌ¯ov";"M";"20-64";"9";"19";"10"
"2020-08-11";"CZ0534";"⁄stÌ nad OrlicÌ";"M";"20-64";"1";"1";"0"
"2020-10-06";"CZ0724";"ValaöskÈ Klobouky";"Z";"20-64";"5";"13";"8"
"2020-04-17";"CZ0805";"Krava¯e";"Z";"20-64";"1";"4";"3"
"2020-03-23";"CZ0714";"Hranice";"M";"20-64";"1";"2";"1"
"2020-08-29";"CZ0201";"Beneöov";"M";"20-64";"1";"5";"4"
"2020-04-01";"CZ0525";"Trutnov";"M";"65+";"";"2";""
"2020-05-12";"CZ0713";"ProstÏjov";"M";"20-64";"2";"3";"1"
"2020-04-23";"CZ0804";"Odry";"M";"20-64";"";"1";""
"2020-04-09";"CZ0524";"Kostelec nad OrlicÌ";"Z";"20-64";"1";"2";"1"
"2020-10-08";"CZ0723";"VsetÌn";"Z";"20-64";"6";"16";"10"
"2020-09-29";"CZ0722";"UherskÈ HradiötÏ";"Z";"20-64";"12";"35";"23"
"2020-08-12";"CZ0426";"Teplice";"M";"0-19";"";"1";""
"2020-05-11";"CZ0643";"Ku¯im";"M";"20-64";"";"1";""
"2020-06-26";"CZ0531";"Chrudim";"Z";"20-64";"";"1";""
"2020-08-20";"CZ0525";"Trutnov";"M";"0-19";"1";"4";"3"
"2020-06-23";"CZ0803";"HavÌ¯ov";"M";"0-19";"1";"6";"5"
"2020-09-06";"CZ0412";"Karlovy Vary";"M";"20-64";"1";"3";"2"
"2020-10-07";"CZ0712";"UniËov";"M";"0-19";"";"2";""
"2020-05-05";"CZ0321";"Horöovsk˝ T˝n";"M";"65+";"";"1";""
"2020-04-14";"CZ0205";"Kutn· Hora";"M";"0-19";"";"1";""
"2020-09-26";"CZ0523";"N·chod";"Z";"0-19";"4";"10";"6"
"2020-10-08";"CZ0646";"Vyökov";"M";"20-64";"9";"17";"8"
"2020-05-21";"CZ0804";"Nov˝ JiËÌn";"Z";"20-64";"";"2";""
"2020-10-08";"CZ0208";"Lys· nad Labem";"M";"20-64";"2";"11";"9"
"2020-08-08";"CZ0802";"Jablunkov";"M";"20-64";"4";"9";"5"
"2020-04-12";"CZ0803";"HavÌ¯ov";"M";"20-64";"";"4";""
"2020-09-24";"CZ0635";"VelkÈ Mezi¯ÌËÌ";"Z";"0-19";"6";"14";"8"
"2020-09-28";"CZ0646";"Slavkov u Brna";"Z";"20-64";"";"2";""
"2020-04-21";"CZ020A";"»ernoöice";"Z";"0-19";"";"3";""
"2020-08-08";"CZ0723";"Roûnov pod RadhoötÏm";"Z";"20-64";"1";"2";"1"
"2020-09-17";"CZ0523";"N·chod";"M";"65+";"1";"3";"2"
"2020-10-12";"CZ0412";"Karlovy Vary";"Z";"20-64";"3";"5";"2"
"2020-06-25";"CZ0315";"Prachatice";"Z";"20-64";"2";"4";"2"
"2020-07-29";"CZ0326";"Rokycany";"M";"0-19";"2";"5";"3"
"2020-10-07";"CZ0324";"Stod";"Z";"65+";"1";"2";"1"
"2020-06-15";"CZ0322";"Suöice";"M";"20-64";"";"1";""
"2020-10-06";"CZ0323";"N/A";"M";"20-64";"1";"1";"0"
"2020-10-08";"CZ0514";"Turnov";"Z";"65+";"2";"2";"0"
"2020-10-09";"CZ0201";"Beneöov";"M";"0-19";"5";"6";"1"
"2020-09-13";"CZ0317";"T·bor";"M";"0-19";"";"2";""
"2020-05-22";"CZ0724";"LuhaËovice";"M";"20-64";"";"2";""
"2020-08-06";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"65+";"";"1";""
"2020-05-27";"CZ0427";"⁄stÌ nad Labem";"M";"0-19";"";"1";""
"2020-09-18";"CZ0723";"ValaöskÈ Mezi¯ÌËÌ";"Z";"20-64";"1";"3";"2"
"2020-07-09";"CZ0724";"ZlÌn";"Z";"20-64";"";"1";""
"2020-09-20";"CZ0323";"PlzeÚ";"Z";"0-19";"2";"8";"6"
"2020-09-27";"CZ0722";"UherskÈ HradiötÏ";"M";"20-64";"5";"14";"9"
"2020-09-24";"CZ0514";"Semily";"Z";"0-19";"2";"4";"2"
"2020-08-03";"CZ0631";"HavlÌËk˘v Brod";"M";"20-64";"";"1";""
"2020-04-29";"CZ0201";"Vlaöim";"Z";"20-64";"";"1";""
"2020-08-04";"CZ0802";"Fr˝dek-MÌstek";"Z";"65+";"";"4";""
"2020-05-05";"CZ0802";"T¯inec";"M";"65+";"";"1";""
"2020-04-09";"CZ0525";"Trutnov";"M";"65+";"";"1";""
"2020-03-17";"CZ0533";"Litomyöl";"Z";"20-64";"";"2";""
"2020-09-22";"CZ0802";"Fr˝dek-MÌstek";"Z";"65+";"1";"3";"2"
"2020-05-22";"CZ020B";"P¯Ìbram";"M";"20-64";"";"1";""
"2020-07-02";"CZ0512";"Jablonec nad Nisou";"Z";"20-64";"";"6";""
"2020-09-10";"CZ0323";"PlzeÚ";"M";"20-64";"19";"36";"17"
"2020-05-15";"CZ0722";"Uhersk˝ Brod";"Z";"65+";"";"4";""
"2020-06-30";"CZ0513";"Liberec";"M";"0-19";"";"1";""
"2020-10-01";"CZ0534";"VysokÈ M˝to";"Z";"65+";"2";"4";"2"
"2020-09-30";"CZ0721";"Byst¯ice pod Host˝nem";"M";"0-19";"";"1";""
"2020-03-31";"CZ0206";"MÏlnÌk";"Z";"20-64";"1";"2";"1"
"2020-09-05";"CZ0534";"éamberk";"M";"65+";"1";"2";"1"
"2020-06-15";"CZ0802";"T¯inec";"M";"20-64";"";"2";""
"2020-04-13";"CZ0322";"Klatovy";"Z";"20-64";"2";"8";"6"
"2020-04-29";"CZ0327";"Tachov";"M";"20-64";"1";"2";"1"
"2020-06-09";"CZ0201";"Votice";"Z";"20-64";"";"1";""
"2020-09-17";"CZ0643";"Rosice";"M";"20-64";"1";"3";"2"
"2020-08-31";"CZ0642";"N/A";"M";"20-64";"";"2";""
"2020-04-13";"CZ0642";"Brno";"M";"20-64";"";"11";""
"2020-06-01";"CZ0805";"Opava";"M";"65+";"";"1";""
"2020-03-25";"CZ0523";"Broumov";"Z";"20-64";"";"2";""
"2020-09-18";"CZ0312";"»esk˝ Krumlov";"Z";"65+";"1";"2";"1"
"2020-10-06";"CZ0722";"Uhersk˝ Brod";"M";"20-64";"8";"32";"24"
"2020-04-10";"CZ0204";"»esk˝ Brod";"Z";"65+";"1";"3";"2"
"2020-09-15";"CZ0312";"Kaplice";"Z";"20-64";"";"1";""
"2020-09-01";"CZ0322";"N/A";"Z";"20-64";"1";"1";"0"
"2020-03-30";"CZ0423";"Lovosice";"Z";"65+";"";"2";""
"2020-05-14";"CZ0714";"P¯erov";"M";"20-64";"";"2";""
"2020-09-30";"CZ0644";"HustopeËe";"Z";"20-64";"4";"10";"6"
"2020-09-25";"CZ0532";"Pardubice";"Z";"65+";"3";"6";"3"
"2020-09-21";"CZ0642";"Brno";"Z";"20-64";"16";"92";"76"
"2020-09-29";"CZ0802";"Fr˝dek-MÌstek";"M";"65+";"";"1";""
"2020-08-03";"CZ0803";"»esk˝ TÏöÌn";"M";"20-64";"1";"2";"1"
"2020-10-11";"CZ0521";"Nov˝ Bydûov";"Z";"20-64";"3";"6";"3"
"2020-05-09";"CZ0421";"Varnsdorf";"M";"20-64";"";"1";""
"2020-05-02";"CZ0511";"»esk· LÌpa";"M";"20-64";"";"2";""
"2020-04-01";"CZ0805";"HluËÌn";"Z";"65+";"";"2";""
"2020-05-25";"";"";"";"";"";"4";""
"2020-05-03";"CZ0634";"N·mÏöù nad Oslavou";"Z";"0-19";"";"2";""
"2020-09-27";"CZ0207";"Mlad· Boleslav";"M";"0-19";"4";"8";"4"
"2020-09-15";"CZ0525";"VrchlabÌ";"Z";"0-19";"6";"7";"1"
"2020-09-18";"CZ0421";"Varnsdorf";"M";"0-19";"1";"2";"1"
"2020-10-09";"CZ0712";"Olomouc";"M";"65+";"7";"11";"4"
"2020-08-12";"CZ0203";"Slan˝";"Z";"20-64";"2";"5";"3"
"2020-09-28";"CZ0633";"Humpolec";"Z";"65+";"1";"2";"1"
"2020-09-16";"CZ0534";"»esk· T¯ebov·";"Z";"20-64";"6";"11";"5"
"2020-09-18";"CZ0523";"N·chod";"Z";"20-64";"5";"20";"15"
"2020-06-22";"CZ0724";"ZlÌn";"Z";"20-64";"";"4";""
"2020-03-28";"CZ0712";"UniËov";"Z";"20-64";"";"8";""
"2020-07-27";"CZ0715";"äumperk";"M";"20-64";"1";"2";"1"
"2020-08-29";"CZ0724";"ZlÌn";"Z";"20-64";"";"1";""
"2020-10-02";"CZ0533";"Moravsk· T¯ebov·";"Z";"20-64";"1";"3";"2"
"2020-10-04";"CZ0531";"Hlinsko";"M";"20-64";"1";"2";"1"
"2020-06-12";"";"";"";"";"";"1";""
"2020-09-16";"CZ0204";"KolÌn";"Z";"65+";"1";"5";"4"
"2020-10-03";"CZ0644";"HustopeËe";"Z";"65+";"2";"4";"2"
"2020-09-20";"CZ0647";"Znojmo";"Z";"20-64";"";"1";""
"2020-04-01";"CZ0713";"ProstÏjov";"Z";"20-64";"";"3";""
"2020-05-30";"CZ020A";"»ernoöice";"Z";"20-64";"";"1";""
"2020-07-02";"CZ0522";"JiËÌn";"M";"65+";"";"2";""
"2020-04-06";"CZ0802";"Fr˝dek-MÌstek";"M";"20-64";"3";"8";"5"
"2020-10-02";"CZ0803";"Karvin·";"M";"20-64";"5";"13";"8"
"2020-10-05";"CZ020A";"N/A";"M";"0-19";"3";"3";"0"
"2020-09-05";"CZ0317";"T·bor";"M";"20-64";"2";"5";"3"
"2020-05-26";"CZ0532";"P¯elouË";"Z";"65+";"";"1";""
"2020-10-10";"CZ020C";"RakovnÌk";"M";"20-64";"4";"8";"4"
"2020-05-26";"CZ0100";"Praha";"M";"0-19";"";"12";""
"2020-04-11";"CZ0100";"Praha";"Z";"20-64";"7";"130";"123"
"2020-04-03";"CZ0202";"Beroun";"M";"20-64";"";"1";""
"2020-08-08";"CZ0714";"P¯erov";"M";"20-64";"";"1";""
"2020-04-27";"CZ0322";"Klatovy";"M";"20-64";"";"3";""
"2020-10-08";"CZ0326";"Rokycany";"M";"20-64";"11";"27";"16"
"2020-09-22";"CZ0643";"älapanice";"M";"20-64";"9";"18";"9"
"2020-08-07";"CZ0423";"Roudnice nad Labem";"Z";"20-64";"";"1";""
"2020-10-11";"CZ0203";"Slan˝";"Z";"0-19";"3";"6";"3"
"2020-06-29";"CZ0100";"Praha";"M";"0-19";"";"8";""
"2020-10-08";"CZ0715";"Z·b¯eh";"Z";"20-64";"6";"22";"16"
"2020-09-15";"CZ0642";"Brno";"M";"0-19";"3";"13";"10"
"2020-09-23";"CZ0645";"HodonÌn";"Z";"20-64";"10";"21";"11"
"2020-10-07";"CZ0426";"Teplice";"Z";"65+";"2";"5";"3"
"2020-09-09";"CZ0317";"SobÏslav";"Z";"0-19";"1";"4";"3"
"2020-09-04";"CZ0411";"Cheb";"M";"20-64";"3";"7";"4"
"2020-07-31";"CZ0208";"Lys· nad Labem";"Z";"20-64";"";"1";""
"2020-08-28";"CZ0802";"T¯inec";"Z";"0-19";"1";"2";"1"
"2020-10-03";"CZ0532";"Pardubice";"Z";"0-19";"1";"2";"1"
"2020-04-18";"CZ0802";"Fr˝dlant nad OstravicÌ";"M";"65+";"";"2";""
"2020-04-01";"CZ0201";"Votice";"Z";"65+";"1";"2";"1"
"2020-06-09";"CZ0802";"Jablunkov";"M";"65+";"";"1";""
"2020-04-15";"CZ0534";"»esk· T¯ebov·";"Z";"20-64";"";"1";""
"2020-10-04";"CZ0314";"N/A";"M";"20-64";"";"2";""
"2020-05-20";"CZ0311";"»eskÈ BudÏjovice";"Z";"20-64";"";"1";""
"2020-06-01";"CZ0633";"Humpolec";"M";"20-64";"";"3";""
