"datum_vysledku";"okres";"orp";"pohlavi";"vek_kat";"pocet_pozitivni_primarni";"pocet_testu_u_pozitivnich";"pocet_opakovanych"
"2020-08-25";"CZ0713";"ProstÏjov";"Z";"65+";"7";"14";"7"
"2020-09-01";"CZ0714";"P¯erov";"M";"20-64";"";"2";""
"2020-09-09";"CZ0806";"Ostrava";"M";"0-19";"5";"13";"8"
"2020-07-16";"CZ0803";"Orlov·";"Z";"65+";"";"2";""
"2020-08-17";"CZ0802";"Fr˝dlant nad OstravicÌ";"M";"0-19";"1";"2";"1"
"2020-04-23";"CZ020C";"RakovnÌk";"Z";"20-64";"";"1";""
"2020-10-11";"CZ020B";"P¯Ìbram";"M";"20-64";"10";"21";"11"
"2020-09-18";"CZ0642";"Brno";"M";"0-19";"3";"6";"3"
"2020-04-03";"CZ0534";"VysokÈ M˝to";"Z";"20-64";"1";"2";"1"
"2020-05-11";"CZ0412";"Karlovy Vary";"M";"20-64";"";"1";""
"2020-09-28";"CZ0201";"Beneöov";"M";"65+";"1";"3";"2"
"2020-05-23";"CZ0323";"PlzeÚ";"M";"20-64";"";"1";""
"2020-10-11";"CZ0805";"Krava¯e";"Z";"65+";"1";"2";"1"
"2020-09-30";"CZ0427";"⁄stÌ nad Labem";"M";"20-64";"11";"25";"14"
"2020-07-08";"CZ0802";"T¯inec";"M";"0-19";"";"2";""
"2020-07-20";"CZ0803";"Orlov·";"Z";"0-19";"";"1";""
"2020-05-27";"CZ0802";"Fr˝dek-MÌstek";"M";"0-19";"";"4";""
"2020-10-04";"CZ0511";"»esk· LÌpa";"Z";"20-64";"1";"2";"1"
"2020-07-30";"CZ0645";"Kyjov";"Z";"65+";"1";"2";"1"
"2020-10-02";"CZ0722";"UherskÈ HradiötÏ";"M";"0-19";"5";"8";"3"
"2020-09-25";"CZ0315";"Prachatice";"Z";"20-64";"5";"6";"1"
"2020-04-18";"CZ0523";"N·chod";"M";"20-64";"";"1";""
"2020-06-01";"CZ0802";"Jablunkov";"Z";"65+";"";"2";""
"2020-09-26";"CZ0323";"N/A";"M";"20-64";"1";"1";"0"
"2020-09-08";"CZ0522";"Nov· Paka";"Z";"20-64";"";"1";""
"2020-04-11";"CZ0644";"B¯eclav";"M";"20-64";"1";"7";"6"
"2020-06-14";"CZ0806";"Ostrava";"Z";"20-64";"";"3";""
"2020-09-23";"CZ0313";"Jind¯ich˘v Hradec";"Z";"0-19";"2";"4";"2"
"2020-09-14";"CZ0523";"JaromÏ¯";"Z";"20-64";"1";"7";"6"
"2020-08-19";"CZ0511";"»esk· LÌpa";"M";"20-64";"";"2";""
"2020-05-21";"CZ0204";"KolÌn";"M";"20-64";"";"2";""
"2020-10-08";"CZ0802";"Jablunkov";"M";"0-19";"";"1";""
"2020-09-24";"CZ0311";"»eskÈ BudÏjovice";"Z";"65+";"4";"7";"3"
"2020-09-25";"CZ0324";"Stod";"M";"20-64";"3";"2";"-1"
"2020-07-15";"CZ0323";"PlzeÚ";"M";"20-64";"";"3";""
"2020-05-27";"CZ0524";"Kostelec nad OrlicÌ";"Z";"20-64";"";"2";""
"2020-09-11";"CZ0534";"»esk· T¯ebov·";"M";"20-64";"";"2";""
"2020-04-24";"CZ0712";"Litovel";"M";"65+";"";"3";""
"2020-04-29";"";"";"";"";"";"12";""
"2020-09-30";"CZ0534";"»esk· T¯ebov·";"M";"20-64";"1";"2";"1"
"2020-09-23";"CZ0317";"T·bor";"M";"20-64";"7";"16";"9"
"2020-09-11";"CZ0201";"Beneöov";"Z";"20-64";"1";"11";"10"
"2020-08-14";"CZ0804";"BÌlovec";"Z";"65+";"";"1";""
"2020-09-15";"CZ0647";"Znojmo";"M";"20-64";"1";"2";"1"
"2020-09-16";"CZ0316";"Strakonice";"M";"20-64";"3";"1";"-2"
"2020-04-13";"CZ0201";"Beneöov";"M";"65+";"";"2";""
"2020-10-07";"CZ0413";"N/A";"M";"20-64";"1";"2";"1"
"2020-10-04";"CZ0805";"HluËÌn";"M";"20-64";"1";"2";"1"
"2020-04-30";"CZ0411";"Cheb";"Z";"65+";"";"3";""
"2020-08-10";"CZ0803";"BohumÌn";"M";"65+";"";"1";""
"2020-09-11";"CZ0803";"Karvin·";"M";"0-19";"";"2";""
"2020-06-27";"CZ0712";"Olomouc";"M";"20-64";"";"2";""
"2020-04-27";"CZ0202";"Ho¯ovice";"M";"20-64";"";"2";""
"2020-05-07";"CZ0512";"Jablonec nad Nisou";"M";"20-64";"";"3";""
"2020-09-19";"CZ0206";"MÏlnÌk";"Z";"0-19";"3";"6";"3"
"2020-04-12";"CZ0804";"BÌlovec";"Z";"65+";"";"2";""
"2020-04-23";"CZ0209";"ÿÌËany";"M";"20-64";"";"1";""
"2020-10-05";"CZ0804";"BÌlovec";"Z";"20-64";"6";"16";"10"
"2020-03-24";"CZ0209";"ÿÌËany";"Z";"65+";"";"1";""
"2020-05-04";"CZ0531";"Hlinsko";"Z";"0-19";"";"2";""
"2020-08-11";"CZ0411";"Cheb";"Z";"20-64";"";"1";""
"2020-04-24";"CZ0207";"Mnichovo HradiötÏ";"Z";"20-64";"";"2";""
"2020-08-15";"CZ0804";"Nov˝ JiËÌn";"Z";"0-19";"1";"3";"2"
"2020-05-02";"CZ0712";"Litovel";"M";"20-64";"";"4";""
"2020-10-02";"CZ0316";"Strakonice";"Z";"0-19";"2";"2";"0"
"2020-04-29";"CZ0641";"Boskovice";"Z";"20-64";"";"3";""
"2020-08-06";"CZ0803";"BohumÌn";"M";"20-64";"1";"2";"1"
"2020-09-27";"CZ0201";"Vlaöim";"M";"20-64";"8";"10";"2"
"2020-09-22";"CZ020A";"»ernoöice";"Z";"65+";"4";"11";"7"
"2020-08-20";"CZ0323";"PlzeÚ";"M";"0-19";"1";"3";"2"
"2020-06-25";"CZ0426";"Teplice";"M";"20-64";"";"1";""
"2020-09-23";"CZ0323";"N/A";"M";"20-64";"3";"4";"1"
"2020-10-03";"CZ0533";"Litomyöl";"M";"65+";"2";"4";"2"
"2020-09-25";"CZ0411";"Cheb";"M";"20-64";"7";"15";"8"
"2020-09-28";"CZ0806";"Ostrava";"Z";"0-19";"5";"10";"5"
"2020-07-23";"CZ0802";"T¯inec";"M";"20-64";"1";"3";"2"
"2020-06-12";"CZ0802";"T¯inec";"Z";"65+";"";"1";""
"2020-04-03";"CZ0208";"PodÏbrady";"Z";"20-64";"";"1";""
"2020-04-08";"CZ0724";"ValaöskÈ Klobouky";"Z";"20-64";"1";"2";"1"
"2020-09-29";"CZ0713";"ProstÏjov";"M";"20-64";"7";"17";"10"
"2020-10-01";"CZ0723";"ValaöskÈ Mezi¯ÌËÌ";"Z";"20-64";"6";"16";"10"
"2020-06-09";"CZ0645";"Kyjov";"Z";"20-64";"";"1";""
"2020-10-09";"CZ0202";"Beroun";"M";"65+";"4";"4";"0"
"2020-06-29";"CZ0646";"Vyökov";"M";"65+";"";"2";""
"2020-08-17";"CZ0803";"BohumÌn";"M";"20-64";"2";"4";"2"
"2020-10-03";"CZ0646";"BuËovice";"Z";"65+";"";"2";""
"2020-10-07";"CZ0724";"ZlÌn";"M";"0-19";"1";"8";"7"
"2020-07-31";"CZ0412";"Karlovy Vary";"M";"0-19";"1";"3";"2"
"2020-04-25";"CZ0634";"T¯ebÌË";"M";"0-19";"";"2";""
"2020-10-12";"CZ0643";"Rosice";"Z";"20-64";"1";"1";"0"
"2020-07-22";"CZ0100";"Praha";"M";"65+";"1";"1";"0"
"2020-09-04";"CZ0723";"ValaöskÈ Mezi¯ÌËÌ";"Z";"20-64";"";"1";""
"2020-04-30";"CZ0324";"Blovice";"Z";"65+";"";"2";""
"2020-09-18";"CZ0511";"»esk· LÌpa";"Z";"20-64";"2";"4";"2"
"2020-09-30";"CZ0724";"Vizovice";"Z";"20-64";"2";"6";"4"
"2020-10-12";"CZ0327";"N/A";"Z";"20-64";"2";"2";"0"
"2020-09-29";"CZ0534";"»esk· T¯ebov·";"Z";"65+";"1";"3";"2"
"2020-09-16";"CZ0326";"N/A";"Z";"20-64";"1";"2";"1"
"2020-10-10";"CZ0423";"LitomÏ¯ice";"Z";"0-19";"1";"2";"1"
"2020-09-17";"CZ0327";"Tachov";"Z";"65+";"";"1";""
"2020-09-28";"CZ0522";"JiËÌn";"M";"20-64";"1";"2";"1"
"2020-05-13";"CZ0521";"Hradec Kr·lovÈ";"Z";"20-64";"";"4";""
"2020-09-08";"CZ0514";"Jilemnice";"M";"20-64";"1";"4";"3"
"2020-08-29";"CZ0421";"DÏËÌn";"Z";"0-19";"5";"2";"-3"
"2020-09-08";"CZ0205";"Kutn· Hora";"M";"0-19";"";"1";""
"2020-05-03";"CZ0803";"Orlov·";"Z";"0-19";"";"1";""
"2020-06-16";"CZ020B";"P¯Ìbram";"Z";"20-64";"";"2";""
"2020-09-05";"CZ0207";"Mlad· Boleslav";"M";"0-19";"1";"2";"1"
"2020-08-31";"CZ0802";"Fr˝dek-MÌstek";"Z";"65+";"2";"5";"3"
"2020-09-23";"CZ0325";"Kralovice";"Z";"20-64";"2";"8";"6"
"2020-09-20";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"65+";"1";"3";"2"
"2020-10-11";"CZ0208";"PodÏbrady";"M";"0-19";"";"1";""
"2020-05-04";"CZ0424";"éatec";"Z";"65+";"";"2";""
"2020-09-26";"CZ0206";"Kralupy nad Vltavou";"M";"0-19";"1";"2";"1"
"2020-04-29";"CZ0532";"Pardubice";"Z";"65+";"";"4";""
"2020-09-16";"CZ0201";"Vlaöim";"Z";"20-64";"6";"10";"4"
"2020-09-22";"CZ0325";"Kralovice";"M";"20-64";"3";"7";"4"
"2020-04-20";"CZ0804";"BÌlovec";"Z";"20-64";"";"3";""
"2020-07-20";"CZ0713";"ProstÏjov";"M";"0-19";"";"2";""
"2020-05-27";"CZ0712";"UniËov";"Z";"65+";"";"4";""
"2020-08-05";"CZ0803";"Karvin·";"Z";"20-64";"1";"2";"1"
"2020-05-27";"CZ0804";"Kop¯ivnice";"M";"65+";"";"2";""
"2020-10-01";"CZ0641";"Boskovice";"M";"65+";"4";"9";"5"
"2020-10-09";"CZ0534";"⁄stÌ nad OrlicÌ";"Z";"65+";"";"1";""
"2020-09-14";"CZ099Y";"N/A";"M";"0-19";"";"1";""
"2020-04-12";"CZ0806";"Ostrava";"Z";"20-64";"3";"12";"9"
"2020-10-09";"CZ0514";"Semily";"Z";"20-64";"4";"6";"2"
"2020-04-20";"CZ0644";"B¯eclav";"Z";"20-64";"";"12";""
"2020-07-24";"CZ0100";"Praha";"M";"0-19";"16";"32";"16"
"2020-05-20";"CZ0514";"Semily";"Z";"65+";"";"1";""
"2020-10-11";"CZ0714";"LipnÌk nad BeËvou";"Z";"20-64";"1";"2";"1"
"2020-04-13";"CZ0803";"HavÌ¯ov";"M";"20-64";"";"2";""
"2020-04-16";"CZ0712";"UniËov";"Z";"65+";"2";"10";"8"
"2020-09-26";"CZ0325";"N˝¯any";"Z";"0-19";"2";"4";"2"
"2020-09-27";"CZ0207";"Mlad· Boleslav";"Z";"0-19";"1";"1";"0"
"2020-06-09";"CZ0412";"Karlovy Vary";"Z";"20-64";"";"1";""
"2020-11-09";"CZ0713";"ProstÏjov";"Z";"20-64";"";"2";""
"2020-10-06";"CZ020A";"»ernoöice";"Z";"65+";"2";"3";"1"
"2020-06-06";"CZ0100";"Praha";"Z";"20-64";"";"41";""
"2020-06-22";"CZ0714";"LipnÌk nad BeËvou";"Z";"0-19";"";"4";""
"2020-09-07";"CZ0513";"Liberec";"Z";"0-19";"";"1";""
"2020-04-21";"CZ0512";"Jablonec nad Nisou";"M";"0-19";"";"2";""
"2020-08-09";"CZ0209";"N/A";"M";"20-64";"1";"1";"0"
"2020-04-14";"CZ0802";"Jablunkov";"M";"65+";"";"1";""
"2020-04-15";"CZ0635";"éÔ·r nad S·zavou";"Z";"65+";"";"2";""
"2020-06-14";"CZ0803";"Karvin·";"Z";"20-64";"";"9";""
"2020-07-05";"CZ0209";"ÿÌËany";"Z";"20-64";"";"2";""
"2020-10-06";"CZ0424";"Louny";"M";"65+";"";"4";""
"2020-05-04";"CZ0533";"Litomyöl";"M";"0-19";"";"1";""
"2020-10-04";"CZ0206";"Kralupy nad Vltavou";"Z";"20-64";"3";"7";"4"
"2020-09-10";"CZ020A";"»ernoöice";"Z";"20-64";"14";"28";"14"
"2020-10-08";"CZ0533";"Litomyöl";"M";"65+";"3";"10";"7"
"2020-09-27";"CZ0321";"Domaûlice";"Z";"0-19";"2";"4";"2"
"2020-03-12";"CZ0209";"ÿÌËany";"Z";"20-64";"";"2";""
"2020-04-04";"CZ0413";"Kraslice";"M";"65+";"1";"3";"2"
"2020-03-23";"CZ020A";"»ernoöice";"M";"65+";"";"1";""
"2020-09-29";"CZ0802";"Fr˝dek-MÌstek";"Z";"65+";"1";"3";"2"
"2020-09-07";"CZ0712";"Olomouc";"Z";"65+";"1";"6";"5"
"2020-05-03";"CZ0324";"P¯eötice";"Z";"65+";"1";"2";"1"
"2020-04-02";"CZ0411";"Mari·nskÈ L·znÏ";"Z";"20-64";"1";"6";"5"
"2020-09-30";"CZ0804";"Odry";"Z";"20-64";"1";"2";"1"
"2020-09-30";"CZ0804";"BÌlovec";"Z";"65+";"1";"2";"1"
"2020-09-23";"CZ0643";"Tiönov";"M";"65+";"2";"6";"4"
"2020-09-28";"CZ0802";"Fr˝dlant nad OstravicÌ";"M";"65+";"1";"2";"1"
"2020-07-31";"CZ0208";"PodÏbrady";"M";"20-64";"";"2";""
"2020-08-28";"CZ0645";"VeselÌ nad Moravou";"Z";"65+";"";"2";""
"2020-09-04";"CZ0201";"Vlaöim";"Z";"20-64";"1";"2";"1"
"2020-10-05";"CZ0208";"Nymburk";"M";"65+";"";"1";""
"2020-05-07";"CZ0713";"ProstÏjov";"Z";"0-19";"";"2";""
"2020-10-09";"CZ0643";"Rosice";"Z";"20-64";"4";"7";"3"
"2020-05-26";"CZ020B";"P¯Ìbram";"Z";"0-19";"";"1";""
"2020-10-02";"CZ0313";"T¯eboÚ";"M";"20-64";"2";"7";"5"
"2020-03-28";"CZ0645";"Kyjov";"Z";"20-64";"";"1";""
"2020-04-07";"CZ0327";"Tachov";"M";"20-64";"";"1";""
"2020-04-21";"CZ0723";"Roûnov pod RadhoötÏm";"Z";"0-19";"";"2";""
"2020-08-03";"CZ0801";"Brunt·l";"Z";"0-19";"";"1";""
"2020-04-23";"CZ0423";"Roudnice nad Labem";"Z";"0-19";"";"1";""
"2020-10-01";"CZ0635";"VelkÈ Mezi¯ÌËÌ";"Z";"0-19";"1";"3";"2"
"2020-05-04";"CZ0803";"Orlov·";"M";"20-64";"";"1";""
"2020-08-21";"CZ0803";"Karvin·";"Z";"20-64";"";"6";""
"2020-04-20";"CZ0722";"UherskÈ HradiötÏ";"M";"20-64";"";"4";""
"2020-09-05";"CZ0325";"Kralovice";"M";"65+";"1";"1";"0"
"2020-08-26";"CZ0207";"N/A";"M";"20-64";"1";"2";"1"
"2020-09-18";"CZ0512";"Jablonec nad Nisou";"M";"20-64";"4";"8";"4"
"2020-03-24";"CZ0421";"Varnsdorf";"Z";"20-64";"";"1";""
"2020-09-24";"CZ0522";"JiËÌn";"M";"65+";"1";"2";"1"
"2020-10-12";"CZ0633";"Pelh¯imov";"Z";"20-64";"16";"32";"16"
"2020-04-25";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"0-19";"";"1";""
"2020-04-02";"CZ0722";"Uhersk˝ Brod";"M";"0-19";"";"2";""
"2020-08-17";"CZ0203";"Slan˝";"Z";"20-64";"2";"5";"3"
"2020-09-25";"CZ0534";"»esk· T¯ebov·";"Z";"20-64";"2";"4";"2"
"2020-08-02";"CZ0803";"Karvin·";"Z";"20-64";"";"2";""
"2020-06-21";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"20-64";"";"2";""
"2020-09-15";"CZ0411";"Mari·nskÈ L·znÏ";"Z";"20-64";"2";"8";"6"
"2020-09-22";"CZ0634";"T¯ebÌË";"Z";"20-64";"3";"9";"6"
"2020-09-09";"CZ0202";"N/A";"Z";"65+";"1";"1";"0"
"2020-04-16";"CZ0534";"VysokÈ M˝to";"Z";"20-64";"";"1";""
"2020-09-24";"CZ020A";"N/A";"Z";"20-64";"6";"4";"-2"
"2020-09-16";"CZ0411";"Cheb";"Z";"0-19";"5";"12";"7"
"2020-10-11";"CZ0804";"BÌlovec";"Z";"0-19";"1";"2";"1"
"2020-10-10";"CZ0643";"éidlochovice";"M";"20-64";"2";"4";"2"
"2020-10-05";"CZ0532";"Pardubice";"Z";"20-64";"11";"28";"17"
"2020-08-10";"CZ0322";"HoraûÔovice";"M";"20-64";"";"2";""
"2020-08-11";"CZ0806";"Ostrava";"M";"20-64";"3";"9";"6"
"2020-05-30";"CZ0208";"PodÏbrady";"Z";"65+";"";"27";""
"2020-10-05";"CZ0513";"Liberec";"M";"65+";"";"2";""
"2020-09-18";"CZ0521";"Hradec Kr·lovÈ";"M";"65+";"1";"2";"1"
"2020-08-31";"CZ0208";"Lys· nad Labem";"Z";"20-64";"1";"1";"0"
"2020-09-22";"CZ0206";"Kralupy nad Vltavou";"M";"20-64";"2";"9";"7"
"2020-05-03";"CZ0423";"Roudnice nad Labem";"Z";"65+";"";"2";""
"2020-09-12";"CZ0311";"TrhovÈ Sviny";"Z";"0-19";"1";"3";"2"
"2020-08-27";"CZ0523";"NovÈ MÏsto nad MetujÌ";"Z";"20-64";"1";"4";"3"
"2020-09-26";"CZ0422";"KadaÚ";"Z";"20-64";"2";"7";"5"
"2020-05-11";"CZ0802";"T¯inec";"Z";"0-19";"";"1";""
"2020-09-25";"CZ0317";"SobÏslav";"M";"20-64";"";"2";""
"2020-07-02";"CZ0325";"Kralovice";"M";"20-64";"";"1";""
"2020-08-31";"CZ0523";"N·chod";"Z";"20-64";"";"1";""
"2020-09-17";"CZ0205";"Kutn· Hora";"M";"0-19";"1";"2";"1"
"2020-04-07";"CZ0713";"ProstÏjov";"M";"20-64";"1";"6";"5"
"2020-04-15";"CZ0712";"äternberk";"Z";"20-64";"";"4";""
"2020-09-01";"CZ0805";"Opava";"Z";"20-64";"";"2";""
"2020-04-14";"CZ0715";"Z·b¯eh";"Z";"20-64";"";"2";""
"2020-09-05";"CZ0201";"Beneöov";"Z";"20-64";"1";"2";"1"
"2020-10-05";"CZ0531";"Chrudim";"M";"0-19";"3";"6";"3"
"2020-06-25";"CZ0642";"Brno";"M";"65+";"";"4";""
"2020-05-05";"CZ0532";"Pardubice";"M";"65+";"";"2";""
"2020-08-20";"CZ0641";"Boskovice";"M";"20-64";"";"2";""
"2020-09-01";"CZ0633";"Pelh¯imov";"M";"0-19";"";"1";""
"2020-09-29";"CZ0712";"UniËov";"Z";"0-19";"2";"4";"2"
"2020-10-02";"CZ0804";"Nov˝ JiËÌn";"M";"20-64";"1";"2";"1"
"2020-09-26";"CZ0206";"MÏlnÌk";"Z";"65+";"";"3";""
"2020-09-20";"CZ0411";"Cheb";"Z";"65+";"2";"4";"2"
"2020-08-15";"CZ0643";"älapanice";"Z";"20-64";"1";"2";"1"
"2020-09-20";"CZ0207";"Mlad· Boleslav";"M";"20-64";"1";"3";"2"
"2020-09-18";"CZ0425";"Most";"Z";"20-64";"1";"3";"2"
"2020-05-02";"CZ0311";"»eskÈ BudÏjovice";"Z";"20-64";"";"3";""
"2020-06-30";"CZ0803";"Karvin·";"Z";"65+";"2";"8";"6"
"2020-06-27";"CZ0803";"Karvin·";"Z";"20-64";"5";"18";"13"
"2020-09-19";"CZ0804";"BÌlovec";"Z";"20-64";"3";"6";"3"
"2020-03-04";"CZ0724";"ZlÌn";"M";"20-64";"";"1";""
"2020-08-27";"CZ0424";"Louny";"Z";"20-64";"";"2";""
"2020-04-11";"CZ0513";"Liberec";"M";"20-64";"1";"4";"3"
"2020-04-15";"CZ020B";"P¯Ìbram";"Z";"65+";"";"4";""
"2020-10-09";"CZ0635";"NovÈ MÏsto na MoravÏ";"M";"65+";"1";"2";"1"
"2020-04-05";"CZ0533";"Moravsk· T¯ebov·";"Z";"0-19";"";"1";""
"2020-09-25";"CZ0631";"SvÏtl· nad S·zavou";"M";"65+";"1";"2";"1"
"2020-10-01";"CZ0523";"JaromÏ¯";"M";"0-19";"1";"2";"1"
"2020-09-07";"CZ0645";"HodonÌn";"Z";"20-64";"2";"4";"2"
"2020-09-17";"CZ0713";"ProstÏjov";"M";"0-19";"1";"4";"3"
"2020-07-25";"CZ0721";"KromÏ¯Ìû";"M";"65+";"";"2";""
"2020-05-02";"CZ0723";"VsetÌn";"Z";"20-64";"";"1";""
"2020-09-21";"CZ0514";"Turnov";"Z";"20-64";"";"1";""
"2020-07-09";"CZ0723";"ValaöskÈ Mezi¯ÌËÌ";"Z";"20-64";"";"1";""
"2020-05-10";"CZ0513";"Liberec";"Z";"65+";"";"1";""
"2020-07-02";"CZ0523";"N·chod";"Z";"0-19";"";"2";""
"2020-10-11";"CZ0534";"VysokÈ M˝to";"M";"0-19";"1";"2";"1"
"2020-07-10";"CZ0803";"HavÌ¯ov";"Z";"65+";"4";"6";"2"
"2020-10-03";"CZ0207";"Mlad· Boleslav";"Z";"0-19";"5";"12";"7"
"2020-10-07";"CZ0326";"Rokycany";"Z";"65+";"1";"2";"1"
"2020-09-17";"CZ0724";"N/A";"M";"20-64";"1";"1";"0"
"2020-09-17";"CZ0522";"Nov· Paka";"M";"20-64";"1";"1";"0"
"2020-09-25";"CZ0206";"MÏlnÌk";"M";"0-19";"2";"2";"0"
"2020-10-02";"CZ0724";"Otrokovice";"M";"20-64";"3";"6";"3"
"2020-09-28";"CZ0521";"Hradec Kr·lovÈ";"M";"20-64";"3";"8";"5"
"2020-04-25";"CZ0643";"älapanice";"M";"20-64";"";"1";""
"2020-09-18";"CZ0715";"äumperk";"M";"0-19";"4";"9";"5"
"2020-08-25";"CZ0534";"⁄stÌ nad OrlicÌ";"M";"20-64";"1";"4";"3"
"2020-09-10";"CZ0534";"»esk· T¯ebov·";"Z";"20-64";"2";"4";"2"
"2020-09-17";"CZ0209";"ÿÌËany";"M";"0-19";"4";"8";"4"
"2020-08-28";"CZ0804";"BÌlovec";"M";"65+";"";"1";""
"2020-08-14";"CZ020A";"»ernoöice";"Z";"0-19";"1";"2";"1"
"2020-04-27";"CZ0425";"Most";"Z";"65+";"";"2";""
"2020-06-28";"CZ0413";"Sokolov";"M";"20-64";"";"1";""
"2020-09-30";"CZ020A";"»ernoöice";"M";"65+";"5";"11";"6"
"2020-04-16";"CZ0642";"N/A";"Z";"20-64";"";"1";""
"2020-06-09";"CZ0513";"Liberec";"M";"20-64";"";"5";""
"2020-09-30";"CZ0204";"KolÌn";"Z";"65+";"4";"9";"5"
"2020-08-05";"CZ0534";"VysokÈ M˝to";"M";"20-64";"2";"6";"4"
"2020-10-03";"CZ0322";"Klatovy";"M";"20-64";"2";"5";"3"
"2020-10-11";"CZ0423";"Lovosice";"M";"20-64";"1";"2";"1"
"2020-10-10";"CZ0324";"P¯eötice";"M";"65+";"1";"2";"1"
"2020-10-04";"CZ0208";"PodÏbrady";"Z";"20-64";"3";"6";"3"
"2020-04-03";"CZ0524";"Dobruöka";"M";"20-64";"";"1";""
"2020-04-29";"CZ0631";"HavlÌËk˘v Brod";"Z";"65+";"";"9";""
"2020-04-11";"CZ020C";"RakovnÌk";"M";"20-64";"";"1";""
"2020-09-13";"CZ0635";"VelkÈ Mezi¯ÌËÌ";"Z";"20-64";"1";"2";"1"
"2020-10-01";"CZ0804";"BÌlovec";"M";"65+";"1";"2";"1"
"2020-04-25";"CZ0806";"Ostrava";"M";"20-64";"";"7";""
"2020-10-09";"CZ0205";"Kutn· Hora";"M";"65+";"1";"2";"1"
"2020-09-10";"CZ0208";"PodÏbrady";"Z";"0-19";"1";"2";"1"
"2020-05-26";"CZ0321";"Domaûlice";"M";"20-64";"";"2";""
"2020-09-23";"CZ0635";"VelkÈ Mezi¯ÌËÌ";"M";"0-19";"2";"5";"3"
"2020-04-26";"CZ0513";"Liberec";"Z";"20-64";"";"2";""
"2020-09-04";"CZ0317";"T·bor";"Z";"20-64";"6";"14";"8"
"2020-08-22";"CZ0803";"Karvin·";"M";"65+";"";"1";""
"2020-04-10";"CZ0427";"⁄stÌ nad Labem";"Z";"0-19";"";"1";""
"2020-10-03";"CZ0311";"»eskÈ BudÏjovice";"Z";"20-64";"29";"29";"0"
"2020-08-29";"CZ0323";"PlzeÚ";"Z";"20-64";"4";"9";"5"
"2020-10-02";"CZ0712";"Olomouc";"Z";"0-19";"6";"12";"6"
"2020-10-07";"CZ0324";"Blovice";"Z";"65+";"";"2";""
"2020-09-12";"CZ020A";"»ernoöice";"Z";"0-19";"5";"16";"11"
"2020-10-10";"CZ0635";"VelkÈ Mezi¯ÌËÌ";"M";"20-64";"6";"10";"4"
"2020-04-01";"CZ0534";"⁄stÌ nad OrlicÌ";"M";"20-64";"";"1";""
"2020-04-12";"CZ0203";"Kladno";"M";"20-64";"";"4";""
"2020-03-23";"CZ0802";"Fr˝dlant nad OstravicÌ";"M";"20-64";"";"1";""
"2020-05-03";"CZ0321";"Domaûlice";"M";"0-19";"";"1";""
"2020-04-15";"CZ0805";"HluËÌn";"Z";"20-64";"";"1";""
"2020-09-15";"CZ0422";"Chomutov";"Z";"0-19";"1";"2";"1"
"2020-10-10";"CZ0723";"VsetÌn";"Z";"20-64";"6";"12";"6"
"2020-04-24";"CZ0206";"MÏlnÌk";"Z";"20-64";"";"4";""
"2020-09-26";"CZ0427";"⁄stÌ nad Labem";"M";"65+";"1";"2";"1"
"2020-03-16";"CZ0643";"Tiönov";"M";"20-64";"";"4";""
"2020-10-12";"CZ0202";"N/A";"M";"20-64";"1";"1";"0"
"2020-09-10";"CZ0803";"Orlov·";"Z";"0-19";"";"1";""
"2020-06-24";"CZ0323";"PlzeÚ";"Z";"20-64";"";"4";""
"2020-04-18";"CZ0413";"Sokolov";"M";"20-64";"2";"5";"3"
"2020-06-06";"CZ0715";"äumperk";"Z";"65+";"";"2";""
"2020-10-07";"CZ0805";"HluËÌn";"M";"20-64";"11";"32";"21"
"2020-06-25";"CZ0802";"Fr˝dek-MÌstek";"Z";"20-64";"1";"4";"3"
"2020-09-17";"CZ0521";"Hradec Kr·lovÈ";"Z";"0-19";"7";"11";"4"
"2020-04-08";"CZ0806";"Ostrava";"Z";"20-64";"6";"23";"17"
"2020-06-05";"CZ0723";"ValaöskÈ Mezi¯ÌËÌ";"M";"20-64";"";"1";""
"2020-05-05";"CZ020A";"»ernoöice";"M";"20-64";"";"7";""
"2020-09-19";"CZ0325";"Kralovice";"Z";"20-64";"1";"4";"3"
"2020-09-04";"CZ0324";"Stod";"Z";"20-64";"2";"4";"2"
"2020-09-27";"CZ0643";"älapanice";"M";"0-19";"4";"8";"4"
"2020-09-02";"CZ0722";"UherskÈ HradiötÏ";"M";"20-64";"3";"18";"15"
"2020-05-14";"CZ0806";"Ostrava";"Z";"20-64";"2";"12";"10"
"2020-10-08";"CZ0715";"äumperk";"M";"0-19";"2";"4";"2"
"2020-06-22";"CZ0411";"Cheb";"M";"65+";"";"1";""
"2020-09-14";"CZ0533";"Litomyöl";"M";"0-19";"2";"7";"5"
"2020-10-09";"CZ0712";"äternberk";"Z";"0-19";"3";"4";"1"
"2020-10-11";"CZ0205";"»·slav";"Z";"20-64";"2";"2";"0"
"2020-06-18";"CZ099Y";"N/A";"M";"20-64";"5";"2";"-3"
"2020-08-12";"CZ0531";"Hlinsko";"M";"20-64";"1";"2";"1"
"2020-07-03";"CZ0802";"T¯inec";"Z";"20-64";"";"15";""
"2020-09-25";"CZ0721";"Byst¯ice pod Host˝nem";"M";"20-64";"3";"7";"4"
