"datum_vysledku";"okres";"orp";"pohlavi";"vek_kat";"pocet_pozitivni_primarni";"pocet_testu_u_pozitivnich";"pocet_opakovanych"
"2020-09-04";"CZ0207";"Mnichovo HradiötÏ";"Z";"20-64";"1";"3";"2"
"2020-09-22";"CZ020C";"RakovnÌk";"M";"0-19";"";"2";""
"2020-09-10";"CZ0801";"Brunt·l";"Z";"20-64";"6";"12";"6"
"2020-09-27";"CZ0804";"Nov˝ JiËÌn";"Z";"20-64";"2";"4";"2"
"2020-09-14";"CZ099Y";"N/A";"M";"20-64";"1";"3";"2"
"2020-09-24";"CZ0634";"MoravskÈ BudÏjovice";"Z";"20-64";"1";"3";"2"
"2020-09-22";"CZ0722";"Uhersk˝ Brod";"Z";"0-19";"1";"2";"1"
"2020-05-07";"CZ0806";"Ostrava";"M";"20-64";"2";"13";"11"
"2020-05-18";"CZ0646";"Vyökov";"Z";"20-64";"1";"6";"5"
"2020-08-15";"CZ0806";"Ostrava";"M";"20-64";"2";"8";"6"
"2020-08-04";"CZ0802";"Jablunkov";"Z";"0-19";"2";"4";"2"
"2020-05-04";"CZ0514";"Semily";"M";"20-64";"";"2";""
"2020-03-25";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"65+";"2";"6";"4"
"2020-08-13";"CZ0202";"Ho¯ovice";"M";"20-64";"1";"2";"1"
"2020-03-23";"CZ0426";"Teplice";"M";"0-19";"";"1";""
"2020-05-08";"CZ0806";"Ostrava";"M";"20-64";"1";"9";"8"
"2020-08-05";"CZ020B";"SedlËany";"M";"20-64";"1";"2";"1"
"2020-06-10";"CZ020A";"»ernoöice";"Z";"20-64";"3";"6";"3"
"2020-09-14";"CZ0722";"Uhersk˝ Brod";"Z";"20-64";"3";"10";"7"
"2020-09-19";"CZ0204";"KolÌn";"Z";"20-64";"14";"6";"-8"
"2020-04-06";"CZ0323";"PlzeÚ";"Z";"20-64";"3";"4";"1"
"2020-09-22";"CZ0201";"Beneöov";"M";"20-64";"6";"15";"9"
"2020-10-12";"CZ0324";"P¯eötice";"Z";"65+";"";"1";""
"2020-09-23";"CZ0643";"N/A";"M";"20-64";"1";"1";"0"
"2020-10-09";"CZ0713";"N/A";"Z";"20-64";"2";"2";"0"
"2020-07-07";"CZ0631";"SvÏtl· nad S·zavou";"M";"20-64";"";"1";""
"2020-09-12";"CZ020C";"RakovnÌk";"M";"65+";"1";"3";"2"
"2020-03-28";"CZ0323";"PlzeÚ";"M";"20-64";"2";"5";"3"
"2020-04-08";"CZ0201";"Beneöov";"M";"20-64";"";"4";""
"2020-09-29";"CZ0635";"NovÈ MÏsto na MoravÏ";"M";"65+";"1";"2";"1"
"2020-04-18";"CZ0425";"Most";"M";"0-19";"";"1";""
"2020-09-07";"CZ0512";"Jablonec nad Nisou";"Z";"20-64";"";"1";""
"2020-10-10";"CZ0201";"Votice";"M";"20-64";"1";"2";"1"
"2020-07-19";"CZ0632";"TelË";"M";"20-64";"";"2";""
"2020-10-08";"CZ0804";"BÌlovec";"Z";"65+";"2";"3";"1"
"2020-04-22";"CZ0523";"NovÈ MÏsto nad MetujÌ";"Z";"20-64";"";"1";""
"2020-07-11";"CZ0806";"Ostrava";"Z";"0-19";"";"3";""
"2020-04-05";"CZ0204";"KolÌn";"Z";"20-64";"";"2";""
"2020-09-19";"CZ0724";"LuhaËovice";"Z";"65+";"1";"2";"1"
"2020-10-10";"CZ0325";"N˝¯any";"Z";"0-19";"2";"4";"2"
"2020-04-13";"CZ0715";"äumperk";"Z";"20-64";"";"3";""
"2020-09-25";"CZ0203";"Kladno";"M";"65+";"";"2";""
"2020-04-30";"CZ0642";"Brno";"M";"0-19";"1";"4";"3"
"2020-10-06";"CZ020A";"»ernoöice";"Z";"20-64";"21";"46";"25"
"2020-09-25";"CZ0311";"TrhovÈ Sviny";"M";"20-64";"6";"9";"3"
"2020-09-19";"CZ0633";"Pacov";"Z";"65+";"1";"1";"0"
"2020-07-26";"CZ0202";"Ho¯ovice";"M";"20-64";"1";"1";"0"
"2020-08-27";"CZ0533";"Svitavy";"M";"20-64";"";"2";""
"2020-04-09";"CZ0802";"Fr˝dek-MÌstek";"Z";"65+";"";"3";""
"2020-09-02";"CZ0632";"Jihlava";"M";"20-64";"1";"2";"1"
"2020-03-30";"CZ0635";"NovÈ MÏsto na MoravÏ";"Z";"20-64";"";"1";""
"2020-10-02";"CZ0322";"HoraûÔovice";"Z";"20-64";"1";"3";"2"
"2020-09-13";"CZ0724";"Vizovice";"Z";"65+";"1";"2";"1"
"2020-04-13";"CZ0531";"Chrudim";"M";"65+";"";"4";""
"2020-09-09";"CZ0321";"Domaûlice";"Z";"65+";"";"1";""
"2020-04-14";"CZ0203";"Slan˝";"Z";"20-64";"";"2";""
"2020-07-22";"CZ0512";"Tanvald";"M";"0-19";"";"1";""
"2020-08-21";"CZ0424";"Louny";"Z";"65+";"";"1";""
"2020-09-05";"CZ0633";"Pelh¯imov";"M";"20-64";"2";"4";"2"
"2020-09-17";"CZ0643";"éidlochovice";"M";"20-64";"";"2";""
"2020-07-14";"CZ0804";"BÌlovec";"M";"20-64";"";"1";""
"2020-06-08";"CZ0631";"ChotÏbo¯";"M";"20-64";"";"2";""
"2020-10-13";"CZ0322";"Suöice";"M";"20-64";"2";"5";"3"
"2020-05-01";"CZ0100";"Praha";"M";"20-64";"5";"62";"57"
"2020-10-04";"CZ0642";"N/A";"M";"0-19";"";"1";""
"2020-10-13";"CZ0521";"Nov˝ Bydûov";"Z";"20-64";"8";"16";"8"
"2020-08-05";"CZ0523";"JaromÏ¯";"M";"20-64";"2";"4";"2"
"2020-10-01";"CZ0714";"Hranice";"M";"0-19";"3";"6";"3"
"2020-09-16";"CZ0644";"B¯eclav";"M";"20-64";"";"1";""
"2020-04-19";"CZ0715";"äumperk";"M";"20-64";"";"4";""
"2020-04-22";"CZ0316";"Strakonice";"Z";"20-64";"";"6";""
"2020-08-03";"CZ0100";"Praha";"Z";"20-64";"14";"59";"45"
"2020-09-24";"CZ0325";"N˝¯any";"Z";"20-64";"7";"12";"5"
"2020-10-11";"CZ0534";"VysokÈ M˝to";"Z";"20-64";"3";"6";"3"
"2020-10-13";"CZ0514";"Semily";"Z";"20-64";"12";"23";"11"
"2020-03-30";"CZ0423";"Roudnice nad Labem";"Z";"20-64";"";"2";""
"2020-05-12";"CZ0525";"Trutnov";"M";"65+";"";"1";""
"2020-07-12";"CZ0802";"Fr˝dek-MÌstek";"M";"20-64";"1";"8";"7"
"2020-08-18";"CZ0203";"Kladno";"M";"20-64";"1";"3";"2"
"2020-09-14";"CZ0533";"Svitavy";"M";"0-19";"1";"2";"1"
"2020-07-20";"CZ0209";"ÿÌËany";"M";"20-64";"3";"7";"4"
"2020-09-28";"CZ0713";"ProstÏjov";"Z";"0-19";"";"2";""
"2020-07-09";"CZ0803";"Karvin·";"Z";"0-19";"";"4";""
"2020-09-28";"CZ0203";"Kladno";"Z";"0-19";"3";"7";"4"
"2020-10-07";"CZ0513";"Liberec";"M";"0-19";"4";"17";"13"
"2020-10-09";"CZ0202";"Ho¯ovice";"Z";"65+";"2";"5";"3"
"2020-09-25";"CZ0713";"ProstÏjov";"M";"65+";"2";"6";"4"
"2020-05-26";"CZ0721";"KromÏ¯Ìû";"Z";"65+";"";"3";""
"2020-05-30";"CZ0422";"Chomutov";"Z";"20-64";"";"1";""
"2020-04-15";"CZ0722";"UherskÈ HradiötÏ";"Z";"65+";"";"2";""
"2020-09-05";"CZ0643";"IvanËice";"M";"0-19";"1";"2";"1"
"2020-04-22";"CZ0721";"KromÏ¯Ìû";"M";"20-64";"";"6";""
"2020-10-02";"CZ0805";"Opava";"Z";"20-64";"12";"28";"16"
"2020-09-23";"CZ0803";"HavÌ¯ov";"M";"20-64";"2";"8";"6"
"2020-08-06";"CZ0514";"Turnov";"Z";"20-64";"";"2";""
"2020-09-30";"CZ0207";"Mlad· Boleslav";"Z";"65+";"2";"6";"4"
"2020-03-17";"CZ0721";"KromÏ¯Ìû";"M";"20-64";"1";"1";"0"
"2020-09-23";"CZ0412";"Ostrov";"Z";"65+";"1";"2";"1"
"2020-10-07";"CZ0534";"»esk· T¯ebov·";"M";"20-64";"2";"4";"2"
"2020-07-04";"CZ0209";"ÿÌËany";"M";"20-64";"";"4";""
"2020-10-10";"CZ0534";"⁄stÌ nad OrlicÌ";"M";"20-64";"4";"8";"4"
"2020-09-17";"CZ0205";"Kutn· Hora";"Z";"20-64";"5";"8";"3"
"2020-04-25";"CZ0324";"Stod";"M";"65+";"";"2";""
"2020-05-08";"CZ0803";"Orlov·";"Z";"20-64";"";"1";""
"2020-05-30";"CZ0803";"BohumÌn";"Z";"0-19";"";"3";""
"2020-04-25";"CZ0802";"Fr˝dek-MÌstek";"Z";"65+";"";"1";""
"2020-04-06";"CZ0525";"VrchlabÌ";"M";"20-64";"1";"1";"0"
"2020-10-14";"CZ0804";"Nov˝ JiËÌn";"M";"0-19";"2";"3";"1"
"2020-05-27";"CZ0642";"Brno";"Z";"20-64";"1";"20";"19"
"2020-10-14";"CZ0642";"N/A";"Z";"20-64";"47";"47";"0"
"2020-10-12";"CZ0202";"Ho¯ovice";"Z";"20-64";"1";"1";"0"
"2020-07-22";"CZ0325";"Kralovice";"Z";"0-19";"";"1";""
"2020-09-12";"CZ0804";"Odry";"M";"20-64";"";"1";""
"2020-09-26";"CZ0804";"Kop¯ivnice";"M";"20-64";"2";"6";"4"
"2020-06-22";"CZ0806";"Ostrava";"M";"65+";"";"2";""
"2020-09-30";"CZ020C";"RakovnÌk";"Z";"20-64";"2";"2";"0"
"2020-06-01";"CZ0724";"ZlÌn";"Z";"65+";"";"1";""
"2020-10-06";"CZ0531";"Hlinsko";"Z";"20-64";"1";"8";"7"
"2020-10-01";"CZ0645";"VeselÌ nad Moravou";"Z";"20-64";"8";"20";"12"
"2020-10-13";"CZ0322";"Klatovy";"Z";"20-64";"7";"13";"6"
"2020-07-13";"CZ0203";"Slan˝";"M";"20-64";"";"1";""
"2020-07-10";"CZ0206";"MÏlnÌk";"Z";"20-64";"";"1";""
"2020-07-19";"CZ0803";"Karvin·";"Z";"65+";"";"2";""
"2020-06-06";"CZ0713";"ProstÏjov";"M";"20-64";"";"1";""
"2020-09-16";"CZ0202";"Beroun";"Z";"20-64";"7";"14";"7"
"2020-10-13";"CZ0801";"Krnov";"Z";"0-19";"1";"2";"1"
"2020-08-27";"CZ0422";"Chomutov";"M";"20-64";"1";"1";"0"
"2020-03-19";"CZ0205";"Kutn· Hora";"Z";"20-64";"1";"2";"1"
"2020-09-12";"CZ0208";"Nymburk";"Z";"0-19";"1";"6";"5"
"2020-09-17";"CZ0313";"DaËice";"Z";"20-64";"1";"3";"2"
"2020-06-03";"CZ0202";"Ho¯ovice";"Z";"20-64";"";"1";""
"2020-10-07";"CZ0202";"Beroun";"M";"20-64";"12";"18";"6"
"2020-08-28";"CZ0314";"PÌsek";"Z";"65+";"";"2";""
"2020-05-08";"CZ0724";"Otrokovice";"M";"20-64";"";"10";""
"2020-04-12";"CZ0803";"BohumÌn";"Z";"20-64";"";"2";""
"2020-10-14";"CZ0714";"P¯erov";"Z";"65+";"4";"5";"1"
"2020-09-16";"CZ0522";"Ho¯ice";"M";"20-64";"2";"9";"7"
"2020-04-04";"";"";"";"";"";"2";""
"2020-10-07";"CZ0511";"Nov˝ Bor";"Z";"20-64";"7";"6";"-1"
"2020-10-13";"CZ0805";"VÌtkov";"M";"0-19";"3";"6";"3"
"2020-08-20";"CZ0316";"VodÚany";"Z";"0-19";"";"2";""
"2020-04-08";"CZ0523";"JaromÏ¯";"Z";"20-64";"";"2";""
"2020-08-12";"CZ0802";"Fr˝dlant nad OstravicÌ";"Z";"65+";"";"1";""
"2020-06-08";"CZ0426";"Teplice";"Z";"20-64";"";"1";""
"2020-07-08";"CZ0806";"Ostrava";"Z";"0-19";"2";"4";"2"
"2020-10-10";"CZ0714";"LipnÌk nad BeËvou";"Z";"20-64";"2";"4";"2"
"2020-10-02";"CZ0801";"Brunt·l";"Z";"0-19";"1";"2";"1"
"2020-08-29";"CZ0411";"Cheb";"M";"20-64";"";"1";""
"2020-10-05";"CZ0314";"PÌsek";"Z";"20-64";"3";"7";"4"
"2020-10-14";"CZ0411";"N/A";"Z";"20-64";"10";"10";"0"
"2020-04-14";"CZ0423";"LitomÏ¯ice";"Z";"20-64";"3";"11";"8"
"2020-04-23";"CZ020A";"»ernoöice";"Z";"20-64";"1";"8";"7"
"2020-09-17";"CZ0323";"PlzeÚ";"M";"65+";"7";"7";"0"
"2020-09-24";"CZ0422";"Chomutov";"Z";"0-19";"3";"6";"3"
"2020-05-17";"CZ0805";"HluËÌn";"M";"20-64";"";"3";""
"2020-03-27";"CZ0524";"Dobruöka";"Z";"20-64";"";"1";""
"2020-07-03";"CZ0805";"Opava";"M";"65+";"";"1";""
"2020-06-23";"CZ0317";"T·bor";"M";"20-64";"";"2";""
"2020-09-25";"CZ0533";"Litomyöl";"Z";"65+";"2";"4";"2"
"2020-10-14";"CZ0412";"Ostrov";"Z";"20-64";"2";"4";"2"
"2020-06-18";"CZ0802";"N/A";"Z";"20-64";"";"1";""
"2020-04-09";"CZ0201";"Beneöov";"M";"20-64";"1";"7";"6"
"2020-09-25";"CZ0531";"Chrudim";"M";"65+";"3";"6";"3"
"2020-09-29";"CZ0713";"ProstÏjov";"M";"0-19";"2";"4";"2"
"2020-07-03";"CZ0204";"KolÌn";"M";"20-64";"2";"6";"4"
"2020-06-29";"CZ0802";"T¯inec";"M";"0-19";"";"5";""
"2020-09-02";"CZ0513";"Liberec";"M";"0-19";"";"2";""
"2020-10-14";"CZ0324";"Blovice";"M";"20-64";"3";"4";"1"
"2020-08-27";"CZ0511";"»esk· LÌpa";"M";"20-64";"1";"4";"3"
"2020-10-06";"CZ0635";"NovÈ MÏsto na MoravÏ";"M";"0-19";"1";"2";"1"
"2020-09-30";"CZ0633";"Humpolec";"M";"0-19";"1";"2";"1"
"2020-09-30";"CZ0513";"Liberec";"M";"20-64";"22";"49";"27"
"2020-09-30";"CZ0803";"Orlov·";"M";"20-64";"1";"9";"8"
"2020-06-05";"CZ0715";"äumperk";"Z";"65+";"";"2";""
"2020-10-11";"CZ0646";"BuËovice";"M";"20-64";"5";"7";"2"
"2020-08-25";"CZ0525";"Dv˘r Kr·lovÈ nad Labem";"M";"20-64";"1";"3";"2"
"2020-08-07";"CZ0523";"N·chod";"Z";"0-19";"";"1";""
"2020-04-27";"CZ0644";"HustopeËe";"M";"0-19";"";"2";""
"2020-09-21";"CZ0635";"éÔ·r nad S·zavou";"Z";"20-64";"5";"9";"4"
"2020-08-25";"CZ0209";"ÿÌËany";"Z";"20-64";"3";"4";"1"
"2020-08-21";"CZ0322";"Klatovy";"M";"20-64";"";"2";""
"2020-10-13";"CZ0314";"PÌsek";"Z";"20-64";"18";"35";"17"
"2020-10-05";"CZ0647";"Moravsk˝ Krumlov";"Z";"20-64";"2";"6";"4"
"2020-06-06";"CZ0533";"Litomyöl";"M";"20-64";"";"1";""
"2020-10-13";"CZ0421";"Rumburk";"M";"20-64";"5";"11";"6"
"2020-04-04";"CZ0715";"Mohelnice";"M";"20-64";"";"1";""
"2020-05-08";"CZ0534";"Lanökroun";"M";"65+";"";"1";""
"2020-05-14";"CZ0326";"Rokycany";"M";"65+";"";"3";""
"2020-09-01";"CZ0100";"Praha";"Z";"0-19";"4";"13";"9"
"2020-08-28";"CZ0802";"T¯inec";"M";"0-19";"";"1";""
"2020-07-21";"CZ0317";"T·bor";"M";"20-64";"";"1";""
"2020-07-03";"CZ0803";"Karvin·";"M";"65+";"";"1";""
"2020-10-07";"CZ0724";"Otrokovice";"Z";"0-19";"";"4";""
"2020-10-09";"CZ0427";"⁄stÌ nad Labem";"Z";"0-19";"3";"4";"1"
"2020-08-04";"CZ099Y";"N/A";"Z";"20-64";"3";"3";"0"
"2020-04-16";"CZ0100";"Praha";"M";"65+";"2";"30";"28"
"2020-09-08";"CZ0721";"KromÏ¯Ìû";"M";"0-19";"";"1";""
"2020-07-16";"CZ0632";"Jihlava";"Z";"20-64";"1";"2";"1"
"2020-09-03";"CZ0325";"N˝¯any";"M";"20-64";"1";"6";"5"
"2020-06-24";"CZ0208";"Lys· nad Labem";"Z";"20-64";"";"1";""
"2020-03-15";"CZ0643";"Tiönov";"M";"20-64";"1";"2";"1"
"2020-09-18";"CZ020A";"N/A";"Z";"65+";"1";"1";"0"
"2020-04-17";"CZ0533";"Litomyöl";"M";"0-19";"1";"2";"1"
"2020-06-24";"CZ0803";"HavÌ¯ov";"M";"0-19";"";"4";""
"2020-10-08";"CZ0317";"SobÏslav";"M";"65+";"3";"2";"-1"
"2020-10-05";"CZ0714";"P¯erov";"Z";"65+";"1";"2";"1"
"2020-07-13";"CZ0802";"Jablunkov";"M";"20-64";"";"5";""
"2020-07-21";"CZ0803";"HavÌ¯ov";"Z";"0-19";"";"3";""
"2020-09-25";"CZ0631";"ChotÏbo¯";"M";"20-64";"4";"8";"4"
"2020-05-14";"CZ0724";"Vizovice";"Z";"20-64";"";"2";""
"2020-05-22";"CZ0805";"Krava¯e";"M";"0-19";"";"1";""
"2020-04-02";"CZ0803";"BohumÌn";"Z";"0-19";"";"8";""
"2020-09-14";"CZ0803";"»esk˝ TÏöÌn";"Z";"65+";"";"1";""
"2020-07-20";"CZ0803";"Karvin·";"M";"0-19";"1";"4";"3"
"2020-04-18";"CZ0100";"Praha";"M";"65+";"2";"39";"37"
"2020-09-29";"CZ0311";"T˝n nad Vltavou";"M";"20-64";"1";"2";"1"
"2020-04-22";"CZ0712";"Litovel";"M";"65+";"";"2";""
"2020-09-09";"CZ0802";"T¯inec";"Z";"0-19";"1";"2";"1"
"2020-09-23";"CZ0514";"Semily";"M";"0-19";"2";"4";"2"
"2020-07-20";"CZ0512";"éelezn˝ Brod";"Z";"65+";"";"2";""
"2020-07-08";"CZ0204";"KolÌn";"M";"0-19";"1";"2";"1"
"2020-10-14";"CZ0805";"Opava";"M";"20-64";"15";"31";"16"
"2020-09-10";"CZ0722";"Uhersk˝ Brod";"Z";"0-19";"1";"2";"1"
"2020-09-25";"CZ0422";"KadaÚ";"Z";"0-19";"1";"2";"1"
"2020-09-24";"CZ099Y";"N/A";"M";"0-19";"1";"1";"0"
"2020-09-11";"CZ0532";"Holice";"M";"20-64";"1";"3";"2"
"2020-05-28";"CZ0712";"Olomouc";"M";"20-64";"";"3";""
"2020-09-27";"CZ0806";"N/A";"M";"20-64";"1";"2";"1"
"2020-05-04";"CZ0712";"Litovel";"Z";"65+";"";"3";""
"2020-05-22";"CZ0321";"Domaûlice";"Z";"65+";"";"3";""
"2020-10-13";"CZ0321";"Domaûlice";"Z";"20-64";"5";"10";"5"
"2020-06-17";"CZ0722";"UherskÈ HradiötÏ";"M";"65+";"";"1";""
"2020-10-04";"CZ0204";"KolÌn";"M";"20-64";"5";"11";"6"
"2020-07-30";"CZ0804";"Kop¯ivnice";"M";"20-64";"2";"7";"5"
"2020-08-12";"CZ0802";"T¯inec";"M";"20-64";"2";"6";"4"
"2020-04-11";"CZ0721";"Byst¯ice pod Host˝nem";"M";"20-64";"";"2";""
"2020-05-03";"CZ0323";"PlzeÚ";"Z";"20-64";"";"2";""
"2020-07-03";"CZ0643";"Rosice";"M";"0-19";"";"2";""
"2020-05-11";"CZ0631";"ChotÏbo¯";"Z";"20-64";"";"4";""
"2020-03-30";"CZ0806";"Ostrava";"Z";"65+";"1";"4";"3"
"2020-10-07";"CZ0511";"Nov˝ Bor";"M";"20-64";"5";"11";"6"
"2020-04-01";"CZ0533";"Litomyöl";"M";"20-64";"";"1";""
"2020-05-15";"CZ0323";"PlzeÚ";"M";"65+";"";"2";""
"2020-04-06";"CZ0204";"KolÌn";"Z";"65+";"";"3";""
"2020-05-29";"CZ0643";"älapanice";"Z";"0-19";"";"2";""
"2020-06-22";"CZ0635";"N/A";"M";"20-64";"";"1";""
"2020-08-05";"CZ0722";"Uhersk˝ Brod";"Z";"20-64";"";"2";""
"2020-07-15";"CZ0642";"Brno";"M";"20-64";"1";"6";"5"
"2020-10-07";"CZ0643";"éidlochovice";"Z";"20-64";"6";"10";"4"
"2020-08-20";"CZ0634";"MoravskÈ BudÏjovice";"M";"20-64";"";"1";""
"2020-05-15";"CZ0311";"»eskÈ BudÏjovice";"Z";"65+";"";"1";""
"2020-10-09";"CZ0533";"PoliËka";"M";"65+";"";"2";""
"2020-08-05";"CZ0531";"Chrudim";"M";"65+";"";"1";""
"2020-10-01";"CZ0712";"äternberk";"Z";"20-64";"4";"8";"4"
"2020-10-05";"CZ0804";"BÌlovec";"M";"0-19";"2";"5";"3"
"2020-06-25";"CZ0208";"Nymburk";"M";"20-64";"";"1";""
"2020-10-06";"CZ0322";"HoraûÔovice";"M";"0-19";"";"2";""
"2020-04-27";"CZ0512";"Tanvald";"M";"20-64";"";"3";""
"2020-10-14";"CZ0533";"PoliËka";"M";"20-64";"3";"8";"5"
"2020-04-04";"CZ0806";"Ostrava";"M";"0-19";"1";"4";"3"
"2020-10-02";"CZ0533";"Litomyöl";"Z";"0-19";"3";"6";"3"
"2020-05-04";"CZ0712";"äternberk";"Z";"20-64";"";"4";""
"2020-04-30";"CZ0712";"Olomouc";"M";"20-64";"";"8";""
"2020-06-16";"CZ0647";"Znojmo";"M";"20-64";"";"1";""
"2020-05-01";"CZ0322";"Klatovy";"M";"20-64";"";"2";""
"2020-10-09";"CZ0323";"PlzeÚ";"Z";"20-64";"59";"105";"46"
"2020-04-11";"CZ0313";"T¯eboÚ";"M";"20-64";"";"1";""
"2020-08-30";"CZ0632";"Jihlava";"Z";"20-64";"1";"3";"2"
"2020-05-23";"CZ0202";"Ho¯ovice";"M";"20-64";"";"1";""
"2020-09-21";"CZ0323";"N/A";"M";"20-64";"1";"2";"1"
"2020-10-10";"CZ0805";"HluËÌn";"Z";"20-64";"8";"17";"9"
"2020-09-15";"CZ0803";"»esk˝ TÏöÌn";"Z";"0-19";"";"2";""
"2020-04-07";"CZ020A";"»ernoöice";"Z";"20-64";"3";"13";"10"
"2020-08-05";"CZ0712";"UniËov";"Z";"20-64";"";"1";""
"2020-08-04";"CZ0532";"Pardubice";"Z";"65+";"";"1";""
"2020-09-20";"CZ0724";"ZlÌn";"M";"20-64";"2";"3";"1"
"2020-10-06";"CZ0325";"Kralovice";"M";"20-64";"4";"18";"14"
"2020-10-12";"CZ0514";"Turnov";"M";"65+";"1";"2";"1"
"2020-03-12";"CZ0203";"Slan˝";"Z";"20-64";"";"2";""
"2020-03-27";"CZ0423";"LitomÏ¯ice";"Z";"65+";"1";"4";"3"
"2020-08-01";"CZ0803";"Karvin·";"M";"20-64";"2";"4";"2"
"2020-06-12";"CZ0803";"»esk˝ TÏöÌn";"M";"0-19";"";"1";""
"2020-09-12";"CZ0206";"Neratovice";"Z";"20-64";"";"2";""
"2020-09-24";"CZ0315";"Vimperk";"Z";"20-64";"1";"1";"0"
"2020-03-28";"CZ0722";"UherskÈ HradiötÏ";"M";"20-64";"1";"14";"13"
"2020-10-12";"CZ0802";"Fr˝dlant nad OstravicÌ";"Z";"20-64";"5";"11";"6"
"2020-07-02";"CZ0523";"Broumov";"Z";"20-64";"";"1";""
"2020-10-10";"CZ0523";"Broumov";"Z";"0-19";"3";"6";"3"
"2020-09-12";"CZ0633";"Pelh¯imov";"Z";"65+";"1";"2";"1"
"2020-09-07";"CZ0714";"P¯erov";"M";"20-64";"";"3";""
"2020-09-16";"CZ0645";"Kyjov";"M";"65+";"1";"4";"3"
"2020-06-25";"CZ099Y";"N/A";"M";"20-64";"4";"2";"-2"
"2020-09-09";"CZ0715";"Z·b¯eh";"Z";"20-64";"";"1";""
"2020-04-06";"CZ0321";"Domaûlice";"M";"0-19";"";"1";""
"2020-09-08";"CZ0803";"BohumÌn";"Z";"20-64";"";"1";""
"2020-07-01";"CZ0202";"Beroun";"M";"0-19";"";"2";""
"2020-09-24";"CZ0804";"Kop¯ivnice";"M";"0-19";"2";"5";"3"
"2020-09-24";"CZ0411";"Cheb";"M";"65+";"";"3";""
"2020-05-21";"CZ0714";"Hranice";"M";"20-64";"";"2";""
"2020-10-10";"CZ0635";"éÔ·r nad S·zavou";"Z";"65+";"4";"8";"4"
"2020-03-15";"CZ0100";"Praha";"M";"0-19";"2";"5";"3"
"2020-09-18";"CZ0203";"Kladno";"M";"20-64";"6";"16";"10"
"2020-09-10";"CZ0523";"JaromÏ¯";"M";"20-64";"";"4";""
"2020-09-04";"CZ0801";"Brunt·l";"M";"20-64";"2";"4";"2"
"2020-05-22";"CZ0523";"N·chod";"Z";"0-19";"";"1";""
"2020-09-11";"CZ0721";"KromÏ¯Ìû";"Z";"20-64";"2";"6";"4"
"2020-08-05";"CZ0207";"Mlad· Boleslav";"M";"20-64";"";"1";""
"2020-09-26";"CZ0802";"Fr˝dek-MÌstek";"M";"65+";"";"2";""
"2020-09-26";"CZ0714";"P¯erov";"M";"0-19";"3";"6";"3"
"2020-05-23";"CZ0532";"P¯elouË";"Z";"65+";"";"2";""
"2020-07-03";"CZ0645";"Kyjov";"M";"20-64";"1";"3";"2"
"2020-05-21";"CZ0100";"Praha";"M";"0-19";"";"10";""
"2020-09-04";"CZ0723";"ValaöskÈ Mezi¯ÌËÌ";"M";"0-19";"";"1";""
"2020-07-24";"CZ0521";"Hradec Kr·lovÈ";"Z";"20-64";"2";"4";"2"
"2020-09-22";"CZ0204";"KolÌn";"M";"0-19";"3";"11";"8"
"2020-09-07";"CZ0635";"VelkÈ Mezi¯ÌËÌ";"Z";"20-64";"";"1";""
"2020-06-10";"CZ0806";"Ostrava";"M";"20-64";"";"21";""
"2020-04-10";"CZ0804";"Odry";"Z";"20-64";"";"1";""
"2020-07-16";"CZ0723";"VsetÌn";"M";"20-64";"";"4";""
"2020-06-05";"CZ0712";"Olomouc";"M";"20-64";"3";"9";"6"
"2020-04-11";"CZ0201";"Beneöov";"M";"20-64";"";"3";""
"2020-10-01";"CZ0724";"ZlÌn";"Z";"20-64";"7";"17";"10"
"2020-09-19";"CZ0804";"Frenöt·t pod RadhoötÏm";"M";"20-64";"1";"3";"2"
"2020-04-07";"CZ0714";"P¯erov";"Z";"20-64";"1";"5";"4"
"2020-08-07";"CZ0316";"Blatn·";"M";"20-64";"";"1";""
"2020-10-12";"CZ0524";"Rychnov nad KnÏûnou";"Z";"65+";"2";"6";"4"
"2020-10-14";"CZ0325";"Kralovice";"Z";"20-64";"8";"11";"3"
"2020-06-22";"CZ0802";"T¯inec";"M";"65+";"1";"4";"3"
"2020-10-05";"CZ0643";"éidlochovice";"Z";"65+";"2";"4";"2"
"2020-10-07";"CZ0634";"N·mÏöù nad Oslavou";"M";"20-64";"4";"6";"2"
"2020-08-07";"CZ0207";"Mlad· Boleslav";"M";"0-19";"";"2";""
"2020-09-17";"CZ0426";"Teplice";"Z";"0-19";"2";"4";"2"
"2020-06-18";"CZ0525";"Trutnov";"Z";"20-64";"";"1";""
"2020-09-10";"CZ0643";"älapanice";"M";"65+";"1";"2";"1"
"2020-08-20";"CZ0523";"N·chod";"M";"20-64";"";"2";""
"2020-10-06";"CZ0644";"B¯eclav";"M";"20-64";"3";"6";"3"
"2020-08-18";"CZ0522";"Nov· Paka";"M";"0-19";"1";"2";"1"
"2020-05-16";"CZ0802";"Fr˝dek-MÌstek";"Z";"20-64";"";"1";""
"2020-04-20";"CZ0803";"HavÌ¯ov";"Z";"20-64";"";"2";""
"2020-09-08";"CZ0314";"PÌsek";"M";"20-64";"1";"2";"1"
"2020-09-16";"CZ0521";"Hradec Kr·lovÈ";"M";"20-64";"3";"15";"12"
"2020-06-10";"CZ099Y";"N/A";"M";"20-64";"";"4";""
