"datum_vysledku";"okres";"orp";"pohlavi";"vek_kat";"pocet_pozitivni_primarni";"pocet_testu_u_pozitivnich";"pocet_opakovanych"
"2020-05-17";"CZ0323";"PlzeÚ";"Z";"20-64";"";"5";""
"2020-05-17";"CZ0324";"Blovice";"Z";"65+";"";"2";""
"2020-05-17";"CZ0411";"Mari·nskÈ L·znÏ";"M";"65+";"";"15";""
"2020-05-17";"CZ0411";"Mari·nskÈ L·znÏ";"Z";"20-64";"";"7";""
"2020-05-17";"CZ0532";"Pardubice";"M";"20-64";"";"1";""
"2020-05-17";"CZ0533";"Svitavy";"M";"20-64";"";"2";""
"2020-05-17";"CZ0642";"Brno";"Z";"65+";"";"1";""
"2020-05-17";"CZ0724";"ValaöskÈ Klobouky";"M";"20-64";"";"2";""
"2020-05-18";"CZ0100";"Praha";"M";"65+";"2";"6";"4"
"2020-05-18";"CZ0100";"Praha";"Z";"20-64";"7";"38";"31"
"2020-05-18";"CZ0206";"Kralupy nad Vltavou";"Z";"20-64";"";"1";""
"2020-05-18";"CZ0209";"ÿÌËany";"M";"65+";"1";"";""
"2020-05-18";"CZ020A";"»ernoöice";"M";"0-19";"1";"1";"0"
"2020-05-18";"CZ020B";"P¯Ìbram";"M";"20-64";"";"1";""
"2020-05-18";"CZ0311";"»eskÈ BudÏjovice";"Z";"65+";"";"1";""
"2020-05-18";"CZ0322";"Klatovy";"Z";"65+";"";"1";""
"2020-05-18";"CZ0521";"Hradec Kr·lovÈ";"M";"20-64";"";"4";""
"2020-05-18";"CZ0532";"Pardubice";"M";"0-19";"";"1";""
"2020-05-18";"CZ0534";"VysokÈ M˝to";"Z";"65+";"";"1";""
"2020-05-18";"CZ0714";"Hranice";"Z";"0-19";"";"2";""
"2020-05-18";"CZ0722";"Uhersk˝ Brod";"Z";"65+";"";"2";""
"2020-05-18";"CZ0801";"Brunt·l";"Z";"65+";"";"1";""
"2020-05-18";"CZ0802";"Fr˝dek-MÌstek";"M";"20-64";"1";"16";"15"
"2020-05-18";"CZ0802";"Jablunkov";"M";"20-64";"1";"5";"4"
"2020-05-18";"CZ0803";"BohumÌn";"Z";"20-64";"";"1";""
"2020-05-18";"CZ0804";"BÌlovec";"Z";"20-64";"1";"4";"3"
"2020-05-18";"CZ099Y";"N/A";"Z";"65+";"1";"";""
"2020-05-19";"CZ0100";"Praha";"Z";"65+";"";"30";""
"2020-05-19";"CZ0202";"Ho¯ovice";"Z";"20-64";"";"3";""
"2020-05-19";"CZ0209";"ÿÌËany";"M";"20-64";"";"1";""
"2020-05-19";"CZ0322";"Klatovy";"Z";"20-64";"";"2";""
"2020-05-19";"CZ0412";"Ostrov";"M";"20-64";"";"2";""
"2020-05-19";"CZ0513";"Liberec";"Z";"20-64";"";"4";""
"2020-05-19";"CZ0513";"Turnov";"M";"20-64";"";"1";""
"2020-05-19";"CZ0521";"Hradec Kr·lovÈ";"M";"0-19";"";"1";""
"2020-05-19";"CZ0523";"N·chod";"M";"20-64";"";"1";""
"2020-05-19";"CZ0631";"SvÏtl· nad S·zavou";"M";"20-64";"";"2";""
"2020-05-19";"CZ0642";"Brno";"M";"0-19";"";"3";""
"2020-05-19";"CZ0712";"UniËov";"Z";"65+";"";"6";""
"2020-05-19";"CZ0713";"ProstÏjov";"Z";"65+";"";"1";""
"2020-05-19";"CZ0724";"Otrokovice";"M";"0-19";"";"2";""
"2020-05-19";"CZ0802";"Fr˝dlant nad OstravicÌ";"Z";"65+";"";"2";""
"2020-05-19";"CZ0803";"Karvin·";"Z";"65+";"";"2";""
"2020-05-19";"CZ0803";"Orlov·";"Z";"20-64";"";"4";""
"2020-05-19";"CZ099Y";"N/A";"M";"20-64";"1";"3";"2"
"2020-05-20";"CZ0100";"Praha";"M";"20-64";"5";"59";"54"
"2020-05-20";"CZ020A";"»ernoöice";"M";"65+";"";"1";""
"2020-05-20";"CZ0512";"Jablonec nad Nisou";"M";"0-19";"";"2";""
"2020-05-20";"CZ0525";"Trutnov";"Z";"20-64";"";"2";""
"2020-05-20";"CZ0712";"Litovel";"M";"65+";"";"2";""
"2020-05-20";"CZ0712";"Litovel";"Z";"20-64";"";"1";""
"2020-05-20";"CZ0712";"UniËov";"Z";"20-64";"";"8";""
"2020-05-20";"CZ0713";"ProstÏjov";"Z";"20-64";"";"4";""
"2020-05-20";"CZ0721";"KromÏ¯Ìû";"M";"20-64";"";"2";""
"2020-05-20";"CZ0803";"Orlov·";"Z";"0-19";"";"2";""
"2020-05-21";"CZ0100";"Praha";"Z";"0-19";"";"6";""
"2020-05-21";"CZ0207";"Mlad· Boleslav";"M";"20-64";"";"7";""
"2020-05-21";"CZ0413";"Sokolov";"Z";"65+";"";"2";""
"2020-05-21";"CZ0421";"DÏËÌn";"Z";"20-64";"";"2";""
"2020-05-21";"CZ0513";"Liberec";"M";"20-64";"";"1";""
"2020-05-21";"CZ0531";"Chrudim";"Z";"65+";"";"1";""
"2020-05-21";"CZ0646";"BuËovice";"Z";"65+";"";"2";""
"2020-05-21";"CZ0647";"Znojmo";"Z";"20-64";"";"1";""
"2020-05-21";"CZ0711";"JesenÌk";"Z";"20-64";"";"1";""
"2020-05-21";"CZ0713";"ProstÏjov";"Z";"0-19";"";"4";""
"2020-05-21";"CZ0802";"Fr˝dlant nad OstravicÌ";"M";"65+";"";"1";""
"2020-05-21";"CZ0802";"T¯inec";"Z";"65+";"";"2";""
"2020-05-21";"CZ0804";"Kop¯ivnice";"Z";"20-64";"";"2";""
"2020-05-22";"CZ0204";"KolÌn";"Z";"65+";"";"1";""
"2020-05-22";"CZ0206";"Neratovice";"Z";"20-64";"";"2";""
"2020-05-22";"CZ0208";"Lys· nad Labem";"M";"20-64";"";"2";""
"2020-05-22";"CZ0208";"Nymburk";"M";"20-64";"";"3";""
"2020-05-22";"CZ020A";"»ernoöice";"Z";"20-64";"";"3";""
"2020-05-22";"CZ0315";"Prachatice";"M";"20-64";"";"2";""
"2020-05-22";"CZ0531";"Chrudim";"M";"20-64";"";"1";""
"2020-05-22";"CZ0641";"Blansko";"Z";"0-19";"";"1";""
"2020-05-22";"CZ0642";"Brno";"M";"20-64";"";"11";""
"2020-05-22";"CZ0715";"äumperk";"Z";"65+";"";"2";""
"2020-05-22";"CZ0803";"»esk˝ TÏöÌn";"M";"65+";"";"2";""
"2020-05-22";"CZ0803";"Orlov·";"M";"0-19";"1";"";""
"2020-05-23";"CZ0205";"Kutn· Hora";"Z";"65+";"";"2";""
"2020-05-23";"CZ0411";"Cheb";"M";"65+";"1";"";""
"2020-05-23";"CZ0632";"Jihlava";"M";"20-64";"";"1";""
"2020-05-31";"CZ0534";"Lanökroun";"M";"65+";"";"1";""
"2020-05-31";"CZ0715";"äumperk";"Z";"20-64";"";"3";""
"2020-06-01";"CZ0327";"Tachov";"M";"20-64";"";"2";""
"2020-06-01";"CZ0411";"Aö";"M";"20-64";"";"3";""
"2020-06-01";"CZ0411";"Cheb";"Z";"20-64";"";"3";""
"2020-06-01";"CZ0646";"Vyökov";"M";"65+";"";"2";""
"2020-06-01";"CZ0646";"Vyökov";"Z";"20-64";"";"7";""
"2020-06-01";"CZ0647";"Moravsk˝ Krumlov";"Z";"20-64";"";"1";""
"2020-06-01";"CZ0722";"Uhersk˝ Brod";"Z";"65+";"";"2";""
"2020-06-01";"CZ0724";"ZlÌn";"Z";"65+";"";"1";""
"2020-06-01";"CZ0803";"BohumÌn";"Z";"20-64";"1";"";""
"2020-06-02";"CZ0206";"Neratovice";"Z";"0-19";"";"2";""
"2020-06-02";"CZ0411";"Cheb";"Z";"20-64";"";"4";""
"2020-06-02";"CZ0423";"Lovosice";"M";"20-64";"";"2";""
"2020-06-02";"CZ0646";"Vyökov";"M";"65+";"";"2";""
"2020-06-02";"CZ0712";"Olomouc";"M";"20-64";"2";"2";"0"
"2020-06-02";"CZ0803";"Karvin·";"Z";"65+";"";"3";""
"2020-06-02";"CZ0804";"BÌlovec";"M";"65+";"";"2";""
"2020-06-03";"CZ0323";"PlzeÚ";"M";"20-64";"";"2";""
"2020-06-03";"CZ0325";"N˝¯any";"M";"20-64";"";"1";""
"2020-06-03";"CZ0521";"Hradec Kr·lovÈ";"Z";"20-64";"";"3";""
"2020-06-03";"CZ0525";"Trutnov";"Z";"20-64";"";"2";""
"2020-06-03";"CZ0534";"Lanökroun";"M";"65+";"";"1";""
"2020-06-03";"CZ0641";"Blansko";"M";"20-64";"";"5";""
"2020-06-03";"CZ0712";"Litovel";"M";"65+";"";"3";""
"2020-06-03";"CZ0712";"Olomouc";"M";"0-19";"";"1";""
"2020-06-03";"CZ0712";"Olomouc";"M";"20-64";"";"6";""
"2020-06-03";"CZ0802";"Fr˝dek-MÌstek";"M";"65+";"1";"";""
"2020-06-03";"CZ0802";"Fr˝dek-MÌstek";"Z";"20-64";"";"4";""
"2020-06-03";"CZ0804";"BÌlovec";"M";"65+";"";"2";""
"2020-06-03";"CZ0804";"Kop¯ivnice";"M";"20-64";"";"2";""
"2020-06-03";"CZ0806";"Ostrava";"M";"65+";"";"1";""
"2020-06-04";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"20-64";"";"2";""
"2020-06-04";"CZ0421";"DÏËÌn";"Z";"20-64";"";"1";""
"2020-06-04";"CZ0712";"Olomouc";"M";"0-19";"";"1";""
"2020-06-04";"CZ0805";"HluËÌn";"M";"20-64";"";"1";""
"2020-06-04";"CZ0806";"Ostrava";"M";"65+";"";"2";""
"2020-06-04";"CZ099Y";"N/A";"Z";"20-64";"1";"2";"1"
"2020-06-05";"CZ0202";"Ho¯ovice";"M";"20-64";"";"1";""
"2020-06-05";"CZ0203";"Slan˝";"Z";"20-64";"";"1";""
"2020-06-05";"CZ0206";"Kralupy nad Vltavou";"M";"0-19";"";"1";""
"2020-06-05";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"0-19";"";"1";""
"2020-06-05";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"20-64";"";"4";""
"2020-06-05";"CZ020A";"»ernoöice";"Z";"65+";"";"2";""
"2020-06-05";"CZ0321";"Domaûlice";"M";"65+";"";"2";""
"2020-06-05";"CZ0426";"Teplice";"M";"65+";"";"1";""
"2020-06-05";"CZ0534";"Lanökroun";"Z";"20-64";"";"2";""
"2020-06-05";"CZ0534";"éamberk";"M";"20-64";"";"1";""
"2020-06-05";"CZ0645";"VeselÌ nad Moravou";"Z";"20-64";"";"2";""
"2020-06-05";"CZ0721";"KromÏ¯Ìû";"Z";"20-64";"";"3";""
"2020-06-05";"CZ0801";"Krnov";"M";"20-64";"";"2";""
"2020-06-05";"CZ0802";"Fr˝dek-MÌstek";"M";"0-19";"";"2";""
"2020-06-05";"CZ0802";"Fr˝dek-MÌstek";"M";"20-64";"";"16";""
"2020-06-05";"CZ0806";"Ostrava";"Z";"20-64";"";"10";""
"2020-06-06";"CZ0203";"Kladno";"Z";"20-64";"";"2";""
"2020-06-06";"CZ0312";"»esk˝ Krumlov";"M";"20-64";"";"1";""
"2020-06-06";"CZ0325";"N˝¯any";"M";"20-64";"";"1";""
"2020-06-06";"CZ0326";"Rokycany";"M";"65+";"";"1";""
"2020-06-06";"CZ0427";"⁄stÌ nad Labem";"Z";"20-64";"";"2";""
"2020-06-06";"CZ0513";"Liberec";"Z";"20-64";"";"1";""
"2020-06-06";"CZ0634";"T¯ebÌË";"Z";"20-64";"";"2";""
"2020-06-06";"CZ0635";"Byst¯ice nad Pernötejnem";"Z";"20-64";"";"1";""
"2020-06-06";"CZ0713";"ProstÏjov";"M";"20-64";"";"1";""
"2020-06-06";"CZ0802";"Fr˝dek-MÌstek";"M";"0-19";"";"2";""
"2020-06-07";"CZ0100";"Praha";"M";"0-19";"";"7";""
"2020-06-07";"CZ0642";"Brno";"Z";"65+";"";"1";""
"2020-06-07";"CZ0643";"Ku¯im";"M";"20-64";"1";"1";"0"
"2020-06-07";"CZ0714";"Hranice";"M";"20-64";"";"1";""
"2020-06-07";"CZ0803";"Orlov·";"Z";"0-19";"1";"";""
"2020-06-08";"CZ020B";"P¯Ìbram";"M";"20-64";"";"1";""
"2020-06-08";"CZ0312";"Kaplice";"Z";"20-64";"";"2";""
"2020-06-08";"CZ0314";"PÌsek";"Z";"20-64";"";"3";""
"2020-06-08";"CZ0411";"Cheb";"Z";"65+";"1";"2";"1"
"2020-06-08";"CZ0425";"N/A";"M";"20-64";"";"1";""
"2020-06-08";"CZ0532";"Pardubice";"M";"20-64";"";"2";""
"2020-06-08";"CZ0631";"HavlÌËk˘v Brod";"Z";"20-64";"";"1";""
"2020-06-08";"CZ0643";"éidlochovice";"Z";"65+";"";"1";""
"2020-06-08";"CZ0647";"Znojmo";"Z";"20-64";"";"1";""
"2020-06-08";"CZ0802";"Fr˝dek-MÌstek";"M";"20-64";"";"7";""
"2020-06-08";"CZ0803";"BohumÌn";"Z";"65+";"";"2";""
"2020-06-08";"CZ0803";"»esk˝ TÏöÌn";"Z";"20-64";"1";"12";"11"
"2020-06-08";"CZ0803";"Karvin·";"M";"0-19";"";"6";""
"2020-06-09";"CZ0100";"Praha";"Z";"65+";"";"23";""
"2020-06-09";"CZ0201";"Vlaöim";"M";"20-64";"";"1";""
"2020-06-09";"CZ0208";"PodÏbrady";"M";"65+";"";"2";""
"2020-06-09";"CZ020B";"Dob¯Ìö";"M";"20-64";"";"1";""
"2020-06-09";"CZ020B";"P¯Ìbram";"M";"20-64";"";"2";""
"2020-06-09";"CZ0314";"PÌsek";"Z";"20-64";"";"1";""
"2020-06-09";"CZ0317";"T·bor";"M";"20-64";"";"1";""
"2020-06-09";"CZ0324";"Blovice";"M";"65+";"";"1";""
"2020-06-09";"CZ0412";"Ostrov";"M";"20-64";"";"3";""
"2020-06-09";"CZ0513";"Liberec";"Z";"20-64";"";"6";""
"2020-05-29";"CZ0421";"Rumburk";"Z";"20-64";"";"1";""
"2020-05-29";"CZ0521";"Hradec Kr·lovÈ";"Z";"20-64";"";"1";""
"2020-05-30";"CZ0427";"⁄stÌ nad Labem";"M";"20-64";"";"2";""
"2020-05-30";"CZ0521";"Hradec Kr·lovÈ";"Z";"65+";"";"1";""
"2020-05-30";"CZ0646";"Vyökov";"M";"20-64";"1";"";""
"2020-05-30";"CZ0804";"BÌlovec";"M";"20-64";"";"1";""
"2020-05-31";"CZ0206";"Neratovice";"Z";"0-19";"";"2";""
"2020-05-31";"CZ0323";"PlzeÚ";"M";"20-64";"";"2";""
"2020-05-31";"CZ0411";"Cheb";"M";"0-19";"";"2";""
"2020-05-31";"CZ0423";"Lovosice";"M";"65+";"1";"";""
"2020-05-31";"CZ0805";"HluËÌn";"M";"20-64";"";"3";""
"2020-06-01";"CZ0208";"Lys· nad Labem";"M";"20-64";"";"1";""
"2020-06-01";"CZ0411";"Cheb";"M";"20-64";"";"2";""
"2020-06-01";"CZ0423";"Lovosice";"Z";"65+";"";"2";""
"2020-06-01";"CZ0426";"Teplice";"M";"65+";"";"2";""
"2020-06-01";"CZ0427";"⁄stÌ nad Labem";"M";"20-64";"";"4";""
"2020-06-01";"CZ0513";"Liberec";"M";"65+";"";"2";""
"2020-06-01";"CZ0534";"VysokÈ M˝to";"M";"65+";"";"4";""
"2020-06-01";"CZ0631";"ChotÏbo¯";"Z";"20-64";"";"2";""
"2020-06-01";"CZ0632";"Jihlava";"Z";"20-64";"";"1";""
"2020-06-01";"CZ0642";"Brno";"Z";"0-19";"";"4";""
"2020-06-01";"CZ0643";"älapanice";"Z";"20-64";"";"6";""
"2020-06-01";"CZ0713";"ProstÏjov";"M";"20-64";"";"5";""
"2020-06-01";"CZ0715";"Mohelnice";"Z";"0-19";"";"1";""
"2020-06-01";"CZ0721";"Byst¯ice pod Host˝nem";"M";"20-64";"";"4";""
"2020-06-01";"CZ0804";"BÌlovec";"Z";"65+";"";"2";""
"2020-06-02";"CZ0100";"Praha";"M";"65+";"";"16";""
"2020-06-02";"CZ0100";"Praha";"Z";"20-64";"5";"48";"43"
"2020-06-02";"CZ0317";"T·bor";"M";"20-64";"";"1";""
"2020-06-02";"CZ0421";"DÏËÌn";"Z";"20-64";"";"1";""
"2020-06-02";"CZ0427";"⁄stÌ nad Labem";"Z";"20-64";"1";"4";"3"
"2020-06-02";"CZ0522";"JiËÌn";"Z";"0-19";"";"2";""
"2020-06-02";"CZ0712";"Olomouc";"Z";"0-19";"1";"1";"0"
"2020-06-02";"CZ0721";"KromÏ¯Ìû";"Z";"20-64";"";"2";""
"2020-06-02";"CZ0803";"»esk˝ TÏöÌn";"M";"20-64";"";"3";""
"2020-06-02";"CZ0804";"Kop¯ivnice";"Z";"20-64";"";"3";""
"2020-06-02";"CZ0806";"Ostrava";"Z";"0-19";"";"7";""
"2020-06-03";"CZ0208";"Lys· nad Labem";"Z";"65+";"";"1";""
"2020-06-03";"CZ020A";"»ernoöice";"M";"20-64";"1";"6";"5"
"2020-06-03";"CZ0322";"HoraûÔovice";"M";"20-64";"";"1";""
"2020-06-03";"CZ0411";"Cheb";"M";"20-64";"1";"6";"5"
"2020-06-03";"CZ0514";"Semily";"Z";"65+";"";"2";""
"2020-06-03";"CZ0533";"Svitavy";"Z";"65+";"";"1";""
"2020-06-03";"CZ0632";"Jihlava";"Z";"20-64";"";"1";""
"2020-06-03";"CZ0643";"älapanice";"Z";"20-64";"";"1";""
"2020-06-03";"CZ0712";"UniËov";"M";"20-64";"";"2";""
"2020-06-03";"CZ0724";"LuhaËovice";"M";"20-64";"";"2";""
"2020-06-03";"CZ0803";"»esk˝ TÏöÌn";"Z";"20-64";"";"7";""
"2020-06-03";"CZ0803";"HavÌ¯ov";"M";"0-19";"2";"3";"1"
"2020-06-03";"CZ0803";"Karvin·";"Z";"65+";"1";"";""
"2020-06-03";"CZ0804";"BÌlovec";"Z";"65+";"";"2";""
"2020-06-03";"CZ0806";"Ostrava";"Z";"20-64";"";"9";""
"2020-06-04";"CZ0100";"Praha";"M";"0-19";"";"5";""
"2020-06-04";"CZ0100";"Praha";"M";"65+";"1";"13";"12"
"2020-06-04";"CZ0321";"Domaûlice";"Z";"65+";"";"1";""
"2020-06-04";"CZ0322";"Suöice";"M";"20-64";"";"2";""
"2020-06-04";"CZ0412";"Ostrov";"Z";"65+";"";"2";""
"2020-06-04";"CZ0413";"Sokolov";"M";"65+";"";"2";""
"2020-06-04";"CZ0425";"N/A";"M";"20-64";"";"2";""
"2020-06-04";"CZ0714";"Hranice";"M";"20-64";"";"1";""
"2020-06-04";"CZ0722";"UherskÈ HradiötÏ";"M";"20-64";"";"1";""
"2020-06-04";"CZ0724";"ZlÌn";"M";"0-19";"";"2";""
"2020-06-04";"CZ0803";"BohumÌn";"Z";"20-64";"";"4";""
"2020-06-04";"CZ0803";"HavÌ¯ov";"Z";"0-19";"1";"3";"2"
"2020-06-04";"CZ0805";"Opava";"M";"20-64";"";"1";""
"2020-06-05";"CZ0100";"Praha";"Z";"65+";"1";"30";"29"
"2020-06-05";"CZ0203";"Slan˝";"M";"65+";"";"1";""
"2020-06-05";"CZ0315";"Prachatice";"Z";"0-19";"";"2";""
"2020-06-05";"CZ0411";"Cheb";"Z";"65+";"1";"";""
"2020-06-05";"CZ0411";"Mari·nskÈ L·znÏ";"Z";"20-64";"";"5";""
"2020-06-05";"CZ0522";"JiËÌn";"M";"65+";"";"2";""
"2020-06-05";"CZ0631";"HavlÌËk˘v Brod";"Z";"20-64";"";"1";""
"2020-06-05";"CZ0631";"SvÏtl· nad S·zavou";"M";"20-64";"";"1";""
"2020-06-05";"CZ0642";"Brno";"Z";"65+";"";"3";""
"2020-06-05";"CZ0644";"HustopeËe";"M";"20-64";"";"2";""
"2020-06-05";"CZ0712";"Olomouc";"Z";"20-64";"2";"14";"12"
"2020-06-05";"CZ0724";"LuhaËovice";"M";"20-64";"";"3";""
"2020-06-05";"CZ0803";"Karvin·";"Z";"65+";"";"1";""
"2020-06-05";"CZ0804";"Kop¯ivnice";"M";"65+";"";"1";""
"2020-06-05";"CZ0805";"HluËÌn";"M";"20-64";"";"1";""
"2020-06-05";"CZ0805";"Opava";"M";"65+";"";"1";""
"2020-06-06";"CZ0202";"Beroun";"Z";"20-64";"";"1";""
"2020-06-06";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"20-64";"";"3";""
"2020-06-06";"CZ0314";"Milevsko";"Z";"65+";"";"1";""
"2020-06-06";"CZ0316";"Strakonice";"M";"20-64";"";"1";""
"2020-06-06";"CZ0531";"Chrudim";"Z";"20-64";"";"1";""
"2020-06-06";"CZ0712";"Litovel";"M";"65+";"";"15";""
"2020-06-06";"CZ0712";"Litovel";"Z";"20-64";"2";"10";"8"
"2020-06-06";"CZ0712";"Olomouc";"M";"65+";"1";"";""
"2020-06-06";"CZ0712";"äternberk";"M";"20-64";"";"2";""
"2020-06-06";"CZ0802";"T¯inec";"Z";"20-64";"1";"";""
"2020-05-11";"CZ0531";"Chrudim";"M";"20-64";"";"1";""
"2020-05-11";"CZ0643";"Ku¯im";"M";"20-64";"";"1";""
"2020-05-11";"CZ0643";"Tiönov";"M";"65+";"";"4";""
"2020-05-11";"CZ0644";"B¯eclav";"Z";"20-64";"";"3";""
"2020-05-11";"CZ0713";"ProstÏjov";"M";"0-19";"";"4";""
"2020-05-11";"CZ0724";"Otrokovice";"M";"65+";"";"2";""
"2020-05-11";"CZ0724";"Otrokovice";"Z";"20-64";"";"6";""
"2020-05-11";"CZ0802";"Fr˝dlant nad OstravicÌ";"M";"20-64";"";"1";""
"2020-05-11";"CZ0804";"BÌlovec";"Z";"20-64";"";"6";""
"2020-05-11";"CZ0804";"Nov˝ JiËÌn";"M";"20-64";"";"2";""
"2020-05-11";"CZ0806";"Ostrava";"M";"65+";"1";"10";"9"
"2020-05-12";"CZ0201";"Vlaöim";"M";"20-64";"";"1";""
"2020-05-12";"CZ0203";"Slan˝";"Z";"20-64";"";"4";""
"2020-05-12";"CZ0204";"KolÌn";"M";"65+";"";"2";""
"2020-05-12";"CZ0206";"Kralupy nad Vltavou";"M";"20-64";"";"2";""
"2020-05-12";"CZ0207";"Mlad· Boleslav";"Z";"65+";"";"2";""
"2020-05-12";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"65+";"";"1";""
"2020-05-12";"CZ020B";"P¯Ìbram";"M";"20-64";"";"1";""
"2020-05-12";"CZ0411";"Mari·nskÈ L·znÏ";"M";"20-64";"";"4";""
"2020-05-12";"CZ0412";"Karlovy Vary";"M";"20-64";"";"1";""
"2020-05-12";"CZ0423";"Roudnice nad Labem";"Z";"20-64";"";"1";""
"2020-05-12";"CZ0426";"Teplice";"M";"65+";"";"1";""
"2020-05-12";"CZ0631";"HavlÌËk˘v Brod";"Z";"20-64";"";"2";""
"2020-05-12";"CZ0712";"äternberk";"Z";"20-64";"";"3";""
"2020-05-12";"CZ0721";"Byst¯ice pod Host˝nem";"M";"20-64";"1";"2";"1"
"2020-05-12";"CZ0722";"UherskÈ HradiötÏ";"Z";"65+";"";"1";""
"2020-05-12";"CZ0802";"Fr˝dek-MÌstek";"M";"20-64";"";"5";""
"2020-05-12";"CZ0805";"Opava";"Z";"20-64";"";"10";""
"2020-05-12";"CZ0806";"Ostrava";"Z";"20-64";"";"18";""
"2020-05-12";"CZ099Y";"N/A";"Z";"20-64";"1";"";""
"2020-05-13";"CZ0201";"Vlaöim";"M";"0-19";"";"2";""
"2020-05-13";"CZ0203";"Kladno";"Z";"20-64";"";"4";""
"2020-05-13";"CZ0206";"Neratovice";"M";"20-64";"";"8";""
"2020-05-13";"CZ020B";"SedlËany";"M";"65+";"";"1";""
"2020-05-13";"CZ0317";"T·bor";"M";"20-64";"";"1";""
"2020-05-13";"CZ0321";"Domaûlice";"M";"65+";"";"3";""
"2020-05-13";"CZ0323";"PlzeÚ";"Z";"65+";"";"3";""
"2020-05-13";"CZ0326";"Rokycany";"Z";"20-64";"";"2";""
"2020-05-13";"CZ0423";"LitomÏ¯ice";"M";"65+";"";"2";""
"2020-05-13";"CZ0423";"LitomÏ¯ice";"Z";"20-64";"";"12";""
"2020-05-13";"CZ0425";"Most";"M";"20-64";"1";"";""
"2020-05-13";"CZ0427";"⁄stÌ nad Labem";"M";"65+";"";"2";""
"2020-05-13";"CZ0513";"Liberec";"Z";"20-64";"";"2";""
"2020-05-13";"CZ0532";"Holice";"Z";"20-64";"";"4";""
"2020-05-13";"CZ0643";"éidlochovice";"M";"20-64";"";"1";""
"2020-05-13";"CZ0722";"Uhersk˝ Brod";"M";"65+";"";"2";""
"2020-05-13";"CZ0724";"Otrokovice";"M";"0-19";"";"2";""
"2020-05-13";"CZ0724";"ZlÌn";"M";"65+";"";"1";""
"2020-05-13";"CZ0802";"Fr˝dek-MÌstek";"M";"0-19";"";"3";""
"2020-05-13";"CZ0803";"HavÌ¯ov";"M";"65+";"1";"";""
"2020-05-13";"CZ0804";"Nov˝ JiËÌn";"Z";"65+";"";"2";""
"2020-05-13";"CZ0805";"HluËÌn";"Z";"65+";"";"2";""
"2020-05-13";"CZ0806";"Ostrava";"Z";"0-19";"";"4";""
"2020-05-14";"CZ0205";"Kutn· Hora";"M";"65+";"";"2";""
"2020-05-14";"CZ020A";"»ernoöice";"M";"65+";"";"1";""
"2020-05-14";"CZ0321";"Domaûlice";"Z";"20-64";"2";"7";"5"
"2020-05-14";"CZ0324";"P¯eötice";"Z";"20-64";"";"2";""
"2020-05-14";"CZ0633";"Humpolec";"M";"65+";"";"1";""
"2020-05-14";"CZ0713";"ProstÏjov";"M";"20-64";"2";"2";"0"
"2020-05-14";"CZ0724";"ZlÌn";"M";"20-64";"";"2";""
"2020-05-15";"CZ0203";"Kladno";"M";"0-19";"";"1";""
"2020-05-15";"CZ0311";"T˝n nad Vltavou";"M";"20-64";"";"1";""
"2020-05-15";"CZ0315";"Prachatice";"Z";"20-64";"";"2";""
"2020-05-15";"CZ0324";"Stod";"M";"20-64";"";"1";""
"2020-05-15";"CZ0413";"Sokolov";"Z";"20-64";"";"1";""
"2020-05-15";"CZ0423";"LitomÏ¯ice";"M";"0-19";"";"2";""
"2020-05-15";"CZ0512";"Jablonec nad Nisou";"M";"65+";"";"1";""
"2020-05-15";"CZ0532";"Pardubice";"M";"20-64";"";"2";""
"2020-05-15";"CZ0631";"ChotÏbo¯";"M";"20-64";"";"2";""
"2020-05-15";"CZ0647";"Znojmo";"Z";"20-64";"";"1";""
"2020-05-15";"CZ0803";"Karvin·";"M";"20-64";"";"6";""
"2020-05-15";"CZ0804";"Odry";"Z";"65+";"";"1";""
"2020-05-16";"CZ0100";"Praha";"Z";"65+";"";"14";""
"2020-05-16";"CZ0201";"Beneöov";"M";"65+";"";"1";""
"2020-05-16";"CZ0209";"ÿÌËany";"Z";"20-64";"";"2";""
"2020-05-16";"CZ0322";"Suöice";"Z";"20-64";"1";"";""
"2020-05-16";"CZ0422";"KadaÚ";"Z";"20-64";"";"1";""
"2020-05-16";"CZ0521";"Hradec Kr·lovÈ";"M";"20-64";"";"3";""
"2020-05-16";"CZ0631";"SvÏtl· nad S·zavou";"Z";"65+";"";"2";""
"2020-05-16";"CZ0644";"B¯eclav";"M";"20-64";"";"2";""
"2020-05-16";"CZ0712";"UniËov";"Z";"65+";"";"8";""
"2020-05-16";"CZ0724";"Otrokovice";"M";"20-64";"";"2";""
"2020-05-16";"CZ0804";"BÌlovec";"M";"20-64";"1";"";""
"2020-05-17";"CZ0203";"Slan˝";"M";"20-64";"";"1";""
"2020-05-17";"CZ0204";"KolÌn";"Z";"20-64";"";"2";""
"2020-05-17";"CZ0207";"Mlad· Boleslav";"M";"65+";"";"2";""
"2020-05-17";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"20-64";"";"3";""
"2020-05-17";"CZ0411";"Aö";"Z";"0-19";"";"2";""
