"datum_vysledku";"okres";"orp";"pohlavi";"vek_kat";"pocet_pozitivni_primarni";"pocet_testu_u_pozitivnich";"pocet_opakovanych"
"2020-03-19";"CZ0723";"Roûnov pod RadhoötÏm";"Z";"20-64";"1";"";""
"2020-03-19";"CZ0724";"ZlÌn";"Z";"0-19";"2";"6";"4"
"2020-03-20";"CZ020A";"»ernoöice";"Z";"65+";"1";"3";"2"
"2020-03-20";"CZ0323";"PlzeÚ";"M";"20-64";"";"2";""
"2020-03-20";"CZ0412";"Karlovy Vary";"Z";"20-64";"2";"4";"2"
"2020-03-20";"CZ0802";"Fr˝dek-MÌstek";"Z";"20-64";"2";"6";"4"
"2020-03-20";"CZ0805";"Krava¯e";"M";"20-64";"";"3";""
"2020-03-21";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"20-64";"1";"3";"2"
"2020-03-21";"CZ0411";"Cheb";"M";"20-64";"";"1";""
"2020-03-21";"CZ0532";"Pardubice";"Z";"20-64";"1";"5";"4"
"2020-03-21";"CZ0632";"Jihlava";"Z";"20-64";"1";"2";"1"
"2020-03-21";"CZ0644";"B¯eclav";"Z";"0-19";"1";"2";"1"
"2020-03-22";"CZ020B";"Dob¯Ìö";"Z";"20-64";"";"1";""
"2020-03-22";"CZ0424";"Louny";"M";"65+";"";"1";""
"2020-03-22";"CZ0427";"⁄stÌ nad Labem";"Z";"20-64";"1";"2";"1"
"2020-03-22";"CZ0513";"Liberec";"Z";"20-64";"1";"2";"1"
"2020-03-22";"CZ0644";"B¯eclav";"Z";"20-64";"";"1";""
"2020-03-22";"CZ0712";"UniËov";"M";"0-19";"1";"3";"2"
"2020-03-22";"CZ0721";"KromÏ¯Ìû";"Z";"20-64";"1";"3";"2"
"2020-03-22";"CZ0722";"Uhersk˝ Brod";"Z";"20-64";"";"2";""
"2020-03-22";"CZ0724";"ZlÌn";"M";"65+";"";"2";""
"2020-03-23";"CZ0203";"Slan˝";"Z";"20-64";"";"1";""
"2020-03-23";"CZ0204";"KolÌn";"M";"65+";"1";"2";"1"
"2020-03-23";"CZ0411";"Cheb";"M";"20-64";"1";"3";"2"
"2020-03-23";"CZ0521";"Hradec Kr·lovÈ";"M";"20-64";"";"1";""
"2020-03-23";"CZ0531";"Chrudim";"M";"0-19";"1";"1";"0"
"2020-03-23";"CZ0712";"Litovel";"M";"0-19";"1";"2";"1"
"2020-03-23";"CZ0712";"äternberk";"M";"65+";"";"2";""
"2020-03-23";"CZ0712";"äternberk";"Z";"20-64";"";"3";""
"2020-03-07";"CZ0100";"Praha";"Z";"20-64";"2";"6";"4"
"2020-03-08";"CZ0100";"Praha";"Z";"20-64";"";"7";""
"2020-03-10";"CZ0100";"Praha";"Z";"0-19";"";"1";""
"2020-03-10";"CZ0712";"Litovel";"Z";"20-64";"1";"2";"1"
"2020-03-11";"CZ0206";"Neratovice";"Z";"20-64";"1";"";""
"2020-03-11";"CZ0421";"DÏËÌn";"Z";"0-19";"";"1";""
"2020-03-11";"CZ0421";"DÏËÌn";"Z";"20-64";"";"3";""
"2020-03-11";"CZ0643";"éidlochovice";"Z";"20-64";"";"2";""
"2020-03-11";"CZ0723";"Roûnov pod RadhoötÏm";"Z";"20-64";"";"3";""
"2020-03-12";"CZ0203";"Kladno";"Z";"20-64";"1";"1";"0"
"2020-03-12";"CZ0206";"Neratovice";"Z";"20-64";"";"1";""
"2020-03-12";"CZ0643";"éidlochovice";"Z";"20-64";"";"3";""
"2020-03-13";"CZ0100";"Praha";"M";"20-64";"1";"10";"9"
"2020-03-13";"CZ0723";"Roûnov pod RadhoötÏm";"M";"20-64";"1";"4";"3"
"2020-03-14";"CZ020B";"Dob¯Ìö";"Z";"20-64";"1";"2";"1"
"2020-03-14";"CZ0715";"Z·b¯eh";"M";"20-64";"1";"2";"1"
"2020-03-15";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"20-64";"1";"";""
"2020-03-15";"CZ0421";"DÏËÌn";"Z";"20-64";"";"1";""
"2020-03-15";"CZ0521";"Hradec Kr·lovÈ";"M";"20-64";"1";"";""
"2020-03-15";"CZ0712";"Litovel";"M";"20-64";"6";"18";"12"
"2020-03-15";"CZ0802";"Fr˝dek-MÌstek";"M";"20-64";"1";"";""
"2020-03-15";"CZ0804";"BÌlovec";"Z";"20-64";"1";"4";"3"
"2020-03-16";"CZ0315";"Vimperk";"M";"20-64";"1";"";""
"2020-03-16";"CZ0427";"⁄stÌ nad Labem";"Z";"20-64";"1";"4";"3"
"2020-03-16";"CZ0533";"Litomyöl";"Z";"20-64";"2";"2";"0"
"2020-03-16";"CZ0643";"Tiönov";"Z";"0-19";"1";"";""
"2020-03-16";"CZ0644";"B¯eclav";"M";"20-64";"1";"2";"1"
"2020-03-16";"CZ0712";"UniËov";"Z";"65+";"2";"6";"4"
"2020-03-16";"CZ0806";"Ostrava";"Z";"20-64";"1";"3";"2"
"2020-03-17";"CZ0321";"Domaûlice";"Z";"20-64";"";"3";""
"2020-03-17";"CZ0421";"Varnsdorf";"Z";"20-64";"";"1";""
"2020-03-17";"CZ0427";"⁄stÌ nad Labem";"Z";"20-64";"1";"3";"2"
"2020-03-17";"CZ0721";"KromÏ¯Ìû";"M";"20-64";"1";"1";"0"
"2020-03-18";"CZ0203";"Kladno";"M";"20-64";"2";"2";"0"
"2020-03-18";"CZ0321";"Domaûlice";"Z";"20-64";"1";"";""
"2020-03-19";"CZ0100";"Praha";"Z";"65+";"2";"5";"3"
"2020-03-19";"CZ020A";"»ernoöice";"Z";"0-19";"";"1";""
"2020-03-19";"CZ020A";"»ernoöice";"Z";"20-64";"2";"3";"1"
"2020-03-19";"CZ0427";"⁄stÌ nad Labem";"M";"0-19";"1";"";""
"2020-03-19";"CZ0643";"Tiönov";"Z";"20-64";"1";"1";"0"
"2020-03-19";"CZ0644";"HustopeËe";"M";"20-64";"2";"1";"-1"
"2020-03-19";"CZ0712";"UniËov";"Z";"65+";"";"2";""
"2020-03-20";"CZ0100";"Praha";"Z";"65+";"3";"9";"6"
"2020-03-20";"CZ0201";"Beneöov";"Z";"20-64";"1";"3";"2"
"2020-03-20";"CZ0204";"KolÌn";"Z";"20-64";"1";"";""
"2020-03-20";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"20-64";"3";"9";"6"
"2020-03-20";"CZ0209";"ÿÌËany";"Z";"20-64";"1";"2";"1"
"2020-03-20";"CZ0421";"DÏËÌn";"M";"20-64";"";"1";""
"2020-03-20";"CZ0631";"SvÏtl· nad S·zavou";"Z";"20-64";"1";"";""
"2020-03-20";"CZ0632";"Jihlava";"M";"20-64";"";"2";""
"2020-03-20";"CZ0642";"Brno";"Z";"0-19";"1";"4";"3"
"2020-03-21";"CZ0100";"Praha";"Z";"20-64";"18";"39";"21"
"2020-03-21";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"20-64";"1";"4";"3"
"2020-03-21";"CZ0513";"Liberec";"M";"20-64";"1";"2";"1"
"2020-03-21";"CZ0631";"SvÏtl· nad S·zavou";"Z";"20-64";"1";"4";"3"
"2020-03-21";"CZ0806";"Ostrava";"M";"20-64";"1";"4";"3"
"2020-03-22";"CZ0207";"Mlad· Boleslav";"Z";"20-64";"1";"2";"1"
"2020-03-22";"CZ020A";"»ernoöice";"Z";"20-64";"1";"1";"0"
"2020-03-22";"CZ020B";"SedlËany";"Z";"0-19";"2";"4";"2"
"2020-03-22";"CZ020B";"SedlËany";"Z";"20-64";"1";"2";"1"
"2020-03-22";"CZ0427";"⁄stÌ nad Labem";"M";"20-64";"1";"2";"1"
"2020-03-22";"CZ0513";"Liberec";"M";"20-64";"1";"2";"1"
"2020-03-22";"CZ0531";"Chrudim";"Z";"65+";"1";"2";"1"
"2020-03-22";"CZ0723";"ValaöskÈ Mezi¯ÌËÌ";"M";"20-64";"1";"2";"1"
"2020-03-23";"CZ0204";"KolÌn";"M";"0-19";"";"1";""
"2020-03-23";"CZ0206";"Kralupy nad Vltavou";"M";"65+";"";"2";""
"2020-03-23";"CZ0208";"Lys· nad Labem";"Z";"20-64";"";"2";""
"2020-03-23";"CZ0321";"Domaûlice";"M";"20-64";"1";"4";"3"
"2020-03-23";"CZ0642";"Brno";"Z";"20-64";"2";"7";"5"
"2020-03-23";"CZ0647";"Znojmo";"M";"20-64";"";"1";""
"2020-03-23";"CZ0805";"HluËÌn";"Z";"20-64";"";"1";""
"2020-03-24";"CZ0208";"Lys· nad Labem";"Z";"20-64";"1";"2";"1"
"2020-03-24";"CZ020A";"»ernoöice";"M";"20-64";"3";"5";"2"
"2020-03-24";"CZ0321";"Domaûlice";"Z";"65+";"1";"5";"4"
"2020-03-24";"CZ0511";"»esk· LÌpa";"Z";"20-64";"";"2";""
"2020-03-24";"CZ0512";"Jablonec nad Nisou";"Z";"20-64";"";"1";""
"2020-03-24";"CZ0514";"Jilemnice";"Z";"20-64";"";"2";""
"2020-03-24";"CZ0514";"Turnov";"Z";"20-64";"1";"2";"1"
"2020-02-29";"CZ0100";"Praha";"Z";"20-64";"";"1";""
"2020-03-04";"CZ0100";"Praha";"Z";"20-64";"1";"2";"1"
"2020-03-07";"CZ0421";"DÏËÌn";"Z";"20-64";"1";"";""
"2020-03-08";"CZ0427";"⁄stÌ nad Labem";"M";"20-64";"1";"";""
"2020-03-08";"CZ0713";"Konice";"M";"20-64";"";"2";""
"2020-03-08";"CZ0714";"P¯erov";"Z";"20-64";"";"1";""
"2020-03-09";"CZ0206";"Kralupy nad Vltavou";"M";"65+";"";"1";""
"2020-03-10";"CZ0323";"PlzeÚ";"Z";"20-64";"1";"";""
"2020-03-11";"CZ0100";"Praha";"M";"65+";"1";"2";"1"
"2020-03-11";"CZ0100";"Praha";"Z";"20-64";"2";"11";"9"
"2020-03-11";"CZ0205";"Kutn· Hora";"M";"0-19";"1";"";""
"2020-03-11";"CZ0206";"Kralupy nad Vltavou";"Z";"20-64";"1";"";""
"2020-03-12";"CZ0208";"Nymburk";"M";"0-19";"";"1";""
"2020-03-12";"CZ0523";"N·chod";"M";"20-64";"1";"3";"2"
"2020-03-13";"CZ0203";"Slan˝";"M";"20-64";"1";"4";"3"
"2020-03-13";"CZ0712";"Litovel";"Z";"20-64";"1";"3";"2"
"2020-03-14";"CZ0100";"Praha";"Z";"0-19";"1";"1";"0"
"2020-03-14";"CZ0207";"Mlad· Boleslav";"M";"20-64";"";"2";""
"2020-03-14";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"0-19";"";"3";""
"2020-03-14";"CZ0312";"Kaplice";"Z";"20-64";"";"3";""
"2020-03-14";"CZ0411";"Mari·nskÈ L·znÏ";"Z";"20-64";"2";"6";"4"
"2020-03-14";"CZ0412";"Karlovy Vary";"Z";"65+";"1";"";""
"2020-03-14";"CZ0642";"Brno";"Z";"65+";"";"4";""
"2020-03-14";"CZ0712";"UniËov";"Z";"0-19";"3";"9";"6"
"2020-03-15";"CZ0421";"DÏËÌn";"Z";"0-19";"";"1";""
"2020-03-15";"CZ0534";"Lanökroun";"Z";"20-64";"1";"";""
"2020-03-15";"CZ0631";"SvÏtl· nad S·zavou";"Z";"65+";"1";"2";"1"
"2020-03-15";"CZ0642";"Brno";"M";"20-64";"1";"2";"1"
"2020-03-15";"CZ0722";"UherskÈ HradiötÏ";"Z";"65+";"1";"3";"2"
"2020-03-15";"CZ0724";"ZlÌn";"Z";"65+";"1";"3";"2"
"2020-03-16";"CZ0100";"Praha";"Z";"65+";"1";"4";"3"
"2020-03-16";"CZ0204";"KolÌn";"Z";"20-64";"";"2";""
"2020-03-16";"CZ020A";"»ernoöice";"Z";"0-19";"1";"2";"1"
"2020-03-16";"CZ0411";"Mari·nskÈ L·znÏ";"M";"20-64";"";"5";""
"2020-03-16";"CZ0631";"SvÏtl· nad S·zavou";"M";"20-64";"1";"2";"1"
"2020-03-16";"CZ0643";"älapanice";"Z";"65+";"";"3";""
"2020-03-16";"CZ099Y";"N/A";"M";"20-64";"3";"3";"0"
"2020-03-17";"CZ0100";"Praha";"M";"20-64";"5";"25";"20"
"2020-03-17";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"20-64";"1";"2";"1"
"2020-03-17";"CZ0512";"éelezn˝ Brod";"M";"20-64";"1";"3";"2"
"2020-03-17";"CZ0525";"Trutnov";"Z";"20-64";"";"3";""
"2020-03-17";"CZ0643";"älapanice";"Z";"20-64";"";"1";""
"2020-03-17";"CZ0722";"Uhersk˝ Brod";"Z";"20-64";"";"2";""
"2020-03-18";"CZ0204";"»esk˝ Brod";"M";"65+";"";"2";""
"2020-03-18";"CZ0311";"»eskÈ BudÏjovice";"M";"20-64";"1";"";""
"2020-03-18";"CZ0512";"éelezn˝ Brod";"Z";"20-64";"1";"2";"1"
"2020-03-18";"CZ0525";"Trutnov";"M";"65+";"1";"";""
"2020-03-18";"CZ0644";"B¯eclav";"Z";"20-64";"1";"8";"7"
"2020-03-18";"CZ0645";"HodonÌn";"M";"65+";"";"1";""
"2020-03-18";"CZ0712";"Litovel";"Z";"65+";"";"3";""
"2020-03-18";"CZ0801";"Brunt·l";"M";"20-64";"1";"4";"3"
"2020-03-18";"CZ0802";"Fr˝dlant nad OstravicÌ";"M";"65+";"";"1";""
"2020-03-18";"CZ0803";"Orlov·";"M";"20-64";"";"2";""
"2020-03-18";"CZ0804";"BÌlovec";"Z";"20-64";"2";"5";"3"
"2020-03-19";"CZ0423";"Lovosice";"Z";"65+";"";"1";""
"2020-03-19";"CZ0712";"Litovel";"M";"20-64";"5";"3";"-2"
"2020-03-19";"CZ0802";"Fr˝dlant nad OstravicÌ";"M";"20-64";"";"1";""
"2020-03-19";"CZ0806";"Ostrava";"Z";"20-64";"2";"3";"1"
"2020-03-20";"CZ0208";"Lys· nad Labem";"Z";"20-64";"";"2";""
"2020-03-20";"CZ0422";"Chomutov";"M";"20-64";"1";"3";"2"
"2020-03-20";"CZ0514";"Turnov";"M";"65+";"1";"3";"2"
"2020-03-20";"CZ0644";"B¯eclav";"M";"20-64";"";"4";""
"2020-03-20";"CZ0647";"Znojmo";"M";"20-64";"";"2";""
"2020-03-20";"CZ0802";"Fr˝dek-MÌstek";"Z";"0-19";"2";"4";"2"
"2020-03-21";"CZ0421";"Varnsdorf";"Z";"20-64";"1";"2";"1"
"2020-03-21";"CZ0632";"TelË";"M";"20-64";"";"2";""
"2020-03-21";"CZ0715";"äumperk";"Z";"20-64";"";"1";""
"2020-03-22";"CZ0202";"Beroun";"Z";"20-64";"2";"4";"2"
"2020-03-22";"CZ0722";"UherskÈ HradiötÏ";"M";"20-64";"1";"3";"2"
"2020-03-22";"CZ0803";"HavÌ¯ov";"M";"20-64";"1";"2";"1"
"2020-03-22";"CZ0806";"Ostrava";"M";"0-19";"1";"2";"1"
"2020-03-23";"CZ0100";"Praha";"Z";"65+";"2";"9";"7"
"2020-03-23";"CZ0201";"Votice";"Z";"20-64";"1";"2";"1"
"2020-03-23";"CZ0209";"ÿÌËany";"Z";"65+";"1";"1";"0"
"2020-03-23";"CZ0411";"Cheb";"Z";"0-19";"2";"4";"2"
"2020-03-23";"CZ0421";"DÏËÌn";"M";"65+";"";"1";""
"2020-03-23";"CZ0521";"Hradec Kr·lovÈ";"Z";"20-64";"";"1";""
"2020-03-23";"CZ0712";"Olomouc";"M";"20-64";"1";"3";"2"
"2020-03-23";"CZ0712";"UniËov";"Z";"65+";"1";"2";"1"
"2020-03-23";"CZ0802";"Fr˝dek-MÌstek";"Z";"20-64";"";"2";""
"2020-03-06";"CZ0100";"Praha";"Z";"0-19";"1";"";""
"2020-03-07";"CZ0100";"Praha";"M";"20-64";"2";"7";"5"
"2020-03-07";"CZ0722";"UherskÈ HradiötÏ";"Z";"0-19";"";"2";""
"2020-03-08";"CZ0203";"Slan˝";"Z";"20-64";"1";"";""
"2020-03-09";"CZ0100";"Praha";"M";"20-64";"1";"6";"5"
"2020-03-10";"CZ0712";"Olomouc";"M";"20-64";"";"3";""
"2020-03-11";"CZ0712";"Litovel";"M";"20-64";"";"1";""
"2020-03-12";"CZ0206";"Kralupy nad Vltavou";"Z";"20-64";"";"1";""
"2020-03-12";"CZ0712";"UniËov";"Z";"20-64";"";"3";""
"2020-03-13";"CZ0100";"Praha";"Z";"0-19";"1";"3";"2"
"2020-03-13";"CZ0312";"Kaplice";"Z";"20-64";"";"2";""
"2020-03-13";"CZ0724";"ValaöskÈ Klobouky";"M";"20-64";"";"1";""
"2020-03-14";"CZ0100";"Praha";"M";"20-64";"8";"28";"20"
"2020-03-14";"CZ0427";"⁄stÌ nad Labem";"M";"20-64";"";"3";""
