datum;okres;orp;pohlavi;vek_kat;pocet_pozitivni;pocet_vyleceni;pocet_zemreli;pocet_umrti_hospitalizace;pocet_umrti_komplikovany
2020-08-10;CZ0521;5205;M;20-64;1;2;;;
2020-08-10;CZ0523;5211;M;20-64;1;;;;
2020-08-10;CZ0533;5312;Z;0-19;;1;;;
2020-08-10;CZ0534;5314;Z;65+;;1;;;
2020-08-10;CZ0633;6309;Z;20-64;;2;;;
2020-08-10;CZ0642;6403;Z;65+;;1;;;
2020-08-10;CZ0643;6409;Z;20-64;1;;;;
2020-08-10;CZ0712;7107;M;20-64;3;1;;;
2020-08-10;CZ0715;7111;M;0-19;1;;;;
2020-08-10;CZ0803;8002;Z;20-64;;2;;;
2020-08-11;CZ0202;2002;Z;20-64;1;;;;
2020-08-11;CZ0209;2003;Z;20-64;1;1;;;
2020-08-29;CZ0641;6401;M;20-64;2;;;;
2020-08-29;CZ0642;6403;M;0-19;1;;;;
2020-08-29;CZ0643;6421;Z;20-64;2;;;;
2020-08-29;CZ0645;6410;Z;65+;1;;;;
2020-08-29;CZ0645;6418;Z;20-64;1;;;;
2020-08-29;CZ0724;7209;M;65+;1;;;;
2020-08-29;CZ0802;8006;Z;20-64;;1;;;
2020-08-29;CZ0806;8019;M;0-19;;2;;;
2020-08-30;CZ0206;2011;Z;20-64;1;;;;
2020-08-30;CZ0206;2014;Z;20-64;2;;;;
2020-08-30;CZ0206;2017;Z;20-64;5;;;;
2020-08-30;CZ0323;3209;Z;20-64;;1;;;
2020-08-30;CZ0326;3211;M;20-64;2;;;;
2020-08-30;CZ0524;5213;Z;20-64;1;;;;
2020-08-30;CZ0635;6301;M;20-64;;1;;;
2020-08-30;CZ0642;6403;M;20-64;3;;;;
2020-08-30;CZ0802;8021;M;20-64;1;;;;
2020-08-30;CZ0805;8009;Z;65+;1;;;;
2020-08-31;CZ020B;2007;M;20-64;;2;;;
2020-08-31;CZ0311;3102;M;65+;1;;;;
2020-08-31;CZ0311;3102;Z;20-64;2;2;;;
2020-08-31;CZ0322;3203;Z;65+;;1;;;
2020-08-31;CZ0325;3208;M;65+;;1;;;
2020-08-31;CZ0326;3211;Z;20-64;;1;;;
2020-08-31;CZ0511;5101;M;20-64;1;1;;;
2020-08-31;CZ0513;5105;Z;65+;1;;;;
2020-08-31;CZ0531;5304;M;65+;;1;;;
2020-08-31;CZ0532;5309;M;20-64;1;1;;;
2020-08-31;CZ0642;6403;Z;20-64;3;9;;;
2020-08-31;CZ0645;6406;Z;0-19;;1;;;
2020-08-31;CZ0712;7107;M;65+;;1;;;
2020-08-31;CZ0722;7208;Z;0-19;;1;;;
2020-08-31;CZ0802;8010;Z;65+;;2;;;
2020-09-01;CZ0100;0;M;0-19;3;7;;;
2020-09-01;CZ0100;0;M;65+;4;2;;;
2020-09-01;CZ0206;2014;Z;20-64;;1;;;
2020-09-01;CZ0206;2017;Z;20-64;3;;;;
2020-09-01;CZ020A;2005;Z;65+;1;1;;;
2020-09-01;CZ020B;2020;Z;20-64;3;2;;;
2020-09-01;CZ0313;3105;Z;65+;1;;;;
2020-09-01;CZ0315;3109;M;20-64;1;;;;
2020-09-01;CZ0315;3109;Z;0-19;1;;;;
2020-09-01;CZ0411;4102;Z;65+;;1;;;
2020-09-01;CZ0426;4213;M;20-64;1;;;;
2020-09-01;CZ0633;6310;M;20-64;;1;;;
2020-09-01;CZ0634;6313;M;20-64;8;;;;
2020-09-01;CZ0644;6404;M;20-64;1;1;;;
2020-09-01;CZ0645;6410;M;20-64;4;;;;
2020-09-01;CZ0647;6420;Z;20-64;;1;;;
2020-09-01;CZ0722;7207;M;0-19;1;;;;
2020-09-01;CZ0804;8012;Z;20-64;1;;;;
2020-09-02;CZ0201;2025;Z;20-64;1;2;;;
2020-09-02;CZ0203;2009;M;20-64;4;;;;
2020-09-02;CZ0207;2015;Z;65+;1;1;;;
2020-09-02;CZ0411;4101;M;65+;2;;;;
2020-09-02;CZ0411;4101;Z;20-64;1;;;;
2020-09-02;CZ0412;4103;M;0-19;;1;;;
2020-09-02;CZ0413;4107;Z;20-64;4;;;;
2020-09-02;CZ0424;4216;Z;20-64;1;;;;
2020-09-02;CZ0512;5103;Z;20-64;3;;;;
2020-09-02;CZ0514;5104;Z;0-19;;1;;;
2020-09-02;CZ0532;5309;Z;65+;1;;;;
2020-09-02;CZ0534;5313;Z;20-64;1;1;;;
2020-09-02;CZ0534;5315;Z;0-19;;1;;;
2020-09-02;CZ0634;6307;Z;20-64;1;;;;
2020-09-02;CZ0635;6301;Z;20-64;1;;;;
2020-09-02;CZ0642;6403;Z;20-64;6;10;;;
2020-09-02;CZ0645;6406;Z;0-19;1;;;;
2020-09-02;CZ0722;7207;M;20-64;3;1;;;
2020-09-02;CZ0805;8009;Z;20-64;;1;;;
2020-09-02;CZ0805;8017;Z;0-19;1;;;;
2020-09-02;CZ0806;8019;Z;20-64;5;2;;;
2020-09-03;CZ0100;0;M;0-19;9;3;;;
2020-09-03;CZ0208;2019;M;20-64;1;;;;
2020-09-03;CZ0209;2022;Z;20-64;4;;;;
2020-09-03;CZ020A;9999;Z;65+;1;;;;
2020-09-03;CZ0327;3215;M;20-64;1;;;;
2020-09-03;CZ0426;4213;M;20-64;1;;;;
2020-09-03;CZ0523;5209;Z;20-64;1;;;;
2020-09-03;CZ0533;5308;Z;20-64;1;;;;
2020-09-03;CZ0534;5314;M;0-19;2;;;;
2020-09-03;CZ0634;6313;Z;65+;1;2;;;
2020-09-03;CZ0635;6315;Z;20-64;;1;;;
2020-09-03;CZ0643;6409;Z;20-64;2;;;;
2020-09-03;CZ0644;6407;Z;65+;1;;;;
2020-09-03;CZ0645;6406;Z;20-64;6;;;;
2020-09-03;CZ0646;6419;Z;20-64;1;1;;;
2020-09-03;CZ0713;7103;Z;20-64;;1;;;
2020-09-03;CZ0804;8012;Z;20-64;1;1;;;
2020-09-03;CZ0804;8015;Z;20-64;;1;;;
2020-09-04;CZ0208;2013;Z;20-64;2;1;;;
2020-09-04;CZ020B;2007;Z;65+;1;;;;
2020-09-04;CZ0315;3109;Z;20-64;1;;;;
2020-09-04;CZ0316;3111;M;0-19;1;;;;
2020-08-20;CZ0805;8009;Z;65+;1;;;;
2020-08-20;CZ0806;8019;Z;65+;;1;;;
2020-08-21;CZ020A;2005;M;65+;1;;;;
2020-08-21;CZ020B;2023;Z;0-19;1;;;;
2020-08-21;CZ0312;3103;Z;20-64;;1;;;
2020-08-21;CZ0317;3112;Z;20-64;3;3;;;
2020-08-21;CZ0323;3209;M;20-64;3;3;;;
2020-08-21;CZ0423;4211;Z;20-64;1;;;;
2020-08-21;CZ0513;5105;M;20-64;2;;;;
2020-08-21;CZ0521;5205;M;20-64;1;;;;
2020-08-21;CZ0524;5213;M;20-64;1;1;;;
2020-08-21;CZ0531;5304;M;20-64;2;1;;;
2020-08-21;CZ0802;8010;Z;20-64;3;;;;
2020-08-21;CZ0803;8008;Z;20-64;1;;;;
2020-08-21;CZ0803;8011;Z;20-64;;1;;;
2020-08-22;CZ0100;0;Z;0-19;6;4;;;
2020-08-22;CZ0322;3203;M;20-64;1;;;;
2020-08-22;CZ0323;9999;Z;65+;1;;;;
2020-08-22;CZ0325;3206;Z;20-64;3;;;;
2020-08-22;CZ0412;4103;M;20-64;1;;;;
2020-08-22;CZ0426;4213;Z;65+;1;;;;
2020-08-22;CZ0523;5209;Z;20-64;1;1;;;
2020-08-22;CZ0635;6315;Z;20-64;2;;;;
2020-08-22;CZ0804;8012;Z;20-64;1;;;;
2020-08-23;CZ0206;2011;M;20-64;;2;;;
2020-08-23;CZ0323;3209;Z;65+;4;;;;
2020-08-23;CZ0635;6315;Z;0-19;1;;;;
2020-08-23;CZ0642;6403;M;65+;1;;;;
2020-08-24;CZ0202;2002;M;20-64;1;1;;;
2020-08-24;CZ0209;2003;M;20-64;1;2;;;
2020-08-24;CZ0533;5312;M;20-64;1;;;;
2020-08-24;CZ0634;6306;M;0-19;2;;;;
2020-08-24;CZ0643;6417;M;65+;1;;;;
2020-08-24;CZ0645;6406;M;0-19;1;;;;
2020-08-24;CZ0646;6419;M;0-19;1;;;;
2020-08-24;CZ0715;7113;M;20-64;1;;;;
2020-08-24;CZ0722;7207;Z;0-19;;3;;;
2020-08-24;CZ0724;7213;Z;20-64;2;1;;;
2020-08-24;CZ0802;8006;Z;20-64;2;1;;;
2020-08-24;CZ0803;8004;Z;20-64;;1;;;
2020-08-25;CZ0100;0;Z;20-64;25;25;;;
2020-08-25;CZ0203;2009;Z;20-64;;1;;;
2020-08-25;CZ0204;2006;M;0-19;1;;;;
2020-08-25;CZ0204;2010;M;20-64;2;1;;;
2020-08-25;CZ0209;2022;M;20-64;;1;;;
2020-08-25;CZ020B;2007;M;0-19;;1;;;
2020-08-25;CZ020B;2020;M;20-64;3;1;;;
2020-08-25;CZ020B;2023;M;20-64;1;;;;
2020-08-25;CZ0314;3108;M;20-64;;1;;;
2020-08-25;CZ0424;4207;Z;0-19;;1;;;
2020-08-25;CZ0532;5309;M;0-19;1;1;;;
2020-08-25;CZ0534;5315;M;20-64;1;;;;
2020-08-25;CZ0632;6305;Z;65+;1;;;;
2020-08-25;CZ0641;6402;Z;65+;1;;;;
2020-08-25;CZ0644;6411;Z;20-64;;1;;;
2020-08-25;CZ0646;6415;Z;20-64;1;;;;
2020-08-25;CZ0722;7208;M;20-64;1;;;;
2020-08-25;CZ0723;7212;M;20-64;1;2;;;
2020-08-25;CZ0805;8017;M;20-64;2;;;;
2020-08-25;CZ099Y;9999;M;;1;;;;
2020-08-26;CZ0202;2002;Z;65+;1;;;;
2020-08-26;CZ020A;2005;Z;20-64;3;;;;
2020-08-26;CZ020C;2021;Z;20-64;1;;;;
2020-08-26;CZ0312;3103;M;20-64;2;;;;
2020-08-26;CZ0317;3112;M;20-64;2;;;;
2020-08-26;CZ0421;4202;M;20-64;1;2;;;
2020-08-26;CZ0422;4203;Z;20-64;;2;;;
2020-08-26;CZ0531;5302;Z;20-64;;1;;;
2020-08-26;CZ0533;5307;Z;0-19;;1;;;
2020-08-26;CZ0643;6421;Z;20-64;1;1;;;
2020-08-26;CZ0645;6410;Z;65+;1;;;;
2020-08-26;CZ0645;6418;Z;20-64;1;1;;;
2020-08-26;CZ0712;7107;M;65+;;1;;;
2020-08-26;CZ0712;7112;M;20-64;;1;;;
2020-08-26;CZ0802;8006;M;0-19;;1;;;
2020-08-26;CZ0802;8010;M;20-64;;5;;;
2020-08-26;CZ0803;8008;M;20-64;1;;;;
2020-08-26;CZ0803;8011;M;20-64;2;1;;;
2020-08-26;CZ0805;8017;M;0-19;1;;;;
2020-08-27;CZ0100;0;M;0-19;2;3;;;
2020-08-27;CZ0201;2001;M;20-64;1;1;;;
2020-08-27;CZ0205;2012;M;20-64;1;1;;;
2020-08-27;CZ0208;2018;M;20-64;;1;;;
2020-08-27;CZ0209;2022;Z;65+;;1;;;
2020-08-27;CZ020A;2005;Z;0-19;;1;;;
2020-08-27;CZ0312;3103;M;0-19;;1;;;
2020-08-27;CZ0321;3212;M;0-19;;1;;;
2020-08-27;CZ0514;5109;Z;20-64;3;;;;
2020-08-27;CZ0534;5314;Z;20-64;;1;;;
2020-08-27;CZ0643;6421;M;20-64;1;;;;
2020-08-27;CZ0645;6406;M;20-64;2;1;;;
2020-08-27;CZ0646;6419;M;20-64;2;;;;
2020-08-27;CZ0647;6420;Z;65+;;1;;;
2020-08-17;CZ0202;2008;Z;20-64;1;;;;
2020-08-17;CZ0209;2003;Z;20-64;1;;;;
2020-08-17;CZ0314;3108;Z;20-64;1;1;;;
2020-08-17;CZ0322;3205;Z;20-64;1;;;;
2020-08-17;CZ0514;5107;Z;20-64;;1;;;
2020-08-17;CZ0631;6302;M;20-64;2;;;;
2020-08-17;CZ0633;6309;M;20-64;;1;;;
2020-08-17;CZ0641;6402;M;20-64;;1;;;
2020-08-17;CZ0712;7107;Z;0-19;;1;;;
2020-08-17;CZ0724;7204;Z;20-64;1;;;;
2020-08-17;CZ0805;8017;Z;20-64;4;1;;;
2020-08-18;CZ0206;2011;M;0-19;;1;;;
2020-08-18;CZ0207;2015;Z;0-19;1;1;;;
2020-08-18;CZ0523;5201;Z;20-64;;1;;;
2020-08-18;CZ0525;5203;Z;0-19;;1;;;
2020-08-18;CZ0534;5314;M;20-64;;1;;;
2020-08-18;CZ0722;7208;M;65+;1;;;;
2020-08-18;CZ0802;8006;Z;0-19;;1;;;
2020-08-18;CZ0802;8021;Z;20-64;1;1;;;
2020-08-18;CZ0803;8004;Z;0-19;;2;;;
2020-08-18;CZ0805;8013;M;20-64;1;;;;
2020-08-19;CZ0201;2001;Z;20-64;1;;;;
2020-08-19;CZ0205;2012;Z;20-64;1;;;;
2020-08-19;CZ0313;3105;M;0-19;;2;;;
2020-08-19;CZ0323;3209;M;20-64;3;1;;;
2020-08-19;CZ0411;4102;Z;20-64;1;;;;
2020-08-19;CZ0427;4214;M;65+;1;;;;
2020-08-19;CZ0512;5103;Z;65+;;1;;;
2020-08-19;CZ0524;5213;M;20-64;;3;;;
2020-08-19;CZ0634;6313;Z;65+;1;;;;
2020-08-19;CZ0643;6416;Z;65+;1;;;;
2020-08-19;CZ0645;6410;Z;65+;1;;;;
2020-08-19;CZ0647;6420;Z;0-19;1;;;;
2020-08-19;CZ0803;8011;Z;20-64;;1;;;
2020-08-19;CZ0804;8005;Z;20-64;1;;;;
2020-08-19;CZ0805;8017;M;20-64;1;1;;;
2020-08-20;CZ0314;3108;M;0-19;;2;;;
2020-08-20;CZ0316;3117;Z;65+;1;;;;
2020-08-20;CZ0427;4214;M;20-64;2;;;;
2020-08-20;CZ0531;5302;M;20-64;1;;;;
2020-08-20;CZ0534;5315;M;0-19;6;;;;
2020-08-20;CZ0643;6417;M;20-64;1;1;;;
2020-08-20;CZ0723;7212;M;0-19;;1;;;
2020-08-20;CZ0802;8006;Z;65+;;2;;;
2020-08-20;CZ0805;8009;M;20-64;2;;;;
2020-08-20;CZ0806;8019;M;20-64;2;7;;;
2020-08-21;CZ0201;2001;M;20-64;1;;;;
2020-08-21;CZ0206;2014;M;20-64;2;;;;
2020-08-21;CZ0208;2018;M;20-64;;1;;;
2020-08-21;CZ0313;3104;M;0-19;1;;;;
2020-08-21;CZ0316;3117;M;20-64;1;;;;
2020-08-21;CZ0322;3205;Z;20-64;2;1;;;
2020-08-21;CZ0324;3210;M;20-64;1;;;;
2020-08-21;CZ0413;4104;Z;20-64;1;;;;
2020-08-21;CZ0422;4204;M;20-64;2;1;;;
2020-08-21;CZ0424;4207;Z;20-64;3;1;;;
2020-08-21;CZ0513;5105;Z;65+;1;;;;
2020-08-21;CZ0522;5207;M;20-64;;1;;;
2020-08-21;CZ0532;5309;M;20-64;2;;;;
2020-08-21;CZ0635;6315;M;20-64;1;;;;
2020-08-21;CZ0642;6403;M;65+;1;1;;;
2020-08-21;CZ0645;6406;M;20-64;3;;;;
2020-08-21;CZ0646;6419;M;20-64;3;;;;
2020-08-21;CZ0647;6420;Z;65+;1;;;;
2020-08-21;CZ0715;7111;M;65+;;1;;;
2020-08-21;CZ0724;7213;Z;20-64;1;;;;
2020-08-21;CZ0802;8006;Z;20-64;2;2;;;
2020-08-21;CZ0803;8004;Z;20-64;1;1;;;
2020-08-21;CZ0805;8009;M;0-19;1;;;;
2020-08-21;CZ0806;8019;M;0-19;2;1;;;
2020-08-22;CZ0204;2010;Z;20-64;2;;;;
2020-08-22;CZ0642;6403;M;20-64;7;3;;;
2020-08-23;CZ0100;0;M;20-64;17;13;;;
2020-08-23;CZ0511;5106;Z;65+;1;;;;
2020-08-23;CZ0523;5206;Z;65+;1;;;;
2020-08-23;CZ0646;6415;M;20-64;;1;;;
2020-08-23;CZ0724;7204;M;20-64;;1;;;
2020-08-23;CZ0804;8012;Z;65+;4;;;;
2020-08-23;CZ0806;8019;M;65+;1;;;;
2020-08-24;CZ0100;0;M;0-19;4;;;;
2020-08-24;CZ0203;2024;M;20-64;;1;;;
2020-08-24;CZ0205;2012;M;65+;1;;;;
2020-08-24;CZ0315;3109;M;20-64;1;;;;
2020-08-24;CZ0521;5205;Z;0-19;1;;;;
2020-08-24;CZ0532;5309;M;65+;1;;;;
2020-08-24;CZ0534;5313;M;20-64;;1;;;
2020-08-24;CZ0635;6315;M;65+;1;;;;
2020-08-24;CZ0724;7205;M;20-64;;2;;;
2020-08-24;CZ0802;8021;Z;65+;;1;;;
2020-08-24;CZ0804;8012;Z;20-64;1;;;;
2020-08-25;CZ0100;0;Z;0-19;5;1;;;
2020-08-25;CZ0204;2010;M;0-19;1;;;;
2020-08-25;CZ0205;2012;M;20-64;;1;;;
2020-08-25;CZ020A;2005;M;20-64;1;8;;;
2020-08-27;CZ0712;7107;Z;20-64;1;;;;
2020-08-27;CZ0713;7108;Z;20-64;3;;;;
2020-08-27;CZ0722;7208;Z;65+;1;1;;;
2020-08-27;CZ0804;8012;M;20-64;3;1;;;
2020-08-27;CZ0806;8019;Z;0-19;1;;;;
2020-08-28;CZ0202;2008;M;20-64;2;;;;
2020-08-28;CZ0203;2024;M;65+;;1;;;
2020-08-28;CZ0207;2015;M;20-64;;4;;;
2020-08-28;CZ0208;2013;Z;20-64;1;;;;
2020-08-28;CZ020A;9999;Z;20-64;1;;;;
2020-08-28;CZ020B;2007;M;20-64;;1;;;
2020-08-28;CZ0311;3102;Z;20-64;2;1;;;
2020-08-28;CZ0322;3214;Z;20-64;1;;;;
2020-08-28;CZ0323;3209;M;65+;;1;;;
2020-08-28;CZ0324;3210;M;20-64;1;;;;
2020-08-28;CZ0326;3211;Z;20-64;;1;;;
2020-08-28;CZ0411;4101;Z;20-64;1;;;;
2020-08-28;CZ0422;4204;M;20-64;1;;;;
2020-08-28;CZ0424;4216;Z;20-64;;1;;;
2020-08-28;CZ0511;5101;M;20-64;2;;;;
2020-08-28;CZ0531;5304;M;65+;4;;;;
2020-08-28;CZ0532;5309;M;20-64;2;1;;;
2020-08-28;CZ0635;6315;M;0-19;1;;;;
2020-08-28;CZ0642;6403;Z;20-64;3;1;;;
2020-08-28;CZ0643;6421;M;0-19;1;;;;
2020-08-28;CZ0713;7108;Z;0-19;1;;;;
2020-08-28;CZ0722;7207;M;20-64;1;2;;;
2020-08-28;CZ0802;8007;Z;65+;1;;;;
2020-08-28;CZ0802;8010;Z;65+;;1;;;
2020-08-28;CZ0802;8021;Z;20-64;3;;;;
2020-08-29;CZ0325;3208;Z;20-64;1;;;;
2020-08-29;CZ0327;3215;M;65+;1;;;;
2020-08-29;CZ0412;4103;Z;65+;1;;;;
2020-08-29;CZ0635;6314;Z;20-64;1;;;;
2020-08-29;CZ0642;6403;Z;0-19;;1;;;
2020-08-29;CZ0643;6414;Z;20-64;1;;;;
2020-08-29;CZ0643;6417;Z;20-64;1;;;;
2020-08-29;CZ0646;6419;Z;65+;1;;;;
2020-08-29;CZ0721;7202;M;20-64;1;;;;
2020-08-29;CZ0722;7207;M;0-19;1;;;;
2020-08-29;CZ0724;7213;M;20-64;2;;;;
2020-08-29;CZ0802;8006;M;20-64;4;;;;
2020-08-29;CZ0802;8021;Z;0-19;;3;;;
2020-08-29;CZ0804;8012;Z;65+;1;;;;
2020-08-30;CZ0100;0;M;20-64;71;24;;;
2020-08-30;CZ0203;2009;M;20-64;1;;;;
2020-08-30;CZ0323;3209;Z;0-19;1;;;;
2020-08-30;CZ0521;5205;Z;0-19;1;;;;
2020-08-30;CZ0805;8009;Z;20-64;1;;;;
2020-08-31;CZ0203;2009;M;0-19;1;;;;
2020-08-31;CZ020A;2005;M;20-64;1;4;;;
2020-08-31;CZ020C;2021;M;20-64;1;;;;
2020-08-31;CZ0422;4203;M;20-64;;1;;;
2020-08-31;CZ0427;4214;M;20-64;;1;;;
2020-08-31;CZ0521;5212;M;20-64;;1;;;
2020-08-31;CZ0533;5307;M;0-19;1;;;;
2020-08-31;CZ0631;6302;Z;20-64;;2;;;
2020-08-31;CZ0633;6303;Z;20-64;1;;;;
2020-08-31;CZ0635;6308;M;0-19;;1;;;
2020-08-31;CZ0645;6410;M;65+;2;;;;
2020-08-31;CZ0645;6418;M;20-64;;2;;;
2020-08-31;CZ0802;8006;Z;65+;2;;;;
2020-09-01;CZ0100;0;Z;65+;4;3;;;
2020-09-01;CZ0201;2026;M;20-64;;4;;;
2020-09-01;CZ0209;2022;M;65+;1;;;;
2020-09-01;CZ0313;3114;M;20-64;1;;;;
2020-09-01;CZ0425;4209;M;20-64;;1;;;
2020-09-01;CZ0426;4213;Z;20-64;1;;;;
2020-09-01;CZ0534;5314;M;20-64;1;;;;
2020-09-01;CZ0634;6313;Z;20-64;4;1;;;
2020-09-01;CZ0643;6416;Z;20-64;1;;;;
2020-09-01;CZ0644;6407;Z;20-64;1;;;;
2020-09-01;CZ0645;6410;Z;20-64;8;3;;;
2020-09-01;CZ0712;7107;M;20-64;1;1;;;
2020-09-01;CZ0805;8017;M;65+;;1;;;
2020-09-01;CZ0805;8022;M;20-64;1;;;;
2020-09-02;CZ0204;2010;Z;20-64;1;6;;;
2020-09-02;CZ0207;2016;Z;20-64;;1;;;
2020-09-02;CZ0311;3102;M;20-64;6;2;;;
2020-09-02;CZ0317;3110;M;0-19;1;;;;
2020-09-02;CZ0323;3209;Z;20-64;6;1;;;
2020-09-02;CZ0326;3211;M;20-64;1;;;;
2020-09-02;CZ0413;4107;M;20-64;2;;;;
2020-09-02;CZ0424;4216;M;20-64;2;1;;;
2020-09-02;CZ0524;5202;Z;65+;1;;;;
2020-09-02;CZ0524;5213;Z;20-64;;1;;;
2020-09-02;CZ0525;5215;M;20-64;1;;;;
2020-09-02;CZ0531;5304;Z;20-64;1;;;;
2020-09-02;CZ0534;5306;Z;20-64;;1;;;
2020-09-02;CZ0641;6401;M;65+;1;;;;
2020-09-02;CZ0642;6403;M;20-64;19;14;;;
2020-09-02;CZ0643;6416;Z;0-19;1;1;;;
2020-09-02;CZ0644;6404;M;20-64;1;;;;
2020-09-02;CZ0713;7108;M;0-19;1;;;;
2020-08-26;CZ0513;5105;Z;20-64;1;1;;;
2020-08-26;CZ0521;5205;Z;20-64;;3;;;
2020-08-26;CZ0531;5304;Z;20-64;;1;;;
2020-08-26;CZ0533;5308;Z;0-19;;1;;;
2020-08-26;CZ0533;5310;Z;20-64;2;;;;
2020-08-26;CZ0643;6416;M;0-19;;1;;;
2020-08-26;CZ0712;7107;Z;20-64;2;;;;
2020-08-26;CZ0712;7110;Z;20-64;;1;;;
2020-08-26;CZ0721;7201;Z;20-64;1;;;;
2020-08-26;CZ0724;7209;Z;20-64;1;;;;
2020-08-26;CZ0802;8006;M;20-64;;1;;;
2020-08-26;CZ0802;8010;M;0-19;;2;;;
2020-08-27;CZ0201;2001;Z;20-64;2;;;;
2020-08-27;CZ020B;2023;Z;20-64;2;;;;
2020-08-27;CZ0322;3203;Z;65+;;16;;;
2020-08-27;CZ0322;3205;Z;20-64;;1;;;
2020-08-27;CZ0324;3207;M;20-64;1;;;;
2020-08-27;CZ0423;4205;M;20-64;1;1;;;
2020-08-27;CZ0423;4211;M;20-64;2;1;;;
2020-08-27;CZ0522;5207;M;20-64;;1;;;
2020-08-27;CZ0524;5202;M;0-19;;1;;;
2020-08-27;CZ0525;5203;Z;20-64;1;;;;
2020-08-27;CZ0643;6416;M;20-64;1;1;;;
2020-08-27;CZ0645;6410;M;20-64;1;;;;
2020-08-27;CZ0712;7107;M;65+;;1;;;
2020-08-27;CZ0714;7101;M;0-19;1;;;;
2020-08-27;CZ0724;7211;M;20-64;;1;;;
2020-08-27;CZ0806;8019;M;0-19;1;;;;
2020-08-28;CZ0206;2011;Z;20-64;2;;;;
2020-08-28;CZ020A;2005;Z;0-19;1;;;;
2020-08-28;CZ0316;3117;Z;65+;1;;;;
2020-08-28;CZ0413;4107;M;20-64;1;;;;
2020-08-28;CZ0513;5109;M;20-64;;1;;;
2020-08-28;CZ0524;5208;M;20-64;1;2;;;
2020-08-28;CZ0525;5214;Z;20-64;1;;;;
2020-08-28;CZ0635;6301;M;20-64;1;;;;
2020-08-28;CZ0641;6401;M;0-19;1;;;;
2020-08-28;CZ0642;6403;M;20-64;7;3;;;
2020-08-28;CZ0643;6421;Z;0-19;1;;;;
2020-08-28;CZ0723;7206;Z;20-64;1;;;;
2020-08-28;CZ0802;8006;Z;65+;;1;;;
2020-08-28;CZ0805;8009;M;20-64;2;;;;
2020-08-28;CZ0806;8019;M;20-64;3;2;;;
2020-08-29;CZ0317;3112;M;20-64;;1;;;
2020-08-29;CZ0423;4205;Z;65+;1;;;;
2020-08-29;CZ0424;4210;Z;20-64;1;;;;
2020-08-29;CZ0724;7205;Z;65+;1;;;;
2020-08-29;CZ0802;8010;M;20-64;1;1;;;
2020-08-29;CZ0802;9999;M;20-64;2;;;;
2020-08-29;CZ0803;8011;M;20-64;1;;;;
2020-08-30;CZ0207;2016;Z;20-64;1;;;;
2020-08-30;CZ0632;6305;Z;20-64;1;;;;
2020-08-30;CZ0722;7208;Z;20-64;1;;;;
2020-08-30;CZ0806;8019;M;20-64;4;1;;;
2020-08-31;CZ0203;2024;M;65+;1;;;;
2020-08-31;CZ0204;2006;M;20-64;;1;;;
2020-08-31;CZ0206;2014;Z;0-19;1;;;;
2020-08-31;CZ0207;2015;M;20-64;;1;;;
2020-08-31;CZ020A;2005;Z;20-64;;3;;;
2020-08-31;CZ020C;2021;Z;20-64;;1;;;
2020-08-31;CZ0312;3103;M;20-64;2;;;;
2020-08-31;CZ0317;3110;Z;65+;1;;;;
2020-08-31;CZ0512;5103;Z;20-64;2;;;;
2020-08-31;CZ0514;5107;Z;0-19;1;;;;
2020-08-31;CZ0522;5210;Z;65+;;1;;;
2020-08-31;CZ0722;7207;M;20-64;;3;;;
2020-08-31;CZ0802;8021;M;0-19;1;;;;
2020-08-31;CZ0803;8011;M;20-64;1;1;;;
2020-08-31;CZ0805;8009;Z;20-64;;2;;;
2020-08-31;CZ0805;8017;Z;0-19;;1;;;
2020-08-31;CZ0806;8019;Z;20-64;2;1;;;
2020-09-01;CZ0204;2010;Z;20-64;1;1;;;
2020-09-01;CZ0205;2004;M;20-64;;1;;;
2020-09-01;CZ0208;2013;M;20-64;1;;;;
2020-09-01;CZ020B;2007;M;0-19;1;;;;
2020-09-01;CZ0311;3102;Z;0-19;;1;;;
2020-09-01;CZ0314;3108;Z;20-64;1;;;;
2020-09-01;CZ0412;4103;M;20-64;1;2;;;
2020-09-01;CZ0514;5104;Z;20-64;1;;;;
2020-09-01;CZ0524;5213;Z;20-64;;1;;;
2020-09-01;CZ0532;5309;M;0-19;2;3;;;
2020-09-01;CZ0534;5315;Z;20-64;1;;;;
2020-09-01;CZ0642;6403;Z;0-19;;1;;;
2020-09-01;CZ0645;6406;Z;20-64;3;2;;;
2020-09-01;CZ0646;6419;Z;20-64;;2;;;
2020-09-01;CZ0805;8017;Z;20-64;;4;;;
2020-09-01;CZ0806;8019;Z;65+;1;;;;
2020-09-02;CZ0100;0;M;20-64;62;36;;;
2020-09-02;CZ0201;2001;Z;0-19;1;;;;
2020-09-02;CZ0203;2024;M;65+;1;;;;
2020-09-02;CZ0205;2004;Z;20-64;1;;;;
2020-09-02;CZ0207;2015;M;20-64;2;2;;;
2020-09-02;CZ0208;2013;Z;20-64;1;;;;
2020-09-02;CZ0722;7208;Z;20-64;1;1;;;
2020-09-02;CZ0802;8010;M;65+;;2;;;
2020-09-02;CZ0802;8021;M;20-64;;1;;;
2020-09-02;CZ0803;8008;M;65+;1;;;;
2020-09-03;CZ0203;2024;M;20-64;2;;;;
2020-09-03;CZ0205;2012;M;65+;2;;;;
2020-09-03;CZ0206;2017;M;65+;;1;;;
2020-09-03;CZ0311;3102;M;0-19;;1;;;
