"datum";"okres";"orp";"pohlavi";"vek_kat";"pocet_pozitivni";"pocet_vyleceni";"pocet_zemreli";"pocet_umrti_hospitalizace";"pocet_umrti_komplikovany"
"2020-07-28";"CZ0511";"5101";"Z";"20-64";"1";"";"";"";""
"2020-07-28";"CZ0534";"5305";"Z";"20-64";"1";"";"";"";""
"2020-07-28";"CZ0644";"6404";"Z";"65+";"1";"";"";"";""
"2020-07-28";"CZ0645";"6406";"Z";"20-64";"2";"";"";"";""
"2020-07-28";"CZ0715";"7111";"Z";"65+";"1";"";"";"";""
"2020-07-28";"CZ0803";"8004";"M";"65+";"";"1";"";"";""
"2020-07-28";"CZ0803";"8018";"M";"20-64";"";"1";"";"";""
"2020-07-29";"CZ0202";"2002";"M";"20-64";"1";"";"";"";""
"2020-07-29";"CZ0205";"2012";"Z";"0-19";"";"2";"";"";""
"2020-07-29";"CZ0209";"2003";"M";"20-64";"5";"";"";"";""
"2020-07-29";"CZ0531";"5304";"Z";"65+";"";"1";"";"";""
"2020-07-29";"CZ0532";"5309";"Z";"20-64";"";"1";"";"";""
"2020-07-29";"CZ0643";"6416";"M";"20-64";"1";"";"";"";""
"2020-07-29";"CZ0803";"8018";"M";"20-64";"2";"1";"";"";""
"2020-07-29";"CZ0804";"8012";"M";"0-19";"1";"";"";"";""
"2020-07-30";"CZ0100";"0";"Z";"20-64";"17";"7";"";"";""
"2020-07-30";"CZ0202";"2002";"M";"0-19";"1";"";"";"";""
"2020-07-30";"CZ0207";"2015";"M";"0-19";"3";"";"";"";""
"2020-07-30";"CZ0209";"2003";"M";"0-19";"";"1";"";"";""
"2020-07-30";"CZ0209";"2022";"M";"20-64";"1";"2";"";"";""
"2020-07-30";"CZ0324";"3210";"M";"20-64";"1";"";"";"";""
"2020-07-30";"CZ0523";"5209";"M";"0-19";"1";"";"";"";""
"2020-07-30";"CZ0534";"5314";"Z";"0-19";"1";"";"";"";""
"2020-07-30";"CZ0632";"6305";"Z";"65+";"1";"1";"";"";""
"2020-07-30";"CZ0635";"6308";"Z";"20-64";"1";"";"";"";""
"2020-07-30";"CZ0646";"6415";"Z";"20-64";"1";"";"";"";""
"2020-07-30";"CZ0647";"6420";"M";"20-64";"";"3";"";"";""
"2020-07-30";"CZ0714";"7101";"Z";"20-64";"1";"";"";"";""
"2020-07-30";"CZ0724";"7213";"Z";"20-64";"1";"";"";"";""
"2020-07-30";"CZ0802";"8006";"Z";"20-64";"2";"7";"";"";""
"2020-07-30";"CZ0803";"8004";"Z";"20-64";"";"2";"";"";""
"2020-07-31";"CZ0100";"0";"Z";"20-64";"21";"4";"";"";""
"2020-07-31";"CZ0203";"2009";"Z";"20-64";"1";"";"";"";""
"2020-07-31";"CZ0204";"2010";"M";"20-64";"1";"";"";"";""
"2020-07-31";"CZ0206";"2014";"Z";"65+";"";"1";"";"";""
"2020-07-31";"CZ020B";"2020";"M";"0-19";"1";"";"";"";""
"2020-07-31";"CZ020B";"2023";"M";"20-64";"";"1";"";"";""
"2020-07-31";"CZ0312";"3103";"M";"20-64";"1";"";"";"";""
"2020-07-31";"CZ0317";"3112";"M";"20-64";"";"1";"";"";""
"2020-07-31";"CZ0524";"5202";"Z";"20-64";"";"1";"";"";""
"2020-07-31";"CZ0635";"6308";"Z";"20-64";"";"1";"";"";""
"2020-07-31";"CZ0643";"6414";"Z";"20-64";"1";"";"";"";""
"2020-07-31";"CZ0644";"6411";"Z";"20-64";"1";"";"";"";""
"2020-07-31";"CZ0646";"6415";"Z";"20-64";"";"1";"";"";""
"2020-07-31";"CZ0714";"7101";"Z";"0-19";"1";"";"";"";""
"2020-07-31";"CZ0802";"8010";"M";"20-64";"5";"";"";"";""
"2020-07-31";"CZ0803";"8008";"M";"20-64";"";"4";"";"";""
"2020-07-31";"CZ0803";"8011";"M";"20-64";"";"2";"";"";""
"2020-08-01";"CZ0209";"2022";"M";"0-19";"1";"2";"";"";""
"2020-08-01";"CZ020A";"2005";"Z";"20-64";"";"1";"";"";""
"2020-08-01";"CZ0713";"7108";"Z";"20-64";"1";"";"";"";""
"2020-08-01";"CZ0803";"8008";"M";"0-19";"";"1";"";"";""
"2020-08-01";"CZ0804";"8012";"M";"20-64";"";"1";"";"";""
"2020-08-01";"CZ0806";"8019";"Z";"0-19";"";"1";"";"";""
"2020-08-02";"CZ0100";"0";"M";"0-19";"6";"2";"";"";""
"2020-08-02";"CZ0207";"2015";"M";"20-64";"2";"";"";"";""
"2020-08-02";"CZ0534";"5314";"Z";"20-64";"";"1";"";"";""
"2020-08-02";"CZ0642";"6403";"Z";"20-64";"5";"";"";"";""
"2020-08-02";"CZ0713";"7108";"Z";"20-64";"1";"";"";"";""
"2020-08-02";"CZ0804";"8015";"M";"20-64";"";"1";"";"";""
"2020-08-03";"CZ0311";"3102";"Z";"20-64";"";"1";"";"";""
"2020-08-03";"CZ0413";"4107";"Z";"20-64";"1";"";"";"";""
"2020-08-03";"CZ0511";"5101";"M";"20-64";"1";"";"";"";""
"2020-08-03";"CZ0531";"5304";"M";"65+";"";"1";"";"";""
"2020-08-03";"CZ0532";"5309";"M";"20-64";"2";"";"";"";""
"2020-08-03";"CZ0644";"6404";"Z";"0-19";"";"1";"";"";""
"2020-08-03";"CZ0645";"6406";"Z";"65+";"1";"";"";"";""
"2020-08-03";"CZ0713";"7108";"Z";"0-19";"2";"";"";"";""
"2020-08-03";"CZ0722";"7207";"M";"20-64";"2";"";"";"";""
"2020-08-03";"CZ0802";"8010";"Z";"65+";"2";"";"";"";""
"2020-08-03";"CZ0802";"8021";"Z";"20-64";"1";"1";"";"";""
"2020-08-03";"CZ0803";"8008";"Z";"65+";"1";"1";"";"";""
"2020-08-04";"CZ0205";"2012";"Z";"65+";"";"1";"";"";""
"2020-08-04";"CZ0207";"9999";"M";"20-64";"1";"";"";"";""
"2020-08-04";"CZ0411";"4102";"M";"20-64";"1";"";"";"";""
"2020-08-04";"CZ0511";"5101";"M";"0-19";"";"1";"";"";""
"2020-08-04";"CZ0522";"5207";"Z";"65+";"2";"";"";"";""
"2020-08-04";"CZ0523";"5201";"Z";"0-19";"1";"";"";"";""
"2020-08-04";"CZ0532";"5303";"Z";"65+";"";"1";"";"";""
"2020-08-04";"CZ0714";"7109";"M";"65+";"1";"";"";"";""
"2020-07-23";"CZ0646";"6415";"M";"0-19";"3";"";"";"";""
"2020-07-23";"CZ0647";"6420";"M";"20-64";"2";"";"";"";""
"2020-07-23";"CZ0724";"7213";"M";"0-19";"1";"";"";"";""
"2020-07-23";"CZ0802";"8006";"M";"0-19";"1";"";"";"";""
"2020-07-23";"CZ0804";"8012";"Z";"20-64";"2";"1";"";"";""
"2020-07-23";"CZ0804";"8015";"Z";"20-64";"";"4";"";"";""
"2020-07-24";"CZ0100";"0";"Z";"0-19";"6";"2";"";"";""
"2020-07-24";"CZ020A";"2005";"M";"20-64";"1";"2";"";"";""
"2020-07-24";"CZ0317";"3112";"M";"0-19";"";"2";"";"";""
"2020-07-24";"CZ0514";"5109";"M";"20-64";"1";"";"";"";""
"2020-07-24";"CZ0523";"5209";"Z";"0-19";"1";"";"";"";""
"2020-07-24";"CZ0631";"6302";"Z";"20-64";"1";"";"";"";""
"2020-07-24";"CZ0721";"7203";"M";"0-19";"1";"";"";"";""
"2020-07-24";"CZ0802";"8021";"Z";"20-64";"2";"";"";"";""
"2020-07-24";"CZ0803";"8008";"M";"0-19";"";"1";"";"";""
"2020-07-24";"CZ0803";"8011";"Z";"65+";"1";"1";"";"";""
"2020-07-25";"CZ0209";"2003";"M";"20-64";"1";"";"";"";""
"2020-07-25";"CZ020A";"2005";"M";"0-19";"1";"";"";"";""
"2020-07-25";"CZ0322";"3214";"M";"65+";"";"1";"";"";""
"2020-07-25";"CZ0534";"5314";"M";"0-19";"1";"";"";"";""
"2020-07-25";"CZ0534";"5314";"Z";"20-64";"1";"";"";"";""
"2020-07-25";"CZ0645";"6410";"M";"20-64";"";"1";"";"";""
"2020-07-25";"CZ0722";"7207";"Z";"20-64";"1";"";"";"";""
"2020-07-26";"CZ0513";"5105";"Z";"20-64";"";"1";"";"";""
"2020-07-26";"CZ0802";"8021";"M";"20-64";"";"1";"";"";""
"2020-07-26";"CZ0803";"8002";"M";"65+";"2";"";"";"";""
"2020-07-26";"CZ0803";"8008";"M";"65+";"1";"1";"";"";""
"2020-07-27";"CZ0100";"0";"Z";"20-64";"12";"4";"";"";""
"2020-07-27";"CZ0204";"2010";"M";"20-64";"";"1";"";"";""
"2020-07-27";"CZ0209";"2022";"M";"20-64";"1";"";"";"";""
"2020-07-27";"CZ0423";"4211";"M";"20-64";"1";"";"";"";""
"2020-07-27";"CZ0425";"4209";"M";"65+";"1";"";"";"";""
"2020-07-27";"CZ0534";"5301";"Z";"20-64";"1";"";"";"";""
"2020-07-27";"CZ0632";"6305";"Z";"65+";"1";"";"";"";""
"2020-07-27";"CZ0721";"7203";"M";"20-64";"";"1";"";"";""
"2020-07-27";"CZ0722";"7208";"Z";"0-19";"1";"";"";"";""
"2020-07-27";"CZ0724";"7211";"M";"20-64";"1";"";"";"";""
"2020-07-27";"CZ0802";"8007";"M";"20-64";"1";"";"";"";""
"2020-07-27";"CZ0803";"8011";"M";"20-64";"";"3";"";"";""
"2020-07-28";"CZ0206";"2014";"Z";"20-64";"";"5";"";"";""
"2020-07-28";"CZ0206";"2017";"Z";"20-64";"";"1";"";"";""
"2020-07-28";"CZ0316";"3111";"Z";"20-64";"1";"";"";"";""
"2020-07-28";"CZ0316";"3117";"Z";"20-64";"1";"";"";"";""
"2020-07-28";"CZ0425";"4209";"M";"20-64";"1";"";"";"";""
"2020-07-28";"CZ0427";"4214";"Z";"0-19";"3";"";"";"";""
"2020-07-28";"CZ0632";"6305";"Z";"20-64";"1";"";"";"";""
"2020-07-28";"CZ0633";"6309";"Z";"20-64";"1";"";"";"";""
"2020-07-28";"CZ0642";"6403";"Z";"65+";"1";"";"";"";""
"2020-07-28";"CZ0712";"7107";"M";"20-64";"2";"2";"";"";""
"2020-07-28";"CZ0713";"7108";"M";"20-64";"2";"1";"";"";""
"2020-07-28";"CZ0724";"7209";"M";"20-64";"1";"";"";"";""
"2020-07-28";"CZ0806";"8019";"Z";"0-19";"2";"";"";"";""
"2020-07-29";"CZ0202";"2008";"M";"20-64";"";"1";"";"";""
"2020-07-29";"CZ0204";"2006";"M";"20-64";"";"1";"";"";""
"2020-07-29";"CZ0207";"2015";"M";"20-64";"1";"";"";"";""
"2020-07-29";"CZ0208";"2018";"Z";"0-19";"1";"";"";"";""
"2020-07-29";"CZ020B";"2007";"M";"20-64";"1";"";"";"";""
"2020-07-29";"CZ0317";"3110";"M";"0-19";"2";"";"";"";""
"2020-07-29";"CZ0514";"5109";"Z";"20-64";"1";"";"";"";""
"2020-07-29";"CZ0523";"5209";"M";"20-64";"1";"";"";"";""
"2020-07-29";"CZ0532";"5309";"Z";"0-19";"";"1";"";"";""
"2020-07-29";"CZ0534";"5314";"Z";"20-64";"1";"";"";"";""
"2020-07-29";"CZ0642";"6403";"Z";"20-64";"11";"1";"";"";""
"2020-07-29";"CZ0712";"7107";"Z";"20-64";"1";"1";"";"";""
"2020-07-29";"CZ0713";"7108";"Z";"20-64";"2";"";"";"";""
"2020-07-29";"CZ0724";"7209";"Z";"20-64";"1";"";"";"";""
"2020-07-29";"CZ0804";"8015";"M";"20-64";"";"3";"";"";""
"2020-07-30";"CZ0316";"3111";"M";"20-64";"1";"";"";"";""
"2020-07-30";"CZ0512";"5108";"Z";"20-64";"1";"";"";"";""
"2020-07-30";"CZ0641";"6401";"Z";"20-64";"1";"";"";"";""
"2020-07-30";"CZ0642";"6403";"Z";"0-19";"2";"2";"";"";""
"2020-07-30";"CZ0712";"7107";"Z";"0-19";"";"2";"";"";""
"2020-07-30";"CZ0722";"7208";"Z";"20-64";"";"1";"";"";""
"2020-07-30";"CZ0806";"8019";"Z";"65+";"";"1";"";"";""
"2020-07-31";"CZ0100";"0";"Z";"0-19";"7";"1";"";"";""
"2020-07-31";"CZ0207";"9999";"M";"20-64";"1";"";"";"";""
"2020-07-31";"CZ0312";"3106";"M";"20-64";"1";"";"";"";""
"2020-07-31";"CZ0315";"3109";"Z";"20-64";"1";"";"";"";""
"2020-07-31";"CZ0316";"3111";"M";"0-19";"1";"";"";"";""
"2020-07-31";"CZ0426";"4213";"M";"0-19";"1";"";"";"";""
"2020-07-31";"CZ0512";"5103";"Z";"20-64";"";"3";"";"";""
"2020-07-31";"CZ0513";"9999";"Z";"20-64";"1";"";"";"";""
"2020-07-31";"CZ0524";"5208";"Z";"20-64";"1";"";"";"";""
"2020-07-31";"CZ0647";"6420";"M";"0-19";"2";"";"";"";""
"2020-07-31";"CZ0806";"8019";"Z";"20-64";"";"1";"";"";""
"2020-08-01";"CZ0201";"2001";"Z";"20-64";"1";"";"";"";""
"2020-08-01";"CZ0412";"4103";"Z";"0-19";"1";"";"";"";""
"2020-08-01";"CZ0802";"8006";"M";"65+";"";"2";"";"";""
"2020-08-02";"CZ0100";"0";"Z";"65+";"1";"";"";"";""
"2020-08-02";"CZ0635";"6308";"Z";"65+";"";"1";"";"";""
"2020-08-02";"CZ0643";"6421";"Z";"0-19";"1";"";"";"";""
"2020-08-02";"CZ0644";"6404";"Z";"20-64";"1";"";"";"";""
"2020-08-02";"CZ0805";"8009";"M";"20-64";"";"1";"";"";""
"2020-08-03";"CZ0100";"0";"Z";"20-64";"14";"12";"";"";""
"2020-08-03";"CZ0203";"2009";"Z";"20-64";"";"1";"";"";""
"2020-07-08";"CZ0209";"2003";"M";"20-64";"";"1";"";"";""
"2020-07-08";"CZ020A";"2005";"M";"0-19";"1";"";"";"";""
"2020-07-08";"CZ0532";"5303";"M";"20-64";"";"2";"";"";""
"2020-07-08";"CZ0643";"6416";"M";"20-64";"";"2";"";"";""
"2020-07-08";"CZ0802";"8006";"Z";"20-64";"7";"1";"";"";""
"2020-07-08";"CZ0803";"8004";"Z";"20-64";"1";"1";"";"";""
"2020-07-09";"CZ0513";"5105";"Z";"20-64";"1";"1";"";"";""
"2020-07-09";"CZ0521";"5205";"Z";"20-64";"";"1";"";"";""
"2020-07-09";"CZ0531";"5304";"Z";"20-64";"1";"1";"";"";""
"2020-07-09";"CZ0635";"6301";"M";"20-64";"1";"";"";"";""
"2020-07-09";"CZ0642";"6403";"M";"20-64";"";"4";"";"";""
"2020-07-09";"CZ0714";"7104";"M";"20-64";"";"2";"";"";""
"2020-07-09";"CZ0714";"7104";"Z";"0-19";"";"4";"";"";""
"2020-07-09";"CZ0802";"8021";"M";"20-64";"4";"2";"";"";""
"2020-07-09";"CZ0803";"8004";"Z";"0-19";"2";"";"";"";""
"2020-07-09";"CZ0803";"8008";"M";"65+";"1";"1";"";"";""
"2020-07-09";"CZ0803";"8011";"M";"65+";"1";"";"";"";""
"2020-07-10";"CZ020C";"2021";"Z";"20-64";"";"1";"";"";""
"2020-07-10";"CZ0802";"8021";"M";"0-19";"1";"1";"";"";""
"2020-07-10";"CZ0803";"8002";"M";"20-64";"";"4";"";"";""
"2020-07-10";"CZ0803";"8008";"M";"20-64";"1";"8";"";"";""
"2020-07-10";"CZ0803";"8011";"M";"20-64";"2";"17";"";"";""
"2020-07-11";"CZ0100";"0";"M";"0-19";"1";"1";"";"";""
"2020-07-11";"CZ0512";"5103";"M";"20-64";"1";"";"";"";""
"2020-07-11";"CZ0803";"8008";"M";"0-19";"1";"1";"";"";""
"2020-07-11";"CZ0803";"8018";"Z";"20-64";"";"1";"";"";""
"2020-07-11";"CZ0805";"8009";"M";"20-64";"1";"1";"";"";""
"2020-07-11";"CZ0806";"8019";"M";"20-64";"2";"9";"";"";""
"2020-07-12";"CZ0802";"8007";"Z";"65+";"";"1";"";"";""
"2020-07-12";"CZ0803";"8008";"Z";"65+";"2";"";"";"";""
"2020-07-13";"CZ0100";"0";"M";"65+";"2";"1";"";"";""
"2020-07-13";"CZ0208";"2019";"M";"20-64";"";"1";"";"";""
"2020-07-13";"CZ0209";"2022";"Z";"20-64";"";"1";"";"";""
"2020-07-13";"CZ0802";"8021";"M";"20-64";"1";"4";"";"";""
"2020-07-13";"CZ0803";"8011";"M";"65+";"1";"2";"";"";""
"2020-07-13";"CZ099Y";"9999";"M";"20-64";"1";"";"";"";""
"2020-07-14";"CZ0100";"0";"M";"20-64";"10";"2";"";"";""
"2020-07-14";"CZ0315";"3109";"Z";"20-64";"1";"";"";"";""
"2020-07-14";"CZ0511";"5106";"Z";"20-64";"";"1";"";"";""
"2020-07-14";"CZ0532";"5303";"Z";"65+";"1";"";"";"";""
"2020-07-14";"CZ0646";"6415";"M";"20-64";"1";"";"";"";""
"2020-07-14";"CZ0723";"7210";"Z";"20-64";"1";"";"";"";""
"2020-07-14";"CZ0805";"8009";"Z";"20-64";"1";"";"";"";""
"2020-07-14";"CZ0806";"8019";"Z";"20-64";"2";"2";"";"";""
"2020-07-15";"CZ0100";"0";"M";"0-19";"1";"";"";"";""
"2020-07-15";"CZ0203";"2009";"M";"0-19";"1";"";"";"";""
"2020-07-15";"CZ0646";"6419";"Z";"20-64";"";"1";"";"";""
"2020-07-15";"CZ0804";"8012";"Z";"20-64";"1";"";"";"";""
"2020-07-15";"CZ0804";"8015";"Z";"20-64";"2";"";"";"";""
"2020-07-16";"CZ0204";"2010";"M";"65+";"1";"";"";"";""
"2020-07-16";"CZ0425";"4209";"M";"20-64";"1";"";"";"";""
"2020-07-16";"CZ0512";"5108";"Z";"65+";"1";"";"";"";""
"2020-07-16";"CZ0534";"5314";"M";"20-64";"1";"";"";"";""
"2020-07-16";"CZ0713";"7108";"M";"20-64";"1";"";"";"";""
"2020-07-16";"CZ0802";"8021";"Z";"20-64";"2";"";"";"";""
"2020-07-16";"CZ0803";"8008";"M";"0-19";"";"1";"";"";""
"2020-07-16";"CZ0803";"8011";"Z";"65+";"1";"";"";"";""
"2020-07-17";"CZ0202";"2002";"M";"20-64";"2";"";"";"";""
"2020-07-17";"CZ0324";"3207";"M";"20-64";"";"1";"";"";""
"2020-07-17";"CZ0802";"8006";"Z";"20-64";"1";"2";"";"";""
"2020-07-17";"CZ0803";"8004";"Z";"20-64";"";"4";"";"";""
"2020-07-17";"CZ099Y";"9999";"M";"20-64";"3";"";"";"";""
"2020-07-18";"CZ0206";"2014";"M";"65+";"1";"";"";"";""
"2020-07-18";"CZ0209";"2003";"M";"0-19";"1";"";"";"";""
"2020-07-18";"CZ0802";"8006";"Z";"0-19";"3";"";"";"";""
"2020-07-19";"CZ020A";"2005";"Z";"20-64";"3";"";"";"";""
"2020-07-19";"CZ0803";"8002";"Z";"0-19";"";"1";"";"";""
"2020-07-19";"CZ0803";"8008";"M";"20-64";"3";"5";"";"";""
"2020-07-19";"CZ0803";"8008";"Z";"0-19";"2";"";"";"";""
"2020-07-19";"CZ0803";"8011";"M";"20-64";"1";"4";"";"";""
"2020-07-20";"CZ0100";"0";"M";"0-19";"3";"";"";"";""
"2020-07-20";"CZ0313";"3114";"M";"20-64";"1";"";"";"";""
"2020-07-20";"CZ0512";"5103";"Z";"0-19";"1";"";"";"";""
"2020-07-20";"CZ0635";"6308";"Z";"65+";"1";"";"";"";""
"2020-07-20";"CZ0803";"8011";"M";"0-19";"1";"1";"";"";""
"2020-07-21";"CZ0207";"2015";"Z";"0-19";"";"1";"";"";""
"2020-07-21";"CZ0208";"2013";"Z";"20-64";"3";"";"";"";""
"2020-07-21";"CZ0209";"9999";"Z";"20-64";"1";"";"";"";""
"2020-07-21";"CZ0531";"5304";"M";"65+";"1";"";"";"";""
"2020-07-21";"CZ0642";"6403";"Z";"20-64";"3";"1";"";"";""
"2020-07-21";"CZ0801";"8014";"Z";"20-64";"";"1";"";"";""
"2020-07-21";"CZ0802";"8007";"Z";"65+";"1";"";"";"";""
"2020-07-21";"CZ0802";"8021";"Z";"20-64";"2";"";"";"";""
"2020-07-21";"CZ0803";"8011";"Z";"65+";"1";"2";"";"";""
"2020-07-21";"CZ0804";"8001";"Z";"20-64";"";"1";"";"";""
"2020-07-21";"CZ099Y";"9999";"Z";"";"2";"";"";"";""
"2020-07-22";"CZ0312";"3103";"Z";"20-64";"1";"";"";"";""
"2020-07-22";"CZ0317";"3112";"Z";"20-64";"";"1";"";"";""
"2020-07-22";"CZ0323";"3209";"M";"20-64";"1";"";"";"";""
"2020-07-22";"CZ0421";"4202";"Z";"20-64";"1";"";"";"";""
"2020-07-22";"CZ0511";"5101";"M";"0-19";"1";"";"";"";""
"2020-07-22";"CZ0513";"5105";"M";"20-64";"";"1";"";"";""
"2020-07-19";"CZ0803";"8011";"M";"0-19";"";"1";"";"";""
"2020-07-19";"CZ099Y";"9999";"Z";"20-64";"1";"";"";"";""
"2020-07-20";"CZ0204";"2010";"Z";"0-19";"";"1";"";"";""
"2020-07-20";"CZ0512";"5110";"M";"65+";"";"1";"";"";""
"2020-07-20";"CZ0642";"6403";"Z";"20-64";"2";"1";"";"";""
"2020-07-20";"CZ0714";"7109";"Z";"65+";"";"1";"";"";""
"2020-07-20";"CZ0803";"8002";"Z";"0-19";"";"3";"";"";""
"2020-07-20";"CZ0803";"8008";"Z";"0-19";"";"2";"";"";""
"2020-07-20";"CZ0803";"8011";"Z";"0-19";"1";"1";"";"";""
"2020-07-20";"CZ0804";"8015";"M";"20-64";"";"1";"";"";""
"2020-07-21";"CZ0100";"0";"M";"0-19";"10";"2";"";"";""
"2020-07-21";"CZ0202";"2008";"M";"0-19";"1";"";"";"";""
"2020-07-21";"CZ0205";"2012";"M";"65+";"";"1";"";"";""
"2020-07-21";"CZ0207";"2015";"M";"0-19";"";"1";"";"";""
"2020-07-21";"CZ0327";"3215";"M";"20-64";"1";"";"";"";""
"2020-07-21";"CZ0426";"4213";"M";"20-64";"1";"";"";"";""
"2020-07-21";"CZ0632";"6305";"M";"20-64";"1";"";"";"";""
"2020-07-21";"CZ0802";"8006";"M";"0-19";"1";"2";"";"";""
"2020-07-21";"CZ0803";"8018";"Z";"20-64";"1";"4";"";"";""
"2020-07-21";"CZ0806";"8019";"M";"20-64";"4";"4";"";"";""
"2020-07-22";"CZ0206";"2011";"M";"0-19";"2";"";"";"";""
"2020-07-22";"CZ0532";"5309";"Z";"65+";"";"1";"";"";""
"2020-07-22";"CZ0533";"5312";"Z";"65+";"1";"";"";"";""
"2020-07-22";"CZ0647";"6420";"M";"0-19";"";"1";"";"";""
"2020-07-22";"CZ0805";"8009";"Z";"20-64";"";"1";"";"";""
"2020-07-22";"CZ0806";"8019";"Z";"20-64";"1";"1";"";"";""
"2020-07-23";"CZ0317";"3112";"Z";"20-64";"1";"";"";"";""
"2020-07-23";"CZ0323";"3209";"M";"20-64";"3";"";"";"";""
"2020-07-23";"CZ0521";"5205";"M";"20-64";"3";"2";"";"";""
"2020-07-23";"CZ0534";"5306";"M";"20-64";"4";"";"";"";""
"2020-07-23";"CZ0635";"6315";"Z";"20-64";"1";"";"";"";""
"2020-07-23";"CZ0642";"6403";"Z";"65+";"";"1";"";"";""
"2020-07-23";"CZ0802";"8021";"Z";"0-19";"1";"";"";"";""
"2020-07-23";"CZ0803";"8008";"Z";"20-64";"3";"4";"";"";""
"2020-07-23";"CZ0803";"8011";"Z";"20-64";"1";"";"";"";""
"2020-07-23";"CZ0805";"8013";"M";"0-19";"1";"";"";"";""
"2020-07-24";"CZ0100";"0";"M";"20-64";"37";"6";"";"";""
"2020-07-24";"CZ0208";"2019";"Z";"20-64";"";"1";"";"";""
"2020-07-24";"CZ0513";"5105";"Z";"20-64";"";"1";"";"";""
"2020-07-24";"CZ0521";"5205";"Z";"20-64";"2";"";"";"";""
"2020-07-24";"CZ0523";"5209";"Z";"65+";"1";"";"";"";""
"2020-07-24";"CZ0632";"6305";"M";"65+";"5";"";"";"";""
"2020-07-24";"CZ0802";"8006";"M";"20-64";"";"1";"";"";""
"2020-07-24";"CZ0803";"8004";"M";"20-64";"1";"4";"";"";""
"2020-07-25";"CZ0100";"0";"Z";"20-64";"13";"";"";"";""
"2020-07-25";"CZ0207";"2015";"Z";"20-64";"1";"";"";"";""
"2020-07-25";"CZ020A";"2005";"M";"65+";"";"1";"";"";""
"2020-07-25";"CZ0322";"3205";"Z";"20-64";"1";"";"";"";""
"2020-07-25";"CZ0645";"6410";"Z";"0-19";"1";"";"";"";""
"2020-07-25";"CZ0802";"8006";"Z";"20-64";"1";"";"";"";""
"2020-07-25";"CZ0803";"8004";"Z";"20-64";"";"1";"";"";""
"2020-07-25";"CZ0806";"8019";"M";"0-19";"1";"1";"";"";""
"2020-07-25";"CZ099Y";"9999";"M";"20-64";"1";"";"";"";""
"2020-07-26";"CZ0209";"2022";"M";"0-19";"1";"";"";"";""
"2020-07-26";"CZ0803";"8008";"M";"0-19";"";"1";"";"";""
"2020-07-26";"CZ0803";"8011";"M";"0-19";"";"1";"";"";""
"2020-07-26";"CZ099Y";"9999";"Z";"20-64";"2";"";"";"";""
"2020-07-27";"CZ020B";"2007";"M";"20-64";"1";"";"";"";""
"2020-07-27";"CZ0523";"5209";"M";"20-64";"1";"";"";"";""
"2020-07-27";"CZ0531";"5304";"Z";"65+";"1";"";"";"";""
"2020-07-27";"CZ0632";"6305";"Z";"0-19";"";"1";"";"";""
"2020-07-27";"CZ0722";"7208";"M";"20-64";"1";"";"";"";""
"2020-07-27";"CZ0802";"8021";"M";"65+";"1";"";"";"";""
"2020-07-27";"CZ0803";"8018";"M";"20-64";"3";"1";"";"";""
"2020-07-28";"CZ0100";"0";"M";"0-19";"5";"";"";"";""
"2020-07-28";"CZ0203";"2024";"M";"20-64";"1";"";"";"";""
"2020-07-28";"CZ0207";"2015";"M";"0-19";"1";"";"";"";""
"2020-07-28";"CZ0313";"3104";"M";"20-64";"";"2";"";"";""
"2020-07-28";"CZ0322";"3205";"M";"0-19";"1";"";"";"";""
"2020-07-28";"CZ0427";"4214";"Z";"65+";"1";"";"";"";""
"2020-07-28";"CZ0513";"9999";"M";"20-64";"1";"";"";"";""
"2020-07-28";"CZ0521";"5212";"M";"20-64";"1";"";"";"";""
"2020-07-28";"CZ0522";"5207";"M";"65+";"";"1";"";"";""
"2020-07-28";"CZ0631";"6302";"M";"20-64";"2";"";"";"";""
"2020-07-28";"CZ0631";"6304";"M";"0-19";"1";"";"";"";""
"2020-07-28";"CZ0712";"7107";"Z";"0-19";"";"1";"";"";""
"2020-07-28";"CZ0722";"7208";"Z";"20-64";"";"1";"";"";""
"2020-07-28";"CZ0802";"8006";"M";"0-19";"2";"1";"";"";""
"2020-07-28";"CZ0803";"8018";"Z";"20-64";"1";"2";"";"";""
"2020-07-28";"CZ0806";"8019";"M";"20-64";"3";"4";"";"";""
"2020-07-29";"CZ0209";"2022";"M";"20-64";"2";"1";"";"";""
"2020-07-29";"CZ0513";"5109";"Z";"20-64";"1";"";"";"";""
"2020-07-29";"CZ0524";"5208";"Z";"20-64";"1";"";"";"";""
"2020-07-29";"CZ0635";"6315";"M";"20-64";"";"2";"";"";""
"2020-07-29";"CZ0644";"6404";"M";"65+";"1";"";"";"";""
"2020-07-29";"CZ0722";"7207";"M";"20-64";"1";"";"";"";""
"2020-07-29";"CZ0803";"8011";"M";"20-64";"";"2";"";"";""
"2020-07-29";"CZ0805";"8009";"Z";"20-64";"";"1";"";"";""
"2020-07-29";"CZ0806";"8019";"Z";"20-64";"2";"2";"";"";""
"2020-07-30";"CZ0313";"3105";"M";"0-19";"1";"";"";"";""
"2020-07-30";"CZ0317";"3112";"M";"65+";"1";"";"";"";""
"2020-07-30";"CZ0317";"3112";"Z";"20-64";"2";"";"";"";""
"2020-07-30";"CZ0325";"3208";"M";"20-64";"1";"1";"";"";""
"2020-07-07";"CZ0722";"7208";"M";"20-64";"1";"";"";"";""
